ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY_X,GRAVITY_Y,GRAVITY_Z,LINEAR_ACCELERATION_X,LINEAR_ACCELERATION_Y,LINEAR_ACCELERATION_Z,GYROSCOPE_X,GYROSCOPE_Y,GYROSCOPE_Z,MAGNETIC_FIELD_X,MAGNETIC_FIELD_Y,MAGNETIC_FIELD_Z,ORIENTATION_Z,ORIENTATION_X,ORIENTATION_Y,PRT_X,PRT_Y,PRT_Z,OUT
-0.40700000000000003,8.667,3.17,-0.897,9.49,2.303,0.49,-0.823,0.867,0.02,1.659,0.24100000000000002,-31.1,-25.1,-4.9,111.9,-75.4,20.6,-0.27928757893023143,9.073316559857215,1.7112460526984798,0.19
1.125,9.175,2.722,-0.677,9.517000000000001,2.266,1.7830000000000001,-0.433,0.696,-0.515,1.5030000000000001,0.634,-30.8,-23.6,-10.7,103.7,-76.0,22.0,1.231745087538275,9.491070425589255,1.1215704239281394,0.19
0.601,9.702,4.592,-0.309,9.421,2.705,0.91,0.281,1.8869999999999998,-0.14300000000000002,1.003,0.684,-30.2,-21.3,-15.9,84.2,-74.7,10.7,0.8170435377755356,10.317314861947429,2.9089384484409293,0.19
0.165,9.426,2.82,-0.026000000000000002,9.386000000000001,2.842,0.263,-0.003,0.045,0.245,0.9940000000000001,0.13699999999999998,-30.1,-19.5,-18.1,69.3,-73.0,0.5,0.30461813331942583,9.757804724155717,1.2335135824535306,0.19
0.177,9.292,3.352,0.031,9.375,2.8760000000000003,0.159,-0.16899999999999998,0.47100000000000003,-0.102,0.983,0.317,-28.9,-18.4,-21.4,63.6,-73.4,0.5,0.3449623695343107,9.71178119323196,1.7806751580204843,0.19
1.092,9.189,2.947,0.083,9.376,2.872,1.112,-0.319,-0.051,-0.005,0.976,0.40700000000000003,-26.8,-17.3,-25.2,53.1,-73.0,-0.8,1.2382875140120595,9.53682653322001,1.352988435986293,0.19
0.8640000000000001,9.213,2.459,0.068,9.395,2.81,0.782,-0.225,-0.298,0.024,1.028,0.175,-24.9,-16.9,-27.0,48.5,-73.2,-1.4,0.9835114200617047,9.483430518942033,0.8773806921781881,0.19
-0.10099999999999999,9.747,2.248,-0.063,9.415,2.7430000000000003,-0.038,0.332,-0.495,-0.125,1.217,0.138,-22.1,-16.9,-29.6,44.0,-73.7,0.4,0.00669627124874847,9.983808518461522,0.6254891099343824,0.19
-0.165,8.876,2.9739999999999998,-0.13,9.365,2.908,-0.16399999999999998,-0.45299999999999996,0.152,-0.193,1.073,0.187,-18.1,-16.1,-32.0,38.7,-73.2,2.0,-0.01390934269172553,9.242376494425315,1.494510041946961,0.19
-0.168,9.455,1.9269999999999998,-0.157,9.317,3.056,0.006,0.145,-1.1909999999999998,-0.319,0.647,0.33899999999999997,-14.7,-15.4,-34.6,31.8,-72.4,3.7,-0.06502886616972331,9.643248200209634,0.3769793040981795,0.19
-0.862,9.232000000000001,4.348,-0.17300000000000001,9.2,3.392,-0.6890000000000001,0.033,0.956,-0.259,0.551,0.23600000000000002,-13.0,-13.6,-34.9,28.4,-69.7,2.9,-0.6032316667917337,9.815341996843769,2.8588712879692,0.19
-0.505,9.527000000000001,2.806,-0.182,9.179,3.446,-0.324,0.34700000000000003,-0.64,-0.114,0.40700000000000003,0.36,-11.5,-12.1,-36.8,25.6,-69.5,3.5,-0.33542436623396976,9.856649082563203,1.2752840302232802,0.19
-0.019,9.304,3.412,-0.057,9.162,3.495,0.040999999999999995,0.171,-0.318,-0.09699999999999999,0.321,0.204,-10.2,-12.4,-37.3,19.7,-69.2,1.2,0.18903584504295604,9.72775515792588,1.8819048957732478,0.19
-0.7490000000000001,9.726,3.199,-0.049,9.177,3.457,-0.7,0.5489999999999999,-0.259,0.10300000000000001,0.147,0.052000000000000005,-10.9,-11.8,-38.5,19.5,-69.1,0.5,-0.554739107574234,10.11797775166141,1.6457426103168276,0.19
-0.20600000000000002,10.214,2.397,-0.027000000000000003,9.246,3.2680000000000002,-0.239,0.846,-1.025,-0.07400000000000001,0.011000000000000001,0.198,-9.5,-12.0,-38.3,16.1,-69.8,0.7,-0.06902051252915492,10.467690839295699,0.7324791203680383,0.19
0.07400000000000001,8.908999999999999,4.427,-0.011000000000000001,9.267999999999999,3.2060000000000004,0.013999999999999999,-0.402,1.365,0.565,0.165,-0.006,-9.9,-11.9,-38.2,17.3,-70.6,-0.1,0.32146896221953025,9.503898107736386,2.923467883198688,0.19
-0.022000000000000002,10.657,3.0380000000000003,-0.124,9.366,2.904,0.141,1.315,0.11,0.198,0.21600000000000003,-0.034,-10.4,-13.5,-37.6,20.3,-72.2,1.2,0.13194149020623108,11.008882725443907,1.2604243652773748,0.19
-0.225,9.184,3.139,-0.019,9.397,2.803,-0.20600000000000002,-0.213,0.336,0.2,0.193,0.141,-9.2,-14.7,-39.1,18.0,-73.2,1.0,-0.07122715051651327,9.574458729676877,1.6045151064242116,0.19
0.4,8.615,2.373,0.12,9.459,2.585,0.28,-0.8440000000000001,-0.212,0.355,0.40399999999999997,0.195,-8.8,-15.1,-38.1,13.1,-74.4,-2.0,0.506618766847287,8.884487233373541,0.9047530188403363,0.19
-0.5529999999999999,9.572000000000001,2.3680000000000003,0.151,9.546,2.241,-0.7040000000000001,0.026000000000000002,0.127,-0.055999999999999994,0.733,0.445,-7.2,-17.2,-38.8,8.5,-76.7,-2.7,-0.4599814557298155,9.835447846409636,0.7673328618929136,0.19
-0.002,9.988999999999999,2.397,0.193,9.574,2.113,-0.183,0.39799999999999996,0.23600000000000002,0.41700000000000004,1.6269999999999998,0.201,-5.1,-17.9,-37.7,1.9,-77.1,-5.8,0.08637986204427252,10.248282732469262,0.7006950512209364,0.19
0.9359999999999999,9.766,1.999,0.139,9.646,1.76,0.878,0.156,0.141,0.337,1.495,0.131,0.1,-19.0,-38.0,357.0,-78.9,-4.2,0.9969536794081714,9.95790475427413,0.305072558449919,0.19
0.929,9.163,1.125,-0.044000000000000004,9.714,1.3430000000000002,0.973,-0.551,-0.217,0.598,2.102,-0.115,5.6,-20.7,-36.7,349.3,-81.5,-0.4,0.9551121445371549,9.217718849759715,-0.4589716746620476,0.19
-0.747,9.407,1.097,-0.48700000000000004,9.73,1.125,-0.301,-0.361,-0.05,-0.098,1.97,-0.172,14.0,-21.7,-33.8,357.3,-83.1,18.4,-0.7253178386578292,9.459523293534987,-0.49436837681401125,0.19
-0.982,9.484,0.644,-0.735,9.721,1.061,-0.32,-0.182,-0.28800000000000003,-0.254,1.857,0.03,21.0,-21.7,-31.3,358.8,-82.6,33.0,-0.9699067547076244,9.45961680748476,-0.9488133339726796,0.19
-2.121,10.123,1.973,-0.9279999999999999,9.67,1.345,-1.258,0.408,0.628,-0.626,1.6469999999999998,0.242,27.1,-21.4,-27.5,352.2,-81.4,35.8,-2.0741043199009748,10.318850418386758,0.29311484631038454,0.19
-1.446,9.732999999999999,1.9180000000000001,-1.037,9.599,1.7209999999999999,-0.565,0.017,0.59,-0.218,1.3159999999999998,0.079,31.7,-19.9,-23.2,333.5,-78.5,30.8,-1.3877451860751044,9.923654505143459,0.3101186241928289,0.19
-1.5230000000000001,10.221,1.626,-1.138,9.597999999999999,1.6569999999999998,-0.37799999999999995,0.57,0.040999999999999995,-0.07400000000000001,1.338,0.379,34.9,-20.9,-18.5,331.2,-77.9,33.5,-1.475345588820508,10.35626448293618,-0.058200970975592625,0.19
-0.9790000000000001,9.565,1.64,-0.925,9.622,1.652,0.01,-0.071,-0.081,-0.151,1.11,0.397,35.9,-21.0,-14.0,317.0,-78.8,30.5,-0.9313137653498043,9.709164071499162,0.04531780201854585,0.19
-1.226,9.297,1.726,-0.7020000000000001,9.646,1.621,-0.488,-0.289,0.1,-0.044000000000000004,1.048,0.368,34.6,-23.4,-10.2,309.2,-79.3,26.0,-1.1766842401457682,9.46046195614394,0.17729854862843175,0.19
-1.652,9.747,0.8240000000000001,-0.72,9.667,1.482,-0.904,-0.026000000000000002,-0.5720000000000001,-0.078,1.202,0.25,33.8,-23.6,-2.1,293.7,-80.2,25.0,-1.630136369544586,9.754091616194831,-0.7825861994475194,0.19
-1.075,9.596,1.4080000000000001,-0.828,9.664,1.445,-0.235,-0.078,-0.073,-0.065,1.255,0.027999999999999997,33.5,-24.1,-0.5,291.9,-80.3,28.6,-1.03915211976549,9.700661027497159,-0.1965795044878227,0.19
-0.302,9.998,1.82,-0.958,9.66,1.3940000000000001,0.623,0.308,0.428,0.025,1.121,0.069,31.9,-23.7,3.5,291.0,-80.1,33.7,-0.25763457095350095,10.16277752983889,0.1232286770657105,0.19
0.833,10.705,0.946,-0.8959999999999999,9.704,1.093,1.868,1.058,-0.48700000000000004,0.262,1.056,0.313,29.0,-25.1,7.4,288.5,-81.2,39.3,0.850893669282142,10.708578321290597,-0.8877839266176416,0.19
-0.9840000000000001,9.809,2.593,-0.664,9.716000000000001,1.1520000000000001,-0.147,0.005,1.24,-0.087,1.2329999999999999,0.36700000000000005,26.9,-26.0,12.5,274.2,-82.2,33.4,-0.9316692429863704,10.109160437003057,0.9193767892465887,0.19
0.7809999999999999,8.927999999999999,0.745,-0.38799999999999996,9.711,1.311,1.1059999999999999,-0.73,-0.581,-0.03,1.162,0.171,25.7,-26.8,11.5,258.3,-82.1,20.1,0.7978406249702147,8.92269015772778,-0.7894432761984145,0.19
0.292,9.934,1.5319999999999998,-0.326,9.713,1.314,0.494,0.228,0.14400000000000002,-0.281,1.143,0.265,23.8,-26.8,14.5,250.2,-82.2,16.0,0.32705446533456883,10.048868907080283,-0.17295393901206113,0.19
