PRT(X),PRT(Y),PRT(Z),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.64E-01,1.65E+00,9.36E+00,1.67055,8.3803,4.17578,1.83761,7.74298,5.73061,-0.09826,0.86217,-1.47077,0.18353,0.355,-0.20702,942,-18.912,-22.44,20.721,138.226,-51.801,-18.439,2,64.7517,19.300005,72.86197,-151.613,0,3.924,19.574194,161.3,16 / 36,45403,2018-09-02 17:23:27:244
2.49E-01,1.54E+00,8.84E+00,1.11057,7.91101,4.08484,1.2388,7.72634,5.91096,0.07214,0.45335,-1.73484,-0.25429,1.1662,-0.32419,954,-19.287,-23.502,21.22,140.62,-51.987,-11.837,2,64.7517,19.300005,72.86197,-151.613,0,3.924,19.574194,161.3,16 / 36,45503,2018-09-02 17:23:27:344
-1.32E+00,2.22E+00,8.44E+00,-0.90036,7.99673,3.61447,0.70805,7.70048,6.03089,-1.22908,0.30824,-1.64689,-0.16747,1.60188,0.17969,1218,-21.536,-24.626,28.471,144.571,-51.742,-6.696,2,64.7517,19.300005,72.86197,-151.613,0,3.924,19.574194,161.3,16 / 36,45602,2018-09-02 17:23:27:443
-1.89E+00,1.54E+00,9.71E+00,-1.81731,8.5304,4.92346,-0.26246,7.73854,6.01802,-1.61962,1.0187,-0.94881,0.53667,1.31799,0.69101,1712,-25.537,-24.626,24.22,145.645,-51.115,-0.832,2,64.7517,19.300005,72.86197,-151.613,0,3.924,19.574194,161.3,16 / 36,45703,2018-09-02 17:23:27:544
-9.90E-01,7.88E-01,9.48E+00,-1.56454,8.2489,4.57645,-0.68447,8.07184,5.52696,-0.86658,0.36621,-0.84685,0.63895,1.45488,0.76344,1712,-30.724,-20.94,20.845,138.819,-55.396,7.06,2,60.776,19.300005,72.86197,-151.613,0,3.924,19.574194,161.3,16 / 36,45803,2018-09-02 17:23:27:644
8.27E-01,2.96E-01,1.03E+01,0.23865,8.84708,5.24594,-0.56394,8.3555,5.10275,0.78614,0.7353,0.29203,0.30711,1.25407,0.90512,2295,-34.036,-16.502,16.533,129.827,-57.971,6.46,2,60.776,19.300005,72.86197,-151.613,0,3.924,19.574194,161.3,16 / 36,45903,2018-09-02 17:23:27:744
1.26E+00,2.49E-01,1.03E+01,0.72934,8.96878,5.13904,-0.4702,8.42039,5.00463,1.18619,0.78759,0.27658,-0.28571,0.99149,0.98129,2295,-36.974,-12.814,10.533,118.508,-59.301,5.989,2,60.776,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46003,2018-09-02 17:23:27:844
3.75E+00,-2.51E-01,9.46E+00,3.51065,8.0457,5.14917,-0.18787,8.51543,4.86031,3.88693,0.33713,0.56831,0.21336,0.88124,0.57277,2791,-38.849,-8.064,6.72,107.59,-59.794,2.764,2,56.2943,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46103,2018-09-02 17:23:27:944
1.74E+00,-9.98E-01,7.95E+00,1.47134,6.5304,4.73471,-0.26778,8.63845,4.6342,1.86117,-1.81813,0.87083,0.85306,0.58882,0.56105,2898,-36.662,-5.44,3.72,101.943,-61.748,3.307,2,56.2943,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46202,2018-09-02 17:23:28:043
1.73E+00,-5.21E-01,7.53E+00,1.76491,6.61452,3.62523,0.16402,8.89917,4.11682,1.68569,-2.26806,-0.70184,-0.09024,0.21439,0.52589,2382,-36.287,-2.876,2.47,94.829,-65.132,-0.474,2,56.2943,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46303,2018-09-02 17:23:28:144
2.68E+00,-7.48E-01,1.02E+01,3.35634,8.65851,5.02243,0.63356,8.64699,4.58241,2.74346,0.2939,0.58967,-0.20422,0.53395,0.41936,2382,-36.287,0.81,-1.404,81.244,-62.174,-7.461,2,55.5264,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46403,2018-09-02 17:23:28:244
3.23E+00,1.11E+00,9.42E+00,3.63545,8.79587,3.12308,0.38417,8.59101,4.71352,3.18621,0.4221,-1.58752,-0.1158,0.67137,-0.28052,2714,-35.912,1.561,-3.529,78.909,-61.363,-6.982,2,55.5264,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46503,2018-09-02 17:23:28:344
1.17E+00,1.53E+00,8.74E+00,1.11066,8.35127,3.03139,-0.22234,8.50564,4.87596,1.48063,0.11599,-1.63898,-0.09715,0.36671,-0.3636,2540,-32.974,0.81,-6.967,81.417,-60.295,1.145,2,55.5264,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46603,2018-09-02 17:23:28:444
4.25E-01,1.57E+00,1.03E+01,0.02957,9.69104,3.73843,-0.51375,8.52062,4.82758,0.55612,1.5143,-0.95995,0.06157,0.47696,-0.04776,2296,-34.787,1.186,-7.841,83.299,-60.327,6.075,2,54.3262,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46703,2018-09-02 17:23:28:544
1.53E+00,1.09E+00,9.76E+00,1.0468,9.09183,3.86847,-0.62761,8.66129,4.55615,1.65393,0.71311,-0.53903,0.37476,-0.03436,-0.17239,2202,-33.287,0.436,-8.217,84.479,-61.474,7.349,2,54.3262,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46803,2018-09-02 17:23:28:644
3.17E-01,5.27E-01,1.15E+01,-0.39746,10.62088,4.53041,-0.5585,8.84999,4.18761,0.14329,2.05219,0.47591,-0.18237,-1.24397,0.02415,1892,-32.974,-2.502,-7.404,77.362,-64.256,9.01,2,54.3262,19.300001,72.861984,-151.613,0,3.888,14.680643,113.5,16 / 36,46902,2018-09-02 17:23:28:743
2.66E+00,-9.34E-01,1.05E+01,2.24829,9.06215,5.56746,-0.3691,8.91851,4.06133,2.60702,0.39416,1.62022,-0.07372,-0.20587,-0.5479,1504,-34.036,-2.127,-6.091,85.513,-64.373,4.293,2,57.5206,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47003,2018-09-02 17:23:28:844
-6.96E-01,-1.92E-01,6.87E+00,-1.08124,6.12251,2.99944,-0.92537,8.75668,4.31679,0.2164,-2.01313,-0.50367,-0.46733,0.77524,-0.57773,1504,-32.599,-4.689,-8.717,87.851,-64.663,7.21,2,57.5206,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47103,2018-09-02 17:23:28:944
5.68E-02,-6.93E-01,8.53E+00,-1.13325,7.06537,4.69188,-1.11065,8.5281,4.71257,0.00841,-1.07249,0.07219,-0.05241,0.23355,0.62869,2494,-31.85,-4.002,-12.091,90.695,-60.305,14.253,2,57.5206,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47203,2018-09-02 17:23:29:044
3.27E-01,2.63E-01,9.21E+00,-0.49689,8.13181,4.32526,-0.91592,8.5159,4.77608,0.44707,-0.11578,-0.41125,-0.20955,1.06873,0.61804,2941,-32.599,-2.502,-12.967,83.126,-60.271,10.856,2,57.5206,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47303,2018-09-02 17:23:29:144
-2.85E-01,1.42E+00,8.95E+00,-0.75031,8.53934,2.93933,-0.72714,8.61711,4.62462,-0.47256,0.12209,-1.02787,-0.03004,0.7518,0.74533,2766,-27.412,0.061,-17.216,69.308,-61.486,8.936,2,57.2446,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47403,2018-09-02 17:23:29:244
1.93E-01,5.67E-01,9.75E+00,-0.28877,8.82298,4.18243,-0.58728,8.65603,4.57151,0.26215,0.46327,-0.50136,0.34865,1.03729,0.41457,2483,-22.974,3.748,-19.78,57.814,-61.279,6.589,2,57.2446,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47503,2018-09-02 17:23:29:344
-5.13E-02,1.12E+00,9.72E+00,-0.54437,9.15422,3.40126,-0.64284,8.72079,4.43903,0.07799,0.68503,-1.05991,-0.06573,0.92278,0.41298,2483,-20.036,4.123,-21.092,52.083,-62.782,8.24,2,57.2446,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47603,2018-09-02 17:23:29:444
9.28E-01,-4.30E-01,1.08E+01,0.22264,9.46359,5.37029,-0.58564,8.74171,4.40568,0.76298,1.12337,1.04754,0.33427,0.63037,0.45772,2476,-14.85,4.874,-22.78,48.138,-63.05,7.572,2,57.6288,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47703,2018-09-02 17:23:29:544
2.62E+00,-3.99E+00,1.11E+01,1.12468,8.66554,8.39415,-0.8766,9.05069,3.67246,2.04803,-0.32616,4.95649,0.15584,1.34836,0.04013,3198,-13.411,3.748,-24.03,39.028,-66.802,10.396,2,57.6288,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47803,2018-09-02 17:23:29:644
2.80E+00,-2.03E+00,1.02E+01,0.57863,9.03781,5.90392,-1.21521,9.27885,2.93201,1.75713,-0.06323,3.87765,0.34174,1.50388,0.45825,2226,-10.786,0.061,-27.904,45.545,-71.117,22.512,2,57.6288,19.300007,72.86199,-151.613,0,3.924,14.680643,72.2,16 / 36,47903,2018-09-02 17:23:29:744
2.79E+00,-8.19E-01,8.54E+00,0.9361,7.95581,4.15247,-1.32093,9.40213,2.45467,1.94329,-1.11003,1.91028,0.35451,0.88336,-0.0126,1629,-4.912,-1.003,-29.155,39.608,-73.486,28.286,2,55.2255,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48002,2018-09-02 17:23:29:843
2.77E+00,7.06E-01,7.70E+00,1.64114,7.5679,2.74554,-1.4562,9.32574,2.6609,3.05304,-1.47411,0.1656,-0.67825,-0.00879,-0.26666,1629,-3.787,-1.376,-28.342,38.888,-72.819,29.104,2,55.2255,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48103,2018-09-02 17:23:29:944
2.32E+00,-1.74E-01,7.60E+00,0.7077,7.01428,3.65825,-1.68015,9.07075,3.32701,2.33282,-1.75937,0.44021,-0.38318,-0.56061,-0.29916,1627,-3.787,-1.003,-29.591,37.277,-68.723,27.493,2,55.2255,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48203,2018-09-02 17:23:30:044
1.00E+00,3.91E-01,9.20E+00,-0.57628,8.52919,3.56569,-1.75897,8.89318,3.74002,1.05826,0.0967,0.15201,-0.16107,-0.48763,-0.26027,1960,-7.1,0.81,-27.904,41.451,-65.429,25.304,2,55.2255,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48303,2018-09-02 17:23:30:144
1.57E+00,2.00E+00,1.02E+01,0.45737,10.09854,2.89301,-1.63599,8.89977,3.77994,2.0398,1.49012,-0.76319,-0.21167,-0.33583,-0.29863,2395,-11.162,0.436,-29.591,46.318,-65.165,23.403,2,56.9137,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48403,2018-09-02 17:23:30:244
2.13E+00,7.90E-01,9.54E+00,0.59003,8.97452,3.91393,-1.63458,8.92158,3.72879,2.17154,0.34257,0.30619,0.55478,-0.70973,0.00179,2478,-10.786,-1.003,-28.342,48.924,-64.878,23.998,2,56.9137,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48503,2018-09-02 17:23:30:344
9.18E-01,-2.79E+00,1.23E+01,-2.1627,10.1562,7.27634,-1.54622,8.86034,3.90819,-0.93274,1.76577,3.61739,0.183,-0.87645,0.17223,2209,-12.286,-1.752,-27.467,50.617,-66.181,23.498,2,56.9137,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48602,2018-09-02 17:23:30:443
9.28E-01,-4.28E+00,1.16E+01,-2.08243,8.72104,8.53732,-1.10222,8.90833,3.94933,-1.10171,0.22263,4.45687,0.12335,-0.97711,0.17062,1485,-17.474,-2.127,-24.904,50.175,-65.205,19.768,2,64.2905,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48703,2018-09-02 17:23:30:544
1.41E+00,-1.12E+00,8.62E+00,0.40399,7.50662,4.58197,-0.87025,9.02062,3.7472,1.37031,-1.24565,0.81469,-0.28252,0.18242,-0.22511,1033,-20.412,-5.814,-22.78,56.683,-67.11,12.755,2,64.2905,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48804,2018-09-02 17:23:30:645
-3.43E-01,-1.55E+00,9.56E+00,-1.46228,8.16434,5.01897,-0.84148,9.00068,3.80133,-0.76125,-0.68339,1.46611,0.32416,-0.57712,0.34053,910,-20.787,-4.689,-30.029,52.467,-66.609,12.482,2,64.2905,19.300022,72.862,-154.839,0,3.924,14.680643,29.1,14 / 36,48903,2018-09-02 17:23:30:744
3.13E-01,3.45E-01,8.63E+00,-0.28009,8.02211,3.21265,-0.73338,8.95226,3.93568,0.93786,-0.66847,-0.68919,-0.32246,0.03062,-0.02965,829,-20.787,-5.064,-24.092,57.447,-65.906,10.556,2,58.0433,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49004,2018-09-02 17:23:30:845
-6.08E-02,6.19E-01,8.52E+00,-0.40132,7.92133,3.17534,-0.4604,8.80282,4.29754,-0.03643,-0.64455,-1.15694,-0.18718,0.05779,0.1866,905,-21.536,-3.252,-24.092,53.626,-63.849,6.115,2,58.0433,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49103,2018-09-02 17:23:30:944
-2.38E-01,-7.25E-01,1.24E+01,-0.95142,10.79907,6.0121,-0.74122,9.00235,3.81821,-0.15656,1.86695,0.59486,1.17264,1.72226,0.11736,1090,-21.849,-1.003,-25.342,51.749,-63.964,6.756,2,58.0433,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49203,2018-09-02 17:23:31:044
-1.19E+00,4.86E-01,1.01E+01,-2.08252,9.59621,2.52902,-1.20142,9.37753,2.60556,-0.727,0.40529,-0.09052,1.25732,0.88922,0.19034,1140,-13.037,-7.626,-30.904,49.927,-69.584,18.208,2,63.529,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49303,2018-09-02 17:23:31:144
2.74E-01,1.39E+00,8.35E+00,-0.1368,8.43263,0.74474,-1.38918,9.54658,1.76162,0.97549,-0.86123,-1.13291,0.78754,1.0032,-0.31461,1140,-10.1,-12.064,-30.029,55.436,-75.752,31.655,2,63.529,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49402,2018-09-02 17:23:31:243
2.26E+00,-6.21E-01,9.90E+00,-0.74785,9.57547,3.35168,-1.57973,9.60853,1.16233,0.57211,-0.26847,2.3583,0.44347,0.89082,0.13014,1214,-5.661,-15.752,-30.029,71.11,-78.463,53.655,2,63.529,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49503,2018-09-02 17:23:31:344
2.94E+00,-5.03E-02,9.96E+00,-0.1936,9.81296,3.38661,-1.4181,9.6794,0.68459,1.44258,0.59158,2.69819,-0.17386,1.16246,0.15837,1349,0.276,-19.127,-29.591,67.175,-80.521,63.401,2,63.529,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49603,2018-09-02 17:23:31:444
2.94E+00,-7.68E-01,9.35E+00,-0.1646,9.14259,3.60202,-1.03586,9.72489,0.72382,1.01449,-0.30248,2.70215,0.11377,0.88922,0.65318,1566,4.338,-17.252,-29.591,53.55,-81.805,57.146,2,65.0384,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49703,2018-09-02 17:23:31:544
2.07E+00,8.30E-01,7.76E+00,1.33855,7.80405,1.57906,-0.93908,9.71478,0.9548,2.25049,-1.62992,0.65185,-0.68997,0.94196,-0.30554,1566,8.026,-15.439,-29.591,37.395,-82.903,45.955,2,65.0384,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49803,2018-09-02 17:23:31:644
1.08E+00,2.70E+00,7.06E+00,1.80032,7.41835,-0.34225,-1.10329,9.65068,1.34815,2.8692,-1.93128,-1.64835,-0.45135,0.24367,0.41138,1830,9.839,-14.69,-35.155,30.668,-80.321,43.032,2,65.0384,19.300037,72.862,-158.065,0,3.852,14.680643,54.8,14 / 36,49903,2018-09-02 17:23:31:744
1.98E+00,7.77E+00,1.07E+01,5.36113,11.59375,-4.0806,-0.82311,9.67297,1.38802,6.15776,2.23195,-5.42396,-2.03435,-0.20746,-0.75882,2084,11.713,-15.065,-30.904,15.345,-83.192,35.592,2,60.9403,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50003,2018-09-02 17:23:31:844
2.63E+00,-3.94E-02,1.09E+01,0.67859,10.43604,4.16655,-1.61211,9.23705,2.872,2.24122,1.48248,1.3827,-1.5161,-1.28018,-1.35536,1993,7.651,-10.252,-31.779,17.529,-72.639,29.245,2,60.9403,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50103,2018-09-02 17:23:31:944
1.10E+00,-3.58E+00,1.10E+01,-3.00345,8.48909,7.29123,-1.99925,8.92869,3.52873,-1.06192,-0.1818,3.86439,0.64267,-1.84372,-0.1154,2177,8.713,-9.126,-33.029,18.778,-65.459,30.407,2,60.9403,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50203,2018-09-02 17:23:32:044
3.61E+00,-6.27E+00,9.06E+00,-0.41307,5.68991,10.09323,-1.55241,8.77906,4.08517,1.09366,-2.8308,6.12828,-0.96002,-0.77632,-0.36839,3369,-1.974,-9.126,-33.029,18.453,-65.772,23.291,2,74.8126,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50303,2018-09-02 17:23:32:144
3.94E+00,-8.74E+00,1.14E+01,-0.76303,6.0677,13.56242,-1.54309,8.63791,4.37902,0.34987,-1.96355,10.04947,-0.26175,-1.42879,-0.65921,3369,-1.974,-9.126,-34.341,29.873,-62.569,20.075,2,74.8126,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50403,2018-09-02 17:23:32:244
3.94E+00,-8.74E+00,1.14E+01,-0.76303,6.0677,13.56242,-1.54309,8.63791,4.37902,0.34987,-1.96355,10.04947,-0.26175,-1.42879,-0.65921,3369,-1.974,-9.126,-34.341,29.873,-62.569,20.075,2,74.8126,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50503,2018-09-02 17:23:32:344
3.00E+00,-9.05E+00,1.23E+01,-1.75838,6.5919,14.02736,-1.54309,8.63791,4.37902,0.34987,-1.96355,10.04947,-0.13338,0.87271,-0.75029,3369,-2.661,-8.752,-32.591,31.773,-61.742,19.412,2,69.103,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50603,2018-09-02 17:23:32:444
-3.09E-01,-6.63E-01,9.56E+00,-4.89824,7.24066,3.94879,-4.62654,7.75603,3.82225,-0.30178,-0.25293,0.338,-0.15895,0.85992,-0.18944,4950,5.026,-15.376,-29.654,62.26,-53.013,48.313,2,69.103,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50703,2018-09-02 17:23:32:544
4.00E-01,-4.44E-01,8.81E+00,-4.36916,6.68935,3.75932,-4.86646,7.73288,3.56238,0.34202,-0.83695,0.01499,-0.41408,0.90147,0.14133,4478,8.401,-15.002,-29.218,62.573,-52.207,53.272,2,69.103,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50803,2018-09-02 17:23:32:644
2.08E+00,1.56E+00,9.64E+00,-2.37996,8.71048,4.26285,-4.62669,8.00123,3.27788,1.89811,0.82204,1.20943,0.36996,0.40187,0.60898,4063,7.275,-12.064,-32.591,60.18,-53.953,54.45,2,57.0428,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,50902,2018-09-02 17:23:32:743
1.64E-01,3.73E+00,9.48E+00,-1.75697,9.94441,1.32942,-4.69631,8.08568,2.95582,2.80327,2.093,-1.54076,-0.52859,0.30759,-0.40195,3648,9.839,-11.69,-27.53,54.584,-56.059,57.151,2,57.0428,19.300053,72.86201,-158.065,0,3.852,19.574194,38.1,15 / 36,51003,2018-09-02 17:23:32:844
2.55E+00,6.70E-01,1.12E+01,-3.71889,9.28885,5.60645,-4.84072,7.84533,3.34495,0.9844,1.66626,2.35646,-0.04762,-0.05513,0.47423,3433,11.339,-6.94,-27.092,47.04,-52.74,55.871,2,57.0428,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51103,2018-09-02 17:23:32:944
2.09E+00,3.11E+00,9.09E+00,-0.76537,9.26749,3.19743,-4.22508,8.20864,3.30717,3.34354,1.28457,-0.01879,0.15158,-0.22931,0.3725,3689,9.088,-8.752,-27.092,46.079,-55.813,52.847,2,57.0428,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51203,2018-09-02 17:23:33:044
9.44E-01,2.18E+00,8.57E+00,-1.60741,8.39192,2.48471,-4.15433,8.24595,3.30398,3.74694,1.16714,0.01617,0.1862,0.20213,-0.03709,3689,8.026,-6.94,-27.092,45.114,-57.23,51.504,2,50.874,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51303,2018-09-02 17:23:33:144
4.83E-01,1.90E+00,7.99E+00,-1.89799,7.76614,1.95654,-4.28277,8.26255,3.09168,2.1426,-0.19366,-1.01214,-0.09662,-0.09775,-0.12285,3591,10.213,-6.94,-27.904,47.239,-57.573,54.329,2,50.874,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51403,2018-09-02 17:23:33:244
1.07E+00,1.49E+00,9.02E+00,-2.23628,8.40404,3.0182,-4.22471,8.2631,3.16914,1.75645,0.3527,-0.10336,0.23894,-0.11745,0.32722,3583,9.088,-7.626,-27.904,46.883,-57.416,53.125,2,50.874,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51502,2018-09-02 17:23:33:343
6.45E-01,1.57E+00,9.23E+00,-2.19934,8.81036,2.381,-3.9109,8.53936,2.8204,1.57457,0.52362,-0.4302,0.35239,-0.02264,0.10405,3396,7.275,-9.877,-26.654,52.264,-60.548,54.202,2,42.4482,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51603,2018-09-02 17:23:33:444
9.09E-01,-3.75E-01,1.07E+01,-4.07822,8.95053,4.39938,-4.01502,8.35969,3.18835,-0.18578,0.91253,1.09666,-1.27534,-0.20161,0.14453,3081,9.464,-7.626,-26.654,43.93,-58.479,51.547,2,42.4482,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51703,2018-09-02 17:23:33:544
4.81E+00,-1.22E+00,1.11E+01,-1.88667,8.74506,8.26659,-3.52752,8.33758,3.76984,1.53862,0.64909,4.606,0.06743,-0.57817,1.21191,3081,9.839,-5.44,-27.904,37.49,-57.638,47.401,2,42.4482,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51803,2018-09-02 17:23:33:644
5.48E-01,-1.31E+00,1.06E+01,-4.03761,7.88271,5.96964,-3.61684,7.81733,4.68809,-0.37763,0.32415,1.76838,-0.34004,-0.3369,-0.26401,3467,6.151,-0.627,-30.467,32.605,-54.724,38.437,2,70.7425,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,51903,2018-09-02 17:23:33:744
1.41E-01,-1.88E+00,1.00E+01,-4.54578,6.5737,6.31079,-3.70987,7.60375,4.95885,-0.61799,-0.73385,0.87905,-0.45082,0.11797,-0.2411,3831,6.526,1.186,-26.654,30.182,-50.838,36.801,2,70.7425,19.300068,72.86201,-154.839,0,3.96,14.680643,48,14 / 36,52003,2018-09-02 17:23:33:844
7.43E-01,6.50E-01,9.17E+00,-2.50043,7.50464,4.74809,-3.59285,7.61832,5.02225,1.03601,0.13608,-0.33957,0.03706,0.13821,0.17383,3847,6.526,0.436,-28.342,27.23,-50.645,35.733,2,70.7425,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52103,2018-09-02 17:23:33:944
2.48E-01,-7.51E-02,1.03E+01,-3.67921,7.83899,5.49181,-3.73806,7.49613,5.09954,-0.04903,0.54126,0.43,-0.13071,0.30119,0.06622,3716,7.275,1.936,-28.342,19.286,-50.3,35.97,2,70.7425,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52202,2018-09-02 17:23:34:043
-8.67E-01,-2.89E-02,9.95E+00,-4.60509,7.54956,4.63997,-3.88809,7.43206,5.0811,-0.82095,0.31622,-0.30528,-0.3672,0.62398,0.1653,3716,8.026,3.436,-28.78,25.649,-49.528,37.161,2,62.5236,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52303,2018-09-02 17:23:34:144
-8.28E-02,-4.85E-01,9.79E+00,-4.19752,7.13988,5.25063,-3.84884,7.54415,4.94395,-0.35425,-0.18867,0.46605,0.0163,0.54887,0.63402,3538,11.713,5.623,-27.904,20.661,-49.565,37.934,2,62.5236,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52403,2018-09-02 17:23:34:244
1.34E+00,-1.85E-01,1.00E+01,-2.92097,7.74965,5.84358,-3.80672,7.71287,4.71072,0.81685,0.24868,1.36224,-0.12379,0.67618,0.33041,3264,12.463,6.374,-26.654,16.099,-51.531,38.394,2,62.5236,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52503,2018-09-02 17:23:34:344
1.17E+00,2.04E+00,9.19E+00,-1.57349,8.60571,3.67644,-3.77642,7.85551,4.49443,2.07745,0.9314,-0.65643,-0.38264,0.15154,-0.04137,2961,12.088,6.374,-27.904,18.254,-53.508,40.19,2,55.9158,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52603,2018-09-02 17:23:34:444
3.27E+00,-1.06E+00,1.13E+01,-2.73264,8.09207,8.15006,-4.07158,7.61667,4.64532,1.23879,0.66275,3.619,-0.07852,0.79814,0.48595,2777,14.276,9.686,-26.654,13.639,-50.879,40.905,2,55.9158,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52703,2018-09-02 17:23:34:544
4.01E+00,2.22E+00,8.76E+00,0.98561,8.45073,5.03821,-3.53034,8.13002,4.19642,4.36525,0.53656,0.97267,0.27303,0.36298,0.50406,2772,19.089,8.56,-26.654,5.318,-54.996,40.326,2,55.9158,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52802,2018-09-02 17:23:34:643
3.35E+00,1.82E+00,8.72E+00,0.27901,8.18814,4.84129,-3.51673,8.17151,4.12667,4.23713,0.31004,0.94559,-0.07053,0.73955,-3.50E-04,2772,16.463,7.811,-27.092,5.318,-54.996,40.326,2,53.1629,19.300077,72.86201,-154.839,0,3.924,14.680643,50.6,14 / 36,52903,2018-09-02 17:23:34:744
