PRT(X),PRT(Y),PRT(Z),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.74E+00,5.18E+00,7.07E+00,4.61755,6.36819,4.74034,3.52454,1.78696,8.97523,1.87303,4.97671,-2.24858,-0.40396,-1.68498,-1.27228,1718,23.901,-18.376,-15.529,239.555,-10.378,-19.781,2,60.7403,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8703,2018-09-02 17:22:50:544
-2.06E+00,3.95E+00,8.06E+00,1.11327,5.31393,7.43573,3.9949,1.73712,8.78599,-1.83612,3.96142,0.74098,-0.93712,-1.20721,-2.40572,1659,19.838,-8.752,-24.092,257.082,-10.203,-24.451,2,60.7403,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8803,2018-09-02 17:22:50:644
-4.07E+00,5.04E+00,6.63E+00,-0.91728,6.21855,6.81358,4.77236,1.90889,8.35171,-4.63036,4.73336,0.31564,-1.01436,-1.39311,-1.94232,1687,20.151,-2.127,-23.216,261.454,-11.044,-28.585,2,60.7403,19.300055,72.86199,-145.161,0,0,19.574194,,Dec-34,8903,2018-09-02 17:22:50:744
-4.95E+00,5.37E+00,5.72E+00,-1.38852,6.50691,6.46312,5.88636,2.28669,7.50281,-5.79846,4.66987,0.16044,-0.39064,-1.82082,-1.02248,1887,12.463,2.31,-26.216,278.178,-12.893,-36.366,2,63.5408,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9003,2018-09-02 17:22:50:844
-4.21E+00,6.11E+00,4.46E+00,-0.94537,7.10924,4.85153,6.92482,2.71991,6.389,-7.47038,5.16337,0.2282,-0.08597,-1.75797,-0.11008,2328,3.963,2.31,-27.092,284.879,-16.102,-47.305,2,63.5408,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9103,2018-09-02 17:22:50:944
-3.26E+00,6.94E+00,7.90E+00,3.19736,8.85699,5.69031,8.09662,2.72561,4.8152,-6.44268,5.95024,2.31615,0.46158,-2.06209,0.61963,2631,-4.536,3.061,-25.342,283.098,-16.137,-59.259,2,63.5408,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9203,2018-09-02 17:22:51:044
-6.58E+00,6.24E+00,6.77E+00,1.31256,7.93059,7.97249,8.43239,2.82421,4.13389,-0.77879,6.45518,1.30881,-0.29742,0.80347,-0.80835,2643,-7.474,3.436,-26.216,289.596,-16.738,-63.884,2,63.5408,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9303,2018-09-02 17:22:51:144
-6.06E+00,7.65E+00,6.55E+00,1.21201,9.32623,7.04558,8.60768,3.09649,3.53411,-9.15595,6.98194,4.23428,1.98064,-0.32784,1.21512,2116,-7.849,1.936,-25.342,289.801,-18.406,-67.678,2,66.9365,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9403,2018-09-02 17:22:51:244
-6.15E+00,7.58E+00,5.64E+00,0.46809,8.98734,6.79242,8.47984,3.27175,3.68216,-4.63928,7.17057,2.96778,0.13933,0.91533,0.20738,764,-6.036,-1.003,-25.78,281.897,-18.721,-68.619,2,66.9365,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9503,2018-09-02 17:22:51:344
-2.81E+00,6.49E+00,4.32E+00,0.16505,7.59384,3.30293,7.84269,3.48756,4.74337,-3.76889,4.73462,-2.47032,-0.76401,2.4003,-0.24696,764,-2.661,-0.627,-27.467,281.784,-20.654,-60.918,2,66.9365,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9603,2018-09-02 17:22:51:444
-2.01E+00,4.79E+00,3.80E+00,-0.02852,5.83145,2.71301,6.25223,3.43818,6.72748,-4.75552,3.08509,-2.19511,-0.54031,2.24158,0.0316,777,7.651,1.936,-25.78,283.982,-21.05,-47.2,2,70.5318,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9702,2018-09-02 17:22:51:543
-4.52E+00,4.29E+00,6.57E+00,-0.85251,6.08403,6.65526,5.36462,2.98073,7.64895,-5.38925,3.62655,0.53134,-0.16428,0.2016,1.47664,960,14.651,3.436,-32.591,285.144,-17.695,-35.044,2,70.5318,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9803,2018-09-02 17:22:51:644
-2.56E+00,4.23E+00,8.29E+00,1.88934,5.95728,7.35101,4.9947,1.62385,8.2817,-1.91886,4.71917,1.03664,-0.81567,1.14915,1.11018,1005,19.463,4.498,-25.78,284.146,-12.787,-34.102,2,70.5318,19.300055,72.862,-151.613,0,2.52,19.574194,8.8,13 / 36,9903,2018-09-02 17:22:51:744
-8.06E-01,5.06E+00,8.01E+00,2.73644,5.55083,7.21989,4.27355,0.10407,8.82589,-0.42151,5.44529,0.92533,-1.41756,0.00879,1.03722,1218,21.275,8.186,-23.216,286.46,-3.578,-26.749,2,72.5702,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10003,2018-09-02 17:22:51:844
-2.53E+00,7.24E+00,8.61E+00,1.39215,6.46768,9.44273,3.73085,-0.95635,9.01868,-1.88397,7.28786,2.42571,-0.00502,0.62717,0.69261,1217,24.588,11.186,-22.78,287.133,4.984,-23.78,2,72.5702,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10103,2018-09-02 17:22:51:944
-4.14E+00,6.37E+00,1.18E+01,0.55681,5.11595,13.01273,3.27232,-1.17421,9.16971,-1.67004,6.73424,5.1814,-0.74059,0.87325,0.66118,1418,27.901,12.248,-19.342,287.596,5.951,-20.996,2,72.5702,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10203,2018-09-02 17:22:52:044
-2.57E+00,3.36E+00,1.11E+01,0.68037,1.47687,11.79689,2.44145,-1.63696,9.35575,-0.87851,3.20397,4.59153,0.41045,0.42636,1.62578,1537,30.525,10.06,-18.529,285.126,9.504,-15.882,2,72.1372,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10303,2018-09-02 17:22:52:144
3.88E-01,3.05E+00,8.33E+00,2.25945,2.38124,8.25221,2.15089,-0.77007,9.53683,0.58788,3.03824,0.75672,1.11032,-0.0498,0.65266,1537,34.213,1.936,-17.216,271.985,4.504,-12.71,2,72.1372,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10403,2018-09-02 17:22:52:244
1.67E+00,3.53E+00,8.86E+00,3.62349,2.96834,8.47403,2.46707,0.25649,9.48779,1.18456,2.32412,3.04504,2.53085,-1.38991,0.76237,1711,30.901,-1.376,-18.967,272.174,3.598,-12.685,2,72.1372,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10503,2018-09-02 17:22:52:344
4.76E+00,3.06E+00,7.83E+00,7.35551,4.18776,4.64626,4.5954,1.74817,8.48508,3.77276,2.65777,-1.84052,1.65308,-2.01895,0.86092,1628,26.463,-11.69,-21.967,260.64,-8.557,-24.568,2,72.1372,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10602,2018-09-02 17:22:52:443
3.02E+00,3.16E+00,9.10E+00,6.84517,5.00366,5.48456,5.06838,2.51422,8.01003,2.90062,3.04693,-0.74939,0.92549,-0.20641,-0.16121,1392,22.775,-16.876,-21.092,246.749,-12.165,-31.15,2,67.1185,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10703,2018-09-02 17:22:52:544
2.57E+00,4.14E+00,5.98E+00,4.52002,5.84326,2.2242,5.07722,3.21171,7.75095,1.03297,3.21314,-4.05721,-0.13071,-0.21706,-0.72899,1267,23.151,-16.127,-27.092,246.148,-18.724,-33.133,2,67.1185,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10803,2018-09-02 17:22:52:644
1.93E+00,4.95E+00,6.39E+00,3.97871,6.83771,2.52975,5.23125,3.46618,7.53591,-0.19991,4.0063,-3.12618,-0.03751,-0.69643,-0.27573,1369,24.963,-15.002,-22.78,246.435,-20.073,-33.393,2,67.1185,19.300058,72.862,-154.839,0,2.844,19.574194,8.8,14 / 34,10903,2018-09-02 17:22:52:744
2.00E+00,5.33E+00,8.02E+00,5.10709,7.76559,3.20491,5.73937,3.37643,7.19929,0.59762,5.14073,-2.47491,-0.84657,-1.0144,-0.6933,1449,22.775,-13.19,-24.904,252.769,-20.139,-38.562,2,61.6182,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11003,2018-09-02 17:22:52:844
2.65E+00,4.55E+00,9.71E+00,7.20248,7.36685,3.97917,6.26787,3.08022,6.88451,2.21049,5.15114,-1.2712,-1.42821,-1.05595,-1.00436,1133,20.526,-9.502,-28.78,258.394,-18.306,-42.316,2,61.6182,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11103,2018-09-02 17:22:52:944
-2.26E+00,3.52E+00,1.06E+01,4.52837,6.40646,8.31905,6.33802,2.7944,6.94199,-0.67566,4.18379,2.06381,-1.26309,-1.98752,-0.80782,803,16.151,2.31,-33.905,279.795,-16.556,-42.396,2,61.6182,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11203,2018-09-02 17:22:53:044
-1.73E+00,4.44E+00,1.05E+01,5.71625,7.06491,7.09584,7.50771,2.66262,5.71972,0.20013,5.03145,2.85701,-1.28918,-1.55023,-1.21262,803,9.088,10.435,-38.155,291.887,-15.377,-49.812,2,72.6447,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11303,2018-09-02 17:22:53:144
-2.87E+00,3.88E+00,7.53E+00,3.21265,5.91602,5.88791,7.48244,3.13087,5.51191,-2.05113,3.53815,1.84562,-0.60742,-0.24049,-1.38838,412,0.276,16.31,-38.593,303.377,-17.011,-53.933,2,72.6447,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11402,2018-09-02 17:22:53:243
-2.87E+00,3.68E+00,7.18E+00,2.60919,6.02429,5.49388,7.40449,3.73504,5.23387,-3.22142,3.08316,1.37251,0.03653,-0.66553,-0.45842,420,-2.35,18.561,-40.216,309.093,-21.185,-53.557,2,72.6447,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11503,2018-09-02 17:22:53:344
-2.37E+00,4.20E+00,7.82E+00,2.98428,7.09522,5.00864,7.22125,4.17666,5.15552,-2.74578,3.81893,0.91283,0.17288,0.35446,-0.42166,507,-3.036,15.561,-40.654,312.592,-24.874,-54.722,2,70.6634,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11603,2018-09-02 17:22:53:444
-3.51E+00,3.85E+00,7.16E+00,1.44698,6.68617,5.62309,6.58402,4.63502,5.59801,-3.74371,3.39206,0.81725,0.33693,0.73422,-0.2981,733,-0.85,16.31,-44.467,311.629,-27.068,-51.608,2,70.6634,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11703,2018-09-02 17:22:53:544
-2.81E+00,4.61E+00,6.93E+00,0.67188,7.49779,4.53206,6.07378,4.97494,5.87619,-4.09324,3.3712,-0.46125,-0.08064,0.4791,0.27875,772,1.714,13.748,-46.654,308.189,-30.607,-46.342,2,70.6634,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11803,2018-09-02 17:22:53:644
-1.03E+00,5.16E+00,1.06E+01,4.3053,9.6618,5.38174,6.34006,4.67792,5.83876,-0.86808,5.70963,1.67126,-0.17758,0.23622,0.25584,821,4.338,14.499,-40.654,306.497,-28.919,-47.262,2,70.6634,19.300062,72.86201,-158.065,0,2.88,19.574194,335.2,14 / 34,11903,2018-09-02 17:22:53:744
-4.68E+00,5.19E+00,7.75E+00,-0.47372,8.16872,6.47594,5.70882,4.48106,6.59544,-4.08149,4.78115,0.25284,-0.80876,0.58722,-0.35667,831,6.902,18.561,-39.029,311.912,-27.361,-41.918,2,67.2669,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12003,2018-09-02 17:22:53:844
-8.43E-01,3.11E+00,7.06E+00,2.63994,5.92163,4.26065,6.02267,4.30483,6.43167,-2.89837,2.69084,-0.98162,0.59207,-1.17685,1.24442,831,8.713,18.874,-38.593,312.867,-26.36,-41.465,2,67.2669,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12102,2018-09-02 17:22:53:943
3.31E+00,3.51E-01,7.59E+00,7.39903,3.34534,1.66254,7.40191,3.65291,5.29512,1.64863,0.23723,-2.40652,0.3103,-1.21947,1.72537,980,3.214,16.685,-37.717,305.542,-23.466,-51.471,2,67.2669,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12203,2018-09-02 17:22:54:044
-2.31E+00,3.21E+00,1.22E+01,8.45934,6.33661,7.28444,8.42288,2.38426,4.42049,1.95157,3.28679,2.8306,0.14944,-0.69482,1.21086,1028,-0.099,17.81,-38.593,302.521,-15.372,-61.22,2,71.0541,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12303,2018-09-02 17:22:54:144
-2.25E+00,5.30E+00,9.18E+00,6.00113,7.08598,5.58176,8.48705,2.09346,4.44498,0.01577,5.60984,1.08722,-0.17651,0.66286,-0.48824,1292,-0.85,18.185,-39.404,301.398,-11.977,-63.021,2,71.0541,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12403,2018-09-02 17:22:54:244
7.03E-01,3.68E+00,7.90E+00,6.26085,5.47629,2.68103,8.16589,2.92358,4.57616,-0.25207,3.14451,-0.96881,0.60698,-0.04767,-0.7551,1878,-1.224,17.061,-38.593,303.535,-13.977,-60.891,2,71.0541,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12503,2018-09-02 17:22:54:344
1.78E+00,2.13E+00,6.11E+00,5.26396,4.08809,0.77245,8.44822,3.28324,3.74411,-2.0212,1.55492,-1.2934,0.91591,-1.50229,0.88489,1900,-0.85,14.124,-40.216,299.625,-19.932,-62.117,2,65.6998,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12603,2018-09-02 17:22:54:444
5.95E-01,4.92E+00,9.01E+00,7.06201,7.31291,1.54543,8.97406,2.83692,2.75472,-0.5805,2.95892,-0.9225,-0.38158,-0.26765,0.20738,1880,-11.162,12.997,-40.654,295.303,-16.815,-72.935,2,65.6998,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12703,2018-09-02 17:22:54:544
-2.91E-01,5.20E+00,8.63E+00,6.42241,7.41623,2.32541,8.97765,2.75608,2.82423,-0.97801,5.46514,0.35341,-0.31128,-0.09721,0.06517,1467,-11.911,14.873,-41.53,300.121,-16.322,-72.537,2,65.6998,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12803,2018-09-02 17:22:54:644
4.67E-01,3.00E+00,8.11E+00,6.53482,5.31453,2.01765,8.72075,2.97139,3.36002,-0.47762,2.86467,-1.66233,-1.65457,0.08069,-0.59583,699,-10.411,19.247,-40.216,306.863,-17.638,-68.929,2,66.7876,19.300068,72.86201,-158.065,0,3.492,19.574194,334.8,13 / 34,12903,2018-09-02 17:22:54:744
-4.61E-01,1.84E+00,1.10E+01,9.03758,5.19547,4.0112,8.67954,3.0705,3.37757,2.26331,2.89354,1.31685,-1.08147,0.38376,-0.67253,689,-17.099,24.811,-40.654,316.152,-18.246,-68.737,2,66.7876,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13003,2018-09-02 17:22:54:844
-2.87E+00,1.95E+00,9.30E+00,6.36319,4.80217,5.90324,8.53717,3.07517,3.71893,-0.48248,2.37637,2.67225,-0.217,-0.31985,0.05878,689,-18.161,27.373,-40.654,319.891,-18.551,-66.423,2,66.7876,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13102,2018-09-02 17:22:54:943
-2.03E+00,2.55E+00,8.76E+00,6.06775,5.17819,4.88083,8.49785,3.08804,3.7975,-0.59073,2.73729,2.29621,-0.27452,-0.11691,-0.09995,831,-16.724,26.999,-40.216,321.433,-18.329,-66.334,2,64.2986,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13203,2018-09-02 17:22:55:044
-1.79E+00,3.20E+00,7.15E+00,4.39072,5.37996,4.04852,8.30564,3.29681,4.03953,-2.3041,2.72254,0.79243,-0.19409,0.21651,-0.22511,842,-20.036,27.373,-40.654,323.954,-19.224,-64.775,2,64.2986,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13303,2018-09-02 17:22:55:144
-2.44E+00,4.12E+00,7.91E+00,4.1627,6.60696,4.96213,8.12121,3.40326,4.31672,-2.33423,3.93735,1.40894,0.00191,0.05511,0.08966,809,-19.661,26.999,-42.342,323.987,-20.257,-62.161,2,64.2986,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13402,2018-09-02 17:22:55:243
-3.22E+00,4.34E+00,9.73E+00,5.08725,7.43086,6.54007,7.97454,3.35971,4.61405,-1.35065,4.71854,2.81511,-0.03697,0.46205,0.07901,801,-17.787,28.873,-41.092,322.934,-20.162,-60.757,2,64.2986,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13503,2018-09-02 17:22:55:344
-8.94E-01,3.33E+00,8.55E+00,5.4025,6.07954,4.33885,7.85397,3.39757,4.78979,-0.9565,3.32869,0.46078,0.183,0.12703,0.20685,827,-14.099,27.748,-44.467,321.674,-20.214,-58.644,2,60.6504,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13603,2018-09-02 17:22:55:444
-2.57E+00,2.46E+00,8.44E+00,4.67802,5.13019,5.97314,7.87207,3.1495,4.92764,-1.69918,2.57876,1.98124,-0.47214,-0.22078,0.33148,832,-15.974,30.31,-44.092,322.707,-19.458,-57.9,2,60.6504,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13703,2018-09-02 17:22:55:544
-2.05E+00,1.11E+00,9.94E+00,6.90166,3.5172,6.65569,8.09341,2.4122,4.98481,0.22262,1.71907,2.34311,-2.01091,-0.06631,-0.05734,832,-20.412,38.811,-47.029,328.428,-14.24,-58.371,2,60.6504,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13803,2018-09-02 17:22:55:644
-5.96E+00,1.94E+00,1.51E+01,8.92139,4.67954,12.86594,8.19733,1.53806,5.15835,2.73603,3.54718,9.31826,-1.40105,-0.79123,-0.02591,910,-19.661,47.311,-37.279,330.581,-10.581,-57.103,2,65.8305,19.300077,72.86201,-158.065,0,3.528,19.574194,335,13 / 34,13902,2018-09-02 17:22:55:743
6.42E-01,1.68E+00,1.28E+01,10.98109,3.7562,5.62738,8.50633,2.288,4.3102,4.89736,2.03692,2.01303,-0.65535,-0.91321,-2.04459,994,-27.037,43.999,-32.591,338.931,-9.445,-59.886,2,65.8305,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14003,2018-09-02 17:22:55:844
-3.14E+00,6.00E-01,7.04E+00,4.41663,3.12247,5.52615,8.20013,3.91526,3.6877,-2.48997,-0.23148,2.06861,0.15851,-1.00908,-2.035,1108,-39.224,35.498,-26.654,348.238,-21.348,-64.977,2,65.8305,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14103,2018-09-02 17:22:55:944
-1.39E+00,6.32E-01,2.82E+00,1.47633,1.90459,2.11798,7.68898,5.34672,2.90906,-4.88696,-2.45371,-0.31392,0.04185,-0.81946,-1.42461,982,-46.599,24.435,-23.654,354.699,-28.588,-67.507,2,67.2363,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14203,2018-09-02 17:22:56:044
-3.81E+00,2.14E+00,9.84E+00,4.78931,7.65222,5.87798,7.31518,5.92221,2.75426,-5.03482,0.26249,1.78013,-0.78159,-0.08656,-0.74071,1219,-49.911,22.249,-19.405,357.853,-37.15,-69.368,2,67.2363,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14303,2018-09-02 17:22:56:144
-2.98E+00,3.99E+00,8.51E+00,2.06195,8.60016,4.3643,6.44436,6.52639,3.47086,-1.70437,3.70167,3.51751,-0.29263,0.28256,-0.33058,1272,-52.1,17.436,-21.092,5.202,-41.066,-63.396,2,67.2363,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14403,2018-09-02 17:22:56:244
-1.30E+00,1.25E+00,1.10E+01,5.72588,8.65344,4.05504,6.30908,6.92999,2.88812,0.48942,2.84041,1.8181,0.27835,-0.47218,-0.35509,1463,-51.787,13.748,-23.216,0.836,-44.964,-65.403,2,61.2979,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14502,2018-09-02 17:22:56:343
-1.67E+00,7.04E-01,1.09E+01,5.99426,8.30933,4.09108,6.36591,7.04644,2.44812,0.91191,2.90217,3.09603,0.45412,0.31026,0.1147,1612,-55.475,10.811,-19.405,2.326,-45.934,-68.965,2,61.2979,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14602,2018-09-02 17:22:56:443
-1.27E+00,1.45E+00,8.70E+00,4.36368,7.18651,2.94519,6.67597,6.76995,2.402,-1.38478,1.65134,1.4573,0.56331,1.4682,0.60258,1887,-51.411,9.686,-22.78,354.929,-45.11,-69.963,2,61.2979,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14703,2018-09-02 17:22:56:544
-3.03E+00,1.55E+00,5.03E+00,1.05495,4.56215,3.86574,6.4644,6.68933,3.10398,-4.12215,-0.8204,1.23256,0.43228,1.63864,0.52483,1887,-44.037,8.936,-31.342,348.251,-43.01,-64.351,2,61.2979,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14802,2018-09-02 17:22:56:643
4.92E-01,5.47E-01,5.17E+00,3.44165,3.80827,0.95927,6.87072,6.37402,2.88713,-2.38309,-1.28915,-1.65374,0.89354,1.15607,0.79541,2095,-38.474,5.998,-37.717,335.274,-41.065,-66.509,2,62.1612,19.300081,72.862,-158.065,0,2.34,19.574194,335.1,Oct-33,14903,2018-09-02 17:22:56:744
-2.47E+00,3.46E+00,1.00E+01,4.11644,8.82964,4.80701,7.02983,5.84639,3.54563,-0.37985,4.84606,3.94072,-0.25694,0.17284,1.11232,2052,-32.912,7.123,-45.779,323.688,-37.468,-63.517,2,62.1612,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15003,2018-09-02 17:22:56:844
-9.35E-01,3.00E+00,1.28E+01,7.83664,9.51669,4.5943,7.4739,5.37019,3.38708,1.41784,4.92557,1.17468,0.73215,0.43701,0.438,1753,-32.224,6.747,-45.341,319.177,-33.282,-65.527,2,62.1612,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15103,2018-09-02 17:22:56:944
-5.55E-01,3.37E+00,7.51E+00,3.59195,6.94635,2.61711,7.08144,5.39898,4.10788,-2.12122,2.48808,-0.87698,-0.40182,1.15341,-0.09622,2051,-24.474,4.874,-47.467,313.716,-33.408,-61.096,2,61.7008,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15203,2018-09-02 17:22:57:044
-1.84E+00,2.59E+00,6.85E+00,2.56958,5.89618,3.96452,6.8228,5.25942,4.68597,-3.0944,1.53004,0.07444,0.71777,0.58722,0.80232,2107,-18.536,5.247,-47.467,312.21,-32.889,-55.907,2,61.7008,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15303,2018-09-02 17:22:57:144
-2.66E+00,6.65E-01,1.19E+01,6.64764,6.48509,7.98782,7.04476,4.7286,4.91752,0.77635,2.54415,3.88943,0.75879,0.05992,1.07397,2460,-11.162,1.186,-46.217,302.962,-29.657,-54.612,2,61.7008,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15403,2018-09-02 17:22:57:244
-1.93E+00,3.02E-01,1.03E+01,6.30585,4.93265,6.7861,7.20306,4.35522,5.03174,0.28436,1.29184,2.57975,0.66611,0.39174,0.95839,2460,-7.474,-1.003,-43.654,292.304,-26.888,-54.951,2,63.9869,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15503,2018-09-02 17:22:57:344
1.56E+00,3.93E-01,1.03E+01,8.84634,4.43802,3.3055,7.80055,3.87852,4.50322,2.38509,0.88357,-0.74181,0.21762,-0.24475,0.79274,2701,-9.724,-5.814,-39.78,281.115,-23.297,-60.002,2,63.9869,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15603,2018-09-02 17:22:57:444
-9.08E-01,1.16E+00,9.40E+00,6.78372,4.5218,4.91389,8.01507,3.54328,4.40162,0.05263,1.54614,1.21739,0.67889,-0.38324,0.58395,2883,-9.724,-5.44,-35.591,281.904,-21.443,-60.305,2,63.9869,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15703,2018-09-02 17:22:57:544
5.41E-01,1.72E+00,1.22E+01,10.17671,5.76103,4.0405,8.47056,3.27429,3.70122,2.05868,2.77884,1.34362,0.55692,-0.84396,0.50832,2593,-13.037,-5.064,-36.467,274.273,-19.759,-65.514,2,63.9869,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15802,2018-09-02 17:22:57:643
5.04E-02,2.32E+00,7.79E+00,6.00957,4.90486,2.43675,8.44779,3.47538,3.56749,-1.12584,1.96939,-0.57651,-0.42101,0.17976,-0.4435,2472,-11.911,-8.002,-30.029,274.281,-20.504,-67.483,2,65.1782,19.300087,72.862,-158.065,0,2.664,14.680643,335.1,Dec-35,15902,2018-09-02 17:22:57:743
1.27E+00,1.80E+00,6.89E+00,5.94127,3.98285,1.05507,8.61243,3.15228,3.47269,-1.50743,1.31773,-1.59268,-0.53392,-0.36938,0.59779,1941,-11.537,-5.814,-27.904,274.081,-19.341,-67.774,2,65.1782,19.300089,72.862,-158.065,0,1.26,14.680643,335.1,Nov-35,16003,2018-09-02 17:22:57:844
-1.13E+00,1.86E+00,8.76E+00,6.90176,3.97508,4.25398,8.70279,2.42961,3.81167,-0.2782,1.80391,-0.42742,-1.06761,0.29268,0.46411,1482,-12.662,1.561,-24.966,284.597,-14.344,-66.347,2,65.1782,19.300089,72.862,-158.065,0,1.26,14.680643,335.1,Nov-35,16103,2018-09-02 17:22:57:944
-1.21E+00,1.67E+00,1.10E+01,9.22722,3.74095,5.13355,8.90761,1.67255,3.74533,1.17066,1.62034,0.70974,-0.54723,0.03435,0.37675,1144,-13.037,4.123,-22.342,297.03,-11.004,-67.476,2,65.514,19.300089,72.862,-158.065,0,1.26,14.680643,335.1,Nov-35,16203,2018-09-02 17:22:58:044
-2.14E+00,2.89E+00,1.18E+01,9.6209,4.2348,6.38641,8.97169,1.14049,3.79188,1.74107,3.18903,3.35411,0.45305,-0.2831,0.43161,690,-13.411,6.747,-16.841,310.697,-6.678,-67.089,2,65.514,19.300089,72.862,-158.065,0,1.26,14.680643,335.1,Nov-35,16303,2018-09-02 17:22:58:144
