ACCELEROMETER.X,ACCELEROMETER.Y,ACCELEROMETER.Z,ORIENTATION.Z,ORIENTATION.X,ORIENTATION.Y,Global X,Global Y,Global Z,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4884,2.9975,9.0501,85.65,-18.82,-3.8,0.0775279888,-0.1186814851,9.5450382365,56273,2018-07-07 14:54:37:750
0.4884,2.9975,9.0501,85.65,-18.82,-3.8,0.0775279888,-0.1186814851,9.5450382365,56297,2018-07-07 14:54:37:774
0.4884,2.9975,9.0501,85.65,-18.82,-3.8,0.0775279888,-0.1186814851,9.5450382365,56321,2018-07-07 14:54:37:798
0.9673,2.6145,9.8545,85.65,-18.82,-3.8,0.7395970273,0.2567191081,10.2112458264,56345,2018-07-07 14:54:37:822
0.9673,2.6145,9.8545,83.68,-14.79,-5.61,-0.0002323327,-0.0006538204,10.2412132733,56369,2018-07-07 14:54:37:846
0.9673,2.6145,9.8545,83.68,-14.79,-5.61,-0.0002323327,-0.0006538204,10.2412132733,56393,2018-07-07 14:54:37:870
0.9673,2.6145,9.8545,83.68,-14.79,-5.61,-0.0002323327,-0.0006538204,10.2412132733,56417,2018-07-07 14:54:37:894
1.3408,1.8004,12.8904,83.68,-14.79,-5.61,1.5662199357,-0.0987552555,12.9899499411,56442,2018-07-07 14:54:37:919
1.3408,1.8004,12.8904,83.68,-14.79,-5.61,1.5662199357,-0.0987552555,12.9899499411,56466,2018-07-07 14:54:37:943
1.3408,1.8004,12.8904,83.68,-14.79,-5.61,1.5662199357,-0.0987552555,12.9899499411,56489,2018-07-07 14:54:37:966
1.3408,1.8004,12.8904,83.68,-14.79,-5.61,1.5662199357,-0.0987552555,12.9899499411,56513,2018-07-07 14:54:37:990
1.3408,1.8004,12.8904,83.68,-14.79,-5.61,1.5662199357,-0.0987552555,12.9899499411,56537,2018-07-07 14:54:38:014
1.1396,1.1971,7.9966,83.68,-14.79,-5.61,0.935881597,0.2509232412,8.1079289152,56561,2018-07-07 14:54:38:038
1.1396,1.1971,7.9966,80.27,-8.43,-8.11,0.000003283,9.11541691922812E-05,8.1656198859,56586,2018-07-07 14:54:38:063
1.1396,1.1971,7.9966,80.27,-8.43,-8.11,0.000003283,9.11541691922812E-05,8.1656198859,56610,2018-07-07 14:54:38:087
1.1396,1.1971,7.9966,80.27,-8.43,-8.11,0.000003283,9.11541691922812E-05,8.1656198859,56633,2018-07-07 14:54:38:110
1.1396,1.1971,7.9966,80.27,-8.43,-8.11,0.000003283,9.11541691922812E-05,8.1656198859,56657,2018-07-07 14:54:38:134
-0.0287,1.8579,9.2033,80.27,-8.43,-8.11,-0.7196991051,-1.2227150474,9.2811824732,56681,2018-07-07 14:54:38:158
-0.0287,1.8579,9.2033,80.27,-8.43,-8.11,-0.7196991051,-1.2227150474,9.2811824732,56705,2018-07-07 14:54:38:182
-0.0287,1.8579,9.2033,80.27,-8.43,-8.11,-0.7196991051,-1.2227150474,9.2811824732,56729,2018-07-07 14:54:38:206
-0.0287,1.8579,9.2033,80.27,-8.43,-8.11,-0.7196991051,-1.2227150474,9.2811824732,56753,2018-07-07 14:54:38:230
-0.0287,1.8579,9.2033,68.61,-11.41,0.18,-0.000386419,0.0003802372,9.3890013684,56778,2018-07-07 14:54:38:255
-0.316,1.3408,10.9942,68.61,-11.41,0.18,0.6989016794,-0.5760362986,11.0430862038,56801,2018-07-07 14:54:38:278
-0.316,1.3408,10.9942,68.61,-11.41,0.18,0.6989016794,-0.5760362986,11.0430862038,56826,2018-07-07 14:54:38:303
-0.316,1.3408,10.9942,68.61,-11.41,0.18,0.6989016794,-0.5760362986,11.0430862038,56849,2018-07-07 14:54:38:326
-0.316,1.3408,10.9942,68.61,-11.41,0.18,0.6989016794,-0.5760362986,11.0430862038,56873,2018-07-07 14:54:38:350
-0.316,1.3408,10.9942,68.61,-11.41,0.18,0.6989016794,-0.5760362986,11.0430862038,56897,2018-07-07 14:54:38:374
0.4693,1.312,10.8218,68.61,-11.41,0.18,0.9791884254,0.1569844875,10.8659784478,56922,2018-07-07 14:54:38:399
0.4693,1.312,10.8218,68.61,-11.41,0.18,0.9791884254,0.1569844875,10.8659784478,56945,2018-07-07 14:54:38:422
0.4693,1.312,10.8218,52.4,-6.91,-2.48,0.0009372898,2.8061112826383E-05,10.9111383847,56970,2018-07-07 14:54:38:447
0.4693,1.312,10.8218,52.4,-6.91,-2.48,0.0009372898,2.8061112826383E-05,10.9111383847,56994,2018-07-07 14:54:38:471
0.5267,1.3599,11.0516,52.4,-6.91,-2.48,0.0143056434,0.0495629841,11.1472840782,57017,2018-07-07 14:54:38:494
0.5267,1.3599,11.0516,52.4,-6.91,-2.48,0.0143056434,0.0495629841,11.1472840782,57041,2018-07-07 14:54:38:518
0.5267,1.3599,11.0516,52.4,-6.91,-2.48,0.0143056434,0.0495629841,11.1472840782,57066,2018-07-07 14:54:38:543
0.5267,1.3599,11.0516,52.4,-6.91,-2.48,0.0143056434,0.0495629841,11.1472840782,57090,2018-07-07 14:54:38:567
1.2546,1.9632,9.9216,52.4,-6.91,-2.48,-0.0912774578,1.1104566871,10.1303936909,57114,2018-07-07 14:54:38:591
1.2546,1.9632,9.9216,52.4,-6.91,-2.48,-0.0912774578,1.1104566871,10.1303936909,57137,2018-07-07 14:54:38:614
1.2546,1.9632,9.9216,52.4,-6.91,-2.48,-0.0912774578,1.1104566871,10.1303936909,57162,2018-07-07 14:54:38:639
1.2546,1.9632,9.9216,24.27,-11.11,-7.21,-0.0002326195,-0.0008088833,10.1914827798,57185,2018-07-07 14:54:38:662
0.9194,2.3272,9.1746,24.27,-11.11,-7.21,-0.4267669433,0.3642199573,9.4931372664,57210,2018-07-07 14:54:38:687
0.9194,2.3272,9.1746,24.27,-11.11,-7.21,-0.4267669433,0.3642199573,9.4931372664,57233,2018-07-07 14:54:38:710
0.9194,2.3272,9.1746,24.27,-11.11,-7.21,-0.4267669433,0.3642199573,9.4931372664,57258,2018-07-07 14:54:38:735
0.9194,2.3272,9.1746,24.27,-11.11,-7.21,-0.4267669433,0.3642199573,9.4931372664,57281,2018-07-07 14:54:38:758
1.0534,2.8347,8.4563,24.27,-11.11,-7.21,-0.4831947347,1.032121482,8.9081666708,57305,2018-07-07 14:54:38:782
1.0534,2.8347,8.4563,24.27,-11.11,-7.21,-0.4831947347,1.032121482,8.9081666708,57329,2018-07-07 14:54:38:806
1.0534,2.8347,8.4563,24.27,-11.11,-7.21,-0.4831947347,1.032121482,8.9081666708,57354,2018-07-07 14:54:38:831
1.0534,2.8347,8.4563,359.64,-18.4,-7.1,0.0001108258,-7.51227470119353E-05,8.9807675241,57378,2018-07-07 14:54:38:855
1.0534,2.8347,8.4563,359.64,-18.4,-7.1,0.0001108258,-7.51227470119353E-05,8.9807675241,57402,2018-07-07 14:54:38:879
1.2354,2.4804,7.92,359.64,-18.4,-7.1,0.2458963834,-0.1769258545,8.3852984163,57426,2018-07-07 14:54:38:903
1.2354,2.4804,7.92,359.64,-18.4,-7.1,0.2458963834,-0.1769258545,8.3852984163,57450,2018-07-07 14:54:38:927
1.2354,2.4804,7.92,359.64,-18.4,-7.1,0.2458963834,-0.1769258545,8.3852984163,57473,2018-07-07 14:54:38:950
1.2354,2.4804,7.92,359.64,-18.4,-7.1,0.2458963834,-0.1769258545,8.3852984163,57497,2018-07-07 14:54:38:974
1.2354,2.4804,7.92,359.64,-18.4,-7.1,0.2458963834,-0.1769258545,8.3852984163,57521,2018-07-07 14:54:38:998
1.2067,2.6528,10.2089,359.64,-18.4,-7.1,-0.0689586392,-0.7272014806,10.5915784779,57546,2018-07-07 14:54:39:023
1.2067,2.6528,10.2089,331.62,-14.47,-6.74,0.0001601101,-0.0001293789,10.6167373471,57569,2018-07-07 14:54:39:046
1.2067,2.6528,10.2089,331.62,-14.47,-6.74,0.0001601101,-0.0001293789,10.6167373471,57593,2018-07-07 14:54:39:070
1.2067,2.6528,10.2089,331.62,-14.47,-6.74,0.0001601101,-0.0001293789,10.6167373471,57641,2018-07-07 14:54:39:118
1.2067,2.6528,10.2089,331.62,-14.47,-6.74,0.0001601101,-0.0001293789,10.6167373471,57642,2018-07-07 14:54:39:119
2.0877,2.8826,10.5536,331.62,-14.47,-6.74,0.7871524687,-0.2989796503,11.1057349676,57665,2018-07-07 14:54:39:142
2.0877,2.8826,10.5536,331.62,-14.47,-6.74,0.7871524687,-0.2989796503,11.1057349676,57689,2018-07-07 14:54:39:166
2.0877,2.8826,10.5536,331.62,-14.47,-6.74,0.7871524687,-0.2989796503,11.1057349676,57713,2018-07-07 14:54:39:190
2.0877,2.8826,10.5536,331.62,-14.47,-6.74,0.7871524687,-0.2989796503,11.1057349676,57738,2018-07-07 14:54:39:215
2.0877,2.8826,10.5536,331.62,-14.47,-6.74,0.7871524687,-0.2989796503,11.1057349676,57762,2018-07-07 14:54:39:239
2.1835,3.1891,7.8338,307.82,-15,-11.19,1.1567806226,0.1108693772,8.6577144832,57786,2018-07-07 14:54:39:263
2.1835,3.1891,7.8338,307.82,-15,-11.19,1.1567806226,0.1108693772,8.6577144832,57809,2018-07-07 14:54:39:286
2.1835,3.1891,7.8338,307.82,-15,-11.19,1.1567806226,0.1108693772,8.6577144832,57833,2018-07-07 14:54:39:310
2.1835,3.1891,7.8338,307.82,-15,-11.19,1.1567806226,0.1108693772,8.6577144832,57857,2018-07-07 14:54:39:334
2.1835,3.1891,7.8338,307.82,-15,-11.19,1.1567806226,0.1108693772,8.6577144832,57881,2018-07-07 14:54:39:358
1.9824,3.2944,8.2552,307.82,-15,-11.19,0.9894761795,0.3342618665,9.0465747139,57905,2018-07-07 14:54:39:382
1.9824,3.2944,8.2552,307.82,-15,-11.19,0.9894761795,0.3342618665,9.0465747139,57929,2018-07-07 14:54:39:406
1.9824,3.2944,8.2552,307.82,-15,-11.19,0.9894761795,0.3342618665,9.0465747139,57954,2018-07-07 14:54:39:431
1.9824,3.2944,8.2552,294.18,-21.21,-13.5,-6.90595697694363E-05,-0.0005658999,9.1066628265,57977,2018-07-07 14:54:39:454
1.9824,3.2944,8.2552,294.18,-21.21,-13.5,-6.90595697694363E-05,-0.0005658999,9.1066628265,58002,2018-07-07 14:54:39:479
2.2793,4.0893,7.8434,294.18,-21.21,-13.5,0.9428770475,0.0009749391,9.0855648401,58025,2018-07-07 14:54:39:502
2.2793,4.0893,7.8434,294.18,-21.21,-13.5,0.9428770475,0.0009749391,9.0855648401,58050,2018-07-07 14:54:39:527
2.2793,4.0893,7.8434,294.18,-21.21,-13.5,0.9428770475,0.0009749391,9.0855648401,58074,2018-07-07 14:54:39:551
2.2793,4.0893,7.8434,294.18,-21.21,-13.5,0.9428770475,0.0009749391,9.0855648401,58098,2018-07-07 14:54:39:575
2.2793,4.0893,7.8434,294.18,-21.21,-13.5,0.9428770475,0.0009749391,9.0855648401,58122,2018-07-07 14:54:39:599
1.6951,4.1755,9.6822,294.18,-21.21,-13.5,0.0625736855,0.6989550328,10.6564866394,58145,2018-07-07 14:54:39:622
1.6951,4.1755,9.6822,290.35,-23.02,-9.93,-0.0007641888,-0.0003476361,10.6795674255,58169,2018-07-07 14:54:39:646
1.6951,4.1755,9.6822,290.35,-23.02,-9.93,-0.0007641888,-0.0003476361,10.6795674255,58193,2018-07-07 14:54:39:670
1.6951,4.1755,9.6822,290.35,-23.02,-9.93,-0.0007641888,-0.0003476361,10.6795674255,58218,2018-07-07 14:54:39:695
1.6951,4.1755,9.6822,290.35,-23.02,-9.93,-0.0007641888,-0.0003476361,10.6795674255,58242,2018-07-07 14:54:39:719
2.2601,4.0701,10.4675,290.35,-23.02,-9.93,-0.2646078863,-0.5473562974,11.4399609274,58266,2018-07-07 14:54:39:743
2.2601,4.0701,10.4675,290.35,-23.02,-9.93,-0.2646078863,-0.5473562974,11.4399609274,58290,2018-07-07 14:54:39:767
2.2601,4.0701,10.4675,290.35,-23.02,-9.93,-0.2646078863,-0.5473562974,11.4399609274,58317,2018-07-07 14:54:39:794
2.2601,4.0701,10.4675,290.35,-23.02,-9.93,-0.2646078863,-0.5473562974,11.4399609274,58338,2018-07-07 14:54:39:815
2.2601,4.0701,10.4675,290.35,-23.02,-9.93,-0.2646078863,-0.5473562974,11.4399609274,58361,2018-07-07 14:54:39:838
1.6089,1.992,7.9679,290.35,-23.02,-9.93,-1.1871091339,-0.6651078843,8.2578724274,58386,2018-07-07 14:54:39:863
1.6089,1.992,7.9679,290.35,-23.02,-9.93,-1.1871091339,-0.6651078843,8.2578724274,58409,2018-07-07 14:54:39:886
1.6089,1.992,7.9679,290.35,-23.02,-9.93,-1.1871091339,-0.6651078843,8.2578724274,58433,2018-07-07 14:54:39:910
1.6089,1.992,7.9679,290.35,-23.02,-9.93,-1.1871091339,-0.6651078843,8.2578724274,58458,2018-07-07 14:54:39:935
1.6089,1.992,7.9679,271.75,-13.77,-11.42,-0.0001066917,0.000590103,8.3692325371,58481,2018-07-07 14:54:39:958
1.2067,2.1835,9.3565,271.75,-13.77,-11.42,-0.1395134106,0.6658225081,9.6594568059,58506,2018-07-07 14:54:39:983
1.2067,2.1835,9.3565,271.75,-13.77,-11.42,-0.1395134106,0.6658225081,9.6594568059,58530,2018-07-07 14:54:40:007
1.2067,2.1835,9.3565,271.75,-13.77,-11.42,-0.1395134106,0.6658225081,9.6594568059,58554,2018-07-07 14:54:40:031
1.2067,2.1835,9.3565,271.75,-13.77,-11.42,-0.1395134106,0.6658225081,9.6594568059,58577,2018-07-07 14:54:40:054
1.3408,2.5953,7.9104,271.75,-13.77,-11.42,0.603941547,0.2705699757,8.4065332561,58601,2018-07-07 14:54:40:078
1.3408,2.5953,7.9104,271.75,-13.77,-11.42,0.603941547,0.2705699757,8.4065332561,58626,2018-07-07 14:54:40:103
1.3408,2.5953,7.9104,271.75,-13.77,-11.42,0.603941547,0.2705699757,8.4065332561,58649,2018-07-07 14:54:40:126
1.3408,2.5953,7.9104,269.81,-17.93,-9.62,-0.0007342983,-0.000012923,8.4325413934,58674,2018-07-07 14:54:40:151
1.1492,2.9975,8.3127,269.81,-17.93,-9.62,0.2705288428,0.2552241403,8.9032759681,58698,2018-07-07 14:54:40:175
1.1492,2.9975,8.3127,269.81,-17.93,-9.62,0.2705288428,0.2552241403,8.9032759681,58722,2018-07-07 14:54:40:199
1.1492,2.9975,8.3127,269.81,-17.93,-9.62,0.2705288428,0.2552241403,8.9032759681,58745,2018-07-07 14:54:40:222
1.1492,2.9975,8.3127,269.81,-17.93,-9.62,0.2705288428,0.2552241403,8.9032759681,58769,2018-07-07 14:54:40:246
1.1492,2.9975,8.3127,269.81,-17.93,-9.62,0.2705288428,0.2552241403,8.9032759681,58793,2018-07-07 14:54:40:270
0.9768,3.5243,8.7053,269.81,-17.93,-9.62,0.6622281923,0.4895107071,9.4063228686,58817,2018-07-07 14:54:40:294
0.9768,3.5243,8.7053,269.81,-17.93,-9.62,0.6622281923,0.4895107071,9.4063228686,58841,2018-07-07 14:54:40:318
0.9768,3.5243,8.7053,269.81,-17.93,-9.62,0.6622281923,0.4895107071,9.4063228686,58865,2018-07-07 14:54:40:342
1.2929,3.6488,10.3046,268.63,-21.92,-6.4,-0.4947565127,-0.124406345,10.9959016031,58889,2018-07-07 14:54:40:366
1.2929,3.6488,10.3046,268.63,-21.92,-6.4,-0.4947565127,-0.124406345,10.9959016031,58914,2018-07-07 14:54:40:391
1.2929,3.6488,10.3046,268.63,-21.92,-6.4,-0.4947565127,-0.124406345,10.9959016031,58938,2018-07-07 14:54:40:415
1.2929,3.6488,10.3046,268.63,-21.92,-6.4,-0.4947565127,-0.124406345,10.9959016031,58962,2018-07-07 14:54:40:439
1.2929,3.6488,10.3046,268.63,-21.92,-6.4,-0.4947565127,-0.124406345,10.9959016031,58986,2018-07-07 14:54:40:463
2.2314,2.4612,12.0189,268.63,-21.92,-6.4,-2.2887552937,-0.8232738844,12.2300624662,59010,2018-07-07 14:54:40:487
2.2314,2.4612,12.0189,268.63,-21.92,-6.4,-2.2887552937,-0.8232738844,12.2300624662,59034,2018-07-07 14:54:40:511
2.2314,2.4612,12.0189,268.63,-21.92,-6.4,-2.2887552937,-0.8232738844,12.2300624662,59057,2018-07-07 14:54:40:534
2.2314,2.4612,12.0189,262.18,-11.38,-10.52,0.0008379567,0.0003922708,12.4695873129,59082,2018-07-07 14:54:40:559
2.2314,2.4612,12.0189,262.18,-11.38,-10.52,0.0008379567,0.0003922708,12.4695873129,59105,2018-07-07 14:54:40:582
1.5993,1.2163,7.8913,262.18,-11.38,-10.52,-0.410355044,-0.0765122212,8.132374591,59129,2018-07-07 14:54:40:606
1.5993,1.2163,7.8913,262.18,-11.38,-10.52,-0.410355044,-0.0765122212,8.132374591,59153,2018-07-07 14:54:40:630
1.5993,1.2163,7.8913,262.18,-11.38,-10.52,-0.410355044,-0.0765122212,8.132374591,59178,2018-07-07 14:54:40:655
1.5993,1.2163,7.8913,262.18,-11.38,-10.52,-0.410355044,-0.0765122212,8.132374591,59201,2018-07-07 14:54:40:678
1.5993,1.2163,7.8913,262.18,-11.38,-10.52,-0.410355044,-0.0765122212,8.132374591,59225,2018-07-07 14:54:40:702
2.7198,2.308,8.4659,262.18,-11.38,-10.52,0.3638833117,-1.1889575033,9.1021759948,59250,2018-07-07 14:54:40:727
2.7198,2.308,8.4659,262.72,-14.55,-17.81,6.4542897662001E-05,-7.2445199334692E-05,9.1867099029,59274,2018-07-07 14:54:40:751
2.7198,2.308,8.4659,262.72,-14.55,-17.81,6.4542897662001E-05,-7.2445199334692E-05,9.1867099029,59297,2018-07-07 14:54:40:774
2.7198,2.308,8.4659,262.72,-14.55,-17.81,6.4542897662001E-05,-7.2445199334692E-05,9.1867099029,59321,2018-07-07 14:54:40:798
2.7198,2.308,8.4659,262.72,-14.55,-17.81,6.4542897662001E-05,-7.2445199334692E-05,9.1867099029,59346,2018-07-07 14:54:40:823
1.5514,2.8826,8.5425,262.72,-14.55,-17.81,0.7665662859,1.0470736447,9.0557464564,59370,2018-07-07 14:54:40:847
1.5514,2.8826,8.5425,262.72,-14.55,-17.81,0.7665662859,1.0470736447,9.0557464564,59394,2018-07-07 14:54:40:871
1.5514,2.8826,8.5425,262.72,-14.55,-17.81,0.7665662859,1.0470736447,9.0557464564,59417,2018-07-07 14:54:40:894
1.5514,2.8826,8.5425,262.72,-14.55,-17.81,0.7665662859,1.0470736447,9.0557464564,59441,2018-07-07 14:54:40:918
1.8962,3.7062,8.5329,262.72,-14.55,-17.81,1.4913522625,0.6205797883,9.3558871544,59465,2018-07-07 14:54:40:942
1.8962,3.7062,8.5329,270.28,-22.98,-12.53,-0.0005120255,0.0001793959,9.4943075048,59490,2018-07-07 14:54:40:967
1.8962,3.7062,8.5329,270.28,-22.98,-12.53,-0.0005120255,0.0001793959,9.4943075048,59514,2018-07-07 14:54:40:991
1.8962,3.7062,8.5329,270.28,-22.98,-12.53,-0.0005120255,0.0001793959,9.4943075048,59538,2018-07-07 14:54:41:015
1.8962,3.7062,8.5329,270.28,-22.98,-12.53,-0.0005120255,0.0001793959,9.4943075048,59561,2018-07-07 14:54:41:038
1.063,3.8307,10.6973,270.28,-22.98,-12.53,-0.6464594133,1.2799615432,11.321671584,59585,2018-07-07 14:54:41:062
1.063,3.8307,10.6973,270.28,-22.98,-12.53,-0.6464594133,1.2799615432,11.321671584,59609,2018-07-07 14:54:41:086
1.063,3.8307,10.6973,270.28,-22.98,-12.53,-0.6464594133,1.2799615432,11.321671584,59633,2018-07-07 14:54:41:110
1.063,3.8307,10.6973,270.28,-22.98,-12.53,-0.6464594133,1.2799615432,11.321671584,59657,2018-07-07 14:54:41:134
1.063,3.8307,10.6973,274.8,-19.61,-5.68,0.0005657499,0.0010075095,11.412118885,59681,2018-07-07 14:54:41:158
1.743,2.9784,12.9478,274.8,-19.61,-5.68,-1.532968336,-0.5832884503,13.299030907,59706,2018-07-07 14:54:41:183
1.743,2.9784,12.9478,274.8,-19.61,-5.68,-1.532968336,-0.5832884503,13.299030907,59729,2018-07-07 14:54:41:206
1.743,2.9784,12.9478,274.8,-19.61,-5.68,-1.532968336,-0.5832884503,13.299030907,59754,2018-07-07 14:54:41:231
1.743,2.9784,12.9478,274.8,-19.61,-5.68,-1.532968336,-0.5832884503,13.299030907,59777,2018-07-07 14:54:41:254
1.743,2.9784,12.9478,274.8,-19.61,-5.68,-1.532968336,-0.5832884503,13.299030907,59802,2018-07-07 14:54:41:279
-0.2011,1.7526,7.7189,274.8,-19.61,-5.68,-0.9976837176,0.8836859115,7.8049466103,59825,2018-07-07 14:54:41:302
-0.2011,1.7526,7.7189,274.8,-19.61,-5.68,-0.9976837176,0.8836859115,7.8049466103,59850,2018-07-07 14:54:41:327
-0.2011,1.7526,7.7189,277.05,-12.79,1.49,-0.0002997523,0.0002868798,7.9179204977,59874,2018-07-07 14:54:41:351
-0.2011,1.7526,7.7189,277.05,-12.79,1.49,-0.0002997523,0.0002868798,7.9179204977,59898,2018-07-07 14:54:41:375
-0.2011,1.7526,7.7189,277.05,-12.79,1.49,-0.0002997523,0.0002868798,7.9179204977,59921,2018-07-07 14:54:41:398
1.4078,2.2027,8.9639,277.05,-12.79,1.49,0.3724411673,-1.6068445117,9.1904640597,59946,2018-07-07 14:54:41:423
1.4078,2.2027,8.9639,277.05,-12.79,1.49,0.3724411673,-1.6068445117,9.1904640597,59969,2018-07-07 14:54:41:446
1.4078,2.2027,8.9639,277.05,-12.79,1.49,0.3724411673,-1.6068445117,9.1904640597,59993,2018-07-07 14:54:41:470
1.4078,2.2027,8.9639,277.05,-12.79,1.49,0.3724411673,-1.6068445117,9.1904640597,60044,2018-07-07 14:54:41:521
1.4078,2.2027,8.9639,277.05,-12.79,1.49,0.3724411673,-1.6068445117,9.1904640597,60044,2018-07-07 14:54:41:521
1.2163,2.7773,7.7859,277.05,-12.79,1.49,1.158922725,-1.2858220584,8.1741409054,60065,2018-07-07 14:54:41:542
1.2163,2.7773,7.7859,279.31,-19.41,-8.88,0.0005812797,0.0002505955,8.3554185646,60089,2018-07-07 14:54:41:566
1.2163,2.7773,7.7859,279.31,-19.41,-8.88,0.0005812797,0.0002505955,8.3554185646,60113,2018-07-07 14:54:41:590
1.2163,2.7773,7.7859,279.31,-19.41,-8.88,0.0005812797,0.0002505955,8.3554185646,60137,2018-07-07 14:54:41:614
1.2163,2.7773,7.7859,279.31,-19.41,-8.88,0.0005812797,0.0002505955,8.3554185646,60161,2018-07-07 14:54:41:638
1.5131,3.4381,8.8107,279.31,-19.41,-8.88,0.2903843306,-0.0890917926,9.5732009956,60185,2018-07-07 14:54:41:662
1.5131,3.4381,8.8107,279.31,-19.41,-8.88,0.2903843306,-0.0890917926,9.5732009956,60210,2018-07-07 14:54:41:687
1.5131,3.4381,8.8107,279.31,-19.41,-8.88,0.2903843306,-0.0890917926,9.5732009956,60233,2018-07-07 14:54:41:710
1.5131,3.4381,8.8107,279.31,-19.41,-8.88,0.2903843306,-0.0890917926,9.5732009956,60257,2018-07-07 14:54:41:734
1.5131,3.4381,8.8107,279.67,-21.04,-9.74,-0.0005095903,-0.0008146405,9.5780184165,60282,2018-07-07 14:54:41:759
1.9537,3.4093,10.6303,279.67,-21.04,-9.74,-0.6668618029,-0.2425929328,11.3110561963,60305,2018-07-07 14:54:41:782
1.9537,3.4093,10.6303,279.67,-21.04,-9.74,-0.6668618029,-0.2425929328,11.3110561963,60330,2018-07-07 14:54:41:807
1.9537,3.4093,10.6303,279.67,-21.04,-9.74,-0.6668618029,-0.2425929328,11.3110561963,60353,2018-07-07 14:54:41:830
1.9537,3.4093,10.6303,279.67,-21.04,-9.74,-0.6668618029,-0.2425929328,11.3110561963,60377,2018-07-07 14:54:41:854
1.9537,3.4093,10.6303,279.67,-21.04,-9.74,-0.6668618029,-0.2425929328,11.3110561963,60402,2018-07-07 14:54:41:879
1.9154,2.1548,11.3581,279.67,-21.04,-9.74,-2.0996867046,-0.3235440632,11.5241047718,60426,2018-07-07 14:54:41:903
1.9154,2.1548,11.3581,279.67,-21.04,-9.74,-2.0996867046,-0.3235440632,11.5241047718,60449,2018-07-07 14:54:41:926
1.9154,2.1548,11.3581,273.62,-10.6,-9.57,-0.000780478,-0.0004820051,11.7182914697,60473,2018-07-07 14:54:41:950
1.9728,1.4844,8.6479,273.62,-10.6,-9.57,-0.1375288447,-0.5173259661,8.9774727664,60497,2018-07-07 14:54:41:974
1.9728,1.4844,8.6479,273.62,-10.6,-9.57,-0.1375288447,-0.5173259661,8.9774727664,60521,2018-07-07 14:54:41:998
1.9728,1.4844,8.6479,273.62,-10.6,-9.57,-0.1375288447,-0.5173259661,8.9774727664,60546,2018-07-07 14:54:42:023
1.9728,1.4844,8.6479,273.62,-10.6,-9.57,-0.1375288447,-0.5173259661,8.9774727664,60569,2018-07-07 14:54:42:046
1.9728,1.4844,8.6479,273.62,-10.6,-9.57,-0.1375288447,-0.5173259661,8.9774727664,60593,2018-07-07 14:54:42:070
1.9824,2.1644,7.6998,273.62,-10.6,-9.57,0.7114244628,-0.6310412386,8.1851768062,60618,2018-07-07 14:54:42:095
1.9824,2.1644,7.6998,273.62,-10.6,-9.57,0.7114244628,-0.6310412386,8.1851768062,60641,2018-07-07 14:54:42:118
1.9824,2.1644,7.6998,273.62,-10.6,-9.57,0.7114244628,-0.6310412386,8.1851768062,60665,2018-07-07 14:54:42:142
1.9824,2.1644,7.6998,272.6,-15.23,-14.44,-0.0002861793,0.0002812179,8.2402340379,60689,2018-07-07 14:54:42:166
0.929,2.557,7.6327,272.6,-15.23,-14.44,0.4186051098,1.0237268478,8.0272132395,60714,2018-07-07 14:54:42:191
0.929,2.557,7.6327,272.6,-15.23,-14.44,0.4186051098,1.0237268478,8.0272132395,60737,2018-07-07 14:54:42:214
0.929,2.557,7.6327,272.6,-15.23,-14.44,0.4186051098,1.0237268478,8.0272132395,60761,2018-07-07 14:54:42:238
0.929,2.557,7.6327,272.6,-15.23,-14.44,0.4186051098,1.0237268478,8.0272132395,60785,2018-07-07 14:54:42:262
1.8196,3.6679,8.6574,272.6,-15.23,-14.44,1.198226978,0.4515638608,9.4908035233,60809,2018-07-07 14:54:42:286
1.8196,3.6679,8.6574,272.6,-15.23,-14.44,1.198226978,0.4515638608,9.4908035233,60833,2018-07-07 14:54:42:310
1.8196,3.6679,8.6574,272.6,-15.23,-14.44,1.198226978,0.4515638608,9.4908035233,60858,2018-07-07 14:54:42:335
1.8196,3.6679,8.6574,278.7,-22.52,-11.87,-8.38597518977302E-05,5.30463654040414E-05,9.5767953575,60881,2018-07-07 14:54:42:358
1.8196,3.6679,8.6574,278.7,-22.52,-11.87,-8.38597518977302E-05,5.30463654040414E-05,9.5767953575,60905,2018-07-07 14:54:42:382
1.3024,3.8211,10.2663,278.7,-22.52,-11.87,-0.5426374689,0.7638524788,10.9916350298,60930,2018-07-07 14:54:42:407
1.3024,3.8211,10.2663,278.7,-22.52,-11.87,-0.5426374689,0.7638524788,10.9916350298,60953,2018-07-07 14:54:42:430
1.3024,3.8211,10.2663,278.7,-22.52,-11.87,-0.5426374689,0.7638524788,10.9916350298,60978,2018-07-07 14:54:42:455
1.3024,3.8211,10.2663,278.7,-22.52,-11.87,-0.5426374689,0.7638524788,10.9916350298,61001,2018-07-07 14:54:42:478
1.3024,3.8211,10.2663,278.7,-22.52,-11.87,-0.5426374689,0.7638524788,10.9916350298,61026,2018-07-07 14:54:42:503
1.1205,3.7254,10.4675,278.7,-22.52,-11.87,-0.7235886017,0.9581124309,11.1023025434,61049,2018-07-07 14:54:42:526
1.1205,3.7254,10.4675,283.56,-19.49,-6.11,-0.0004083172,-9.75949181051261E-05,11.1670354832,61074,2018-07-07 14:54:42:551
