,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
8,0.20600000000000002,9.891,1.6019999999999999,0.6579999999999999,9.568,2.046,-0.22699999999999998,0.16899999999999998,-0.27899999999999997,-0.06,-0.502,-0.001,29.0,-11.2,-16.0,-36.5,359.2,-77.2,-17.3,3.0,1014.4,56.24,23.0246,72.53771,,,,,180.96774,,0 / 0,815,2019-01-05 10:17:15:737,0.19
9,0.275,10.620999999999999,2.9760000000000004,0.645,9.562999999999999,2.073,-0.456,1.0190000000000001,1.0390000000000001,0.08900000000000001,-0.37799999999999995,-0.16,29.0,-14.0,-14.7,-37.6,3.4,-77.2,-18.3,3.0,1014.4,56.24,23.0246,72.53771,,,,,180.96774,,0 / 0,915,2019-01-05 10:17:15:837,0.19
10,0.986,8.39,2.502,0.792,9.548,2.094,0.436,-1.252,-0.02,0.32299999999999995,-0.564,-0.11199999999999999,29.0,-15.4,-14.3,-36.5,2.8,-76.8,-19.6,3.0,1014.4,56.43,23.0246,72.53771,,,,,180.96774,,0 / 0,1016,2019-01-05 10:17:15:938,0.19
11,0.687,9.362,2.234,0.742,9.609,1.8119999999999998,0.024,-0.2,0.316,0.047,-0.433,-0.063,29.0,-18.8,-15.7,-35.7,5.5,-77.5,-21.6,3.0,1014.4,56.43,23.0246,72.53771,,,,,180.96774,,0 / 0,1115,2019-01-05 10:17:16:037,0.19
12,0.6659999999999999,10.446,2.852,0.7979999999999999,9.601,1.83,0.325,0.7709999999999999,0.631,-0.217,-0.193,-0.016,29.0,-19.4,-16.0,-36.1,4.9,-78.5,-23.4,3.0,1014.4,56.43,23.0246,72.53771,,,,,180.96774,,0 / 0,1215,2019-01-05 10:17:16:137,0.19
0,0.917,9.548,2.124,0.7709999999999999,9.497,2.32,-0.017,0.147,-0.209,0.068,0.165,-0.062,33.0,6.2,-32.6,21.7,177.6,-75.6,-18.5,3.0,1014.4,54.44,23.0246,72.53771,,,,,180.96774,,0 / 0,8,2019-01-05 10:17:19:347,0.19
1,1.238,9.805,0.833,0.7140000000000001,9.552,2.102,0.5529999999999999,0.358,-0.993,0.055,0.24100000000000002,-0.031,33.0,5.5,-32.4,22.9,177.3,-76.3,-18.1,3.0,1014.4,54.44,23.0246,72.53771,,,,,180.96774,,0 / 0,111,2019-01-05 10:17:19:450,0.19
2,1.393,10.338,1.585,0.733,9.581,1.959,0.66,0.748,-0.35,-0.042,0.193,0.105,31.0,4.8,-32.3,23.4,174.8,-77.3,-18.9,3.0,1014.4,54.44,23.0246,72.53771,,,,,180.96774,,0 / 0,208,2019-01-05 10:17:19:547,0.19
3,1.58,10.767000000000001,1.214,0.754,9.592,1.8940000000000001,0.867,1.199,-0.647,-0.21,0.19699999999999998,-0.09300000000000001,28.0,4.1,-32.4,23.9,170.2,-78.0,-21.7,3.0,1014.4,51.92,23.0246,72.53771,,,,,180.96774,,0 / 0,307,2019-01-05 10:17:19:646,0.19
4,0.5670000000000001,8.981,2.674,0.738,9.566,2.0269999999999997,-0.209,-0.382,0.45799999999999996,-0.10800000000000001,-0.083,0.09,28.0,3.9,-33.4,23.5,172.2,-77.6,-19.9,3.0,1014.4,51.92,23.0246,72.53771,,,,,180.96774,,0 / 0,408,2019-01-05 10:17:19:747,0.19
5,0.311,9.795,1.994,0.68,9.544,2.147,-1.061,-0.2,0.925,0.496,0.294,0.385,28.0,3.8,-32.5,23.6,170.5,-76.7,-19.4,3.0,1014.4,51.92,23.0246,72.53771,,,,,180.96774,,0 / 0,508,2019-01-05 10:17:19:847,0.19
6,-0.028999999999999998,10.505999999999998,5.181,0.956,9.516,2.17,-0.08900000000000001,0.495,1.7990000000000002,-0.075,0.715,-0.086,28.0,2.5,-33.0,24.2,167.2,-76.0,-23.8,3.0,1014.4,49.57,23.0246,72.53771,,,,,180.96774,,0 / 0,608,2019-01-05 10:17:19:947,0.19
7,0.555,8.193,-0.045,0.677,9.543,2.155,-0.529,-0.799,-1.183,0.293,-0.05,-0.057,25.0,1.0,-32.5,24.5,167.9,-75.9,-20.6,3.0,1014.4,49.57,23.0246,72.53771,,,,,180.96774,,0 / 0,708,2019-01-05 10:17:20:047,0.19
8,0.52,9.22,0.467,0.46399999999999997,9.587,2.013,0.106,-0.584,-1.568,0.049,0.159,-0.326,25.0,0.9,-31.9,25.5,169.8,-77.3,-14.9,3.0,1014.4,49.57,23.0246,72.53771,,,,,180.96774,,0 / 0,809,2019-01-05 10:17:20:148,0.19
9,0.32299999999999995,10.276,2.418,0.315,9.588,2.0340000000000003,0.044000000000000004,0.595,0.415,-0.12,-0.17600000000000002,0.049,24.0,2.4,-32.0,25.8,175.7,-78.2,-9.7,3.0,1014.4,49.17,23.0246,72.53771,,,,,180.96774,,0 / 0,908,2019-01-05 10:17:20:247,0.19
10,0.687,9.965,1.844,0.455,9.597999999999999,1.96,0.38,0.295,-0.006,0.024,-0.433,0.151,24.0,2.0,-32.4,25.7,174.5,-78.1,-11.2,3.0,1014.4,49.17,23.0246,72.53771,,,,,180.96774,,0 / 0,1007,2019-01-05 10:17:20:346,0.19
11,-0.01,10.238,2.734,0.579,9.592,1.9580000000000002,-0.555,0.622,0.675,0.29,-0.736,-0.11900000000000001,24.0,3.2,-31.3,25.3,173.4,-78.0,-15.1,3.0,1014.4,49.17,23.0246,72.53771,,,,,180.96774,,0 / 0,1107,2019-01-05 10:17:20:446,0.19
12,1.3359999999999999,9.152999999999999,1.932,0.8140000000000001,9.572000000000001,1.969,1.485,-0.568,-1.35,-0.847,-1.234,-0.168,23.0,5.3,-31.5,25.4,172.4,-78.3,-20.7,3.0,1014.4,49.17,23.0246,72.53771,,,,,180.96774,,0 / 0,1209,2019-01-05 10:17:20:548,0.19
13,0.503,8.208,2.945,0.968,9.464,2.3819999999999997,-0.494,-1.235,0.556,-0.507,-1.17,0.18,23.0,9.3,-32.6,21.7,177.9,-76.4,-21.2,3.0,1014.4,50.83,23.0246,72.53771,,,,,180.96774,,0 / 0,1308,2019-01-05 10:17:20:647,0.19
14,3.0189999999999997,9.493,1.314,1.217,9.385,2.57,1.6280000000000001,0.604,-1.3419999999999999,0.08199999999999999,-0.654,-0.301,21.0,10.9,-33.5,20.2,182.9,-72.9,-24.8,3.0,1014.4,50.83,23.0246,72.53771,,,,,180.96774,,0 / 0,1407,2019-01-05 10:17:20:746,0.19
0,0.469,10.046,0.39299999999999996,0.226,9.677999999999999,1.568,0.377,0.39,-1.228,0.182,0.20199999999999999,0.033,30.0,-6.8,-17.6,-40.4,2.6,-79.3,-7.6,3.0,1014.4,50.87,23.0246,72.53771,,,,,180.96774,,0 / 0,9,2019-01-05 10:17:24:429,0.19
1,1.247,11.715,1.219,0.299,9.715,1.305,0.805,2.099,0.031,0.08,0.226,0.318,28.0,-5.4,-17.7,-40.4,0.4,-81.5,-9.5,3.0,1014.4,50.87,23.0246,72.53771,,,,,180.96774,,0 / 0,109,2019-01-05 10:17:24:529,0.19
2,-0.21100000000000002,10.587,4.449,0.47200000000000003,9.652999999999999,1.6640000000000001,-0.873,0.746,3.22,-0.35100000000000003,0.136,0.064,28.0,-5.5,-16.4,-40.6,351.6,-80.4,-16.0,3.0,1014.4,50.87,23.0246,72.53771,,,,,180.96774,,0 / 0,209,2019-01-05 10:17:24:629,0.19
3,0.275,9.014,1.8719999999999999,0.47200000000000003,9.683,1.4809999999999999,-0.22,-0.425,0.24600000000000002,0.636,-0.061,-0.021,31.0,-6.2,-16.7,-39.1,349.9,-79.8,-16.3,3.0,1014.4,50.87,23.0246,72.53771,,,,,180.96774,,0 / 0,308,2019-01-05 10:17:24:728,0.19
4,-0.47600000000000003,10.18,3.517,0.535,9.707,1.287,-1.85,0.557,3.4989999999999997,0.035,0.47200000000000003,0.1,31.0,-6.6,-18.6,-38.4,346.1,-82.1,-23.2,3.0,1014.4,54.11,23.0246,72.53771,,,,,180.96774,,0 / 0,409,2019-01-05 10:17:24:829,0.19
5,0.505,7.742999999999999,1.8459999999999999,0.606,9.664,1.55,0.161,-1.9909999999999999,-0.159,0.106,-0.042,0.14300000000000002,31.0,-8.6,-17.7,-35.9,346.6,-81.4,-22.8,3.0,1014.4,54.11,23.0246,72.53771,,,,,180.96774,,0 / 0,510,2019-01-05 10:17:24:930,0.19
6,0.414,9.898,1.81,0.41,9.67,1.581,0.016,0.221,0.193,-0.077,0.05,-0.21,31.0,-8.0,-17.2,-35.6,355.1,-80.5,-16.9,3.0,1014.4,54.11,23.0246,72.53771,,,,,180.96774,,0 / 0,608,2019-01-05 10:17:25:028,0.19
7,-0.139,10.59,2.3080000000000003,0.289,9.657,1.683,-0.25,0.919,0.975,0.066,-0.294,-0.1,29.0,-7.6,-17.2,-36.5,2.2,-80.0,-10.5,3.0,1014.4,52.84,23.0246,72.53771,,,,,180.96774,,0 / 0,709,2019-01-05 10:17:25:129,0.19
8,0.36200000000000004,9.764,2.138,0.302,9.673,1.585,-0.113,0.273,0.6609999999999999,0.184,-0.423,0.005,29.0,-8.8,-16.7,-37.3,4.5,-80.1,-9.5,3.0,1014.4,52.84,23.0246,72.53771,,,,,180.96774,,0 / 0,809,2019-01-05 10:17:25:229,0.19
9,0.254,9.79,0.534,0.19899999999999998,9.703,1.405,0.002,0.204,-0.9590000000000001,0.12300000000000001,-0.603,-0.32,26.0,-12.0,-17.6,-35.9,8.7,-81.4,-10.4,3.0,1014.4,52.84,23.0246,72.53771,,,,,180.96774,,0 / 0,909,2019-01-05 10:17:25:329,0.19
10,-1.683,10.056000000000001,3.7710000000000004,0.063,9.704,1.416,-1.746,0.35200000000000004,2.355,-0.1,-0.426,-0.03,24.0,-12.8,-17.3,-36.7,15.2,-81.9,-5.2,3.0,1014.4,60.49,23.0246,72.53771,,,,,180.96774,,0 / 0,1009,2019-01-05 10:17:25:429,0.19
0,0.32799999999999996,10.357999999999999,2.461,0.5579999999999999,9.639,1.719,-0.237,0.754,0.6759999999999999,-0.001,0.168,0.016,30.0,4.7,-32.3,22.8,175.3,-79.4,-18.1,3.0,1014.4,48.57,23.0246,72.53771,,,,,180.96774,,0 / 0,13,2019-01-05 10:17:28:694,0.19
1,0.467,10.168,1.499,0.54,9.652000000000001,1.649,-0.001,0.541,-0.256,0.013999999999999999,0.17600000000000002,-0.023,30.0,4.4,-32.6,23.3,175.4,-79.5,-18.0,3.0,1014.4,48.57,23.0246,72.53771,,,,,180.96774,,0 / 0,115,2019-01-05 10:17:28:796,0.19
2,-0.012,10.798,2.945,0.439,9.658,1.6440000000000001,-0.45399999999999996,1.047,1.445,-0.162,0.441,-0.037000000000000005,29.0,4.0,-32.2,23.9,174.2,-80.2,-16.5,3.0,1014.4,48.57,23.0246,72.53771,,,,,180.96774,,0 / 0,214,2019-01-05 10:17:28:895,0.19
3,0.385,8.73,1.911,0.41,9.64,1.755,-0.151,-1.032,0.91,0.162,0.20600000000000002,-0.001,29.0,3.2,-32.8,23.5,174.6,-79.5,-13.8,3.0,1014.4,55.59,23.0246,72.53771,,,,,180.96774,,0 / 0,314,2019-01-05 10:17:28:995,0.19
4,0.218,9.486,2.955,0.371,9.639,1.768,-0.221,-0.126,1.179,0.099,0.287,0.21100000000000002,30.0,2.2,-32.1,24.2,174.2,-79.4,-11.9,3.0,1014.4,55.59,23.0246,72.53771,,,,,180.96774,,0 / 0,414,2019-01-05 10:17:29:095,0.19
5,-0.742,9.67,4.085,0.428,9.576,2.0709999999999997,-1.0959999999999999,-0.059000000000000004,1.849,-0.032,0.11599999999999999,0.2,27.0,0.7,-33.0,24.8,172.1,-78.2,-12.3,3.0,1014.4,55.59,23.0246,72.53771,,,,,180.96774,,0 / 0,514,2019-01-05 10:17:29:195,0.19
6,-0.002,9.022,2.251,0.392,9.554,2.175,-0.35700000000000004,-0.41,0.048,0.057,0.039,0.071,27.0,0.0,-32.7,24.0,172.0,-77.0,-10.2,3.0,1014.4,52.79,23.0246,72.53771,,,,,180.96774,,0 / 0,614,2019-01-05 10:17:29:295,0.19
7,0.187,9.632,2.938,0.365,9.54,2.242,-0.172,0.114,0.695,0.032,-0.096,0.095,28.0,-0.1,-32.7,24.4,174.1,-76.8,-9.8,3.0,1014.4,52.79,23.0246,72.53771,,,,,180.96774,,0 / 0,714,2019-01-05 10:17:29:395,0.19
8,0.6509999999999999,9.711,2.349,0.423,9.505,2.375,0.209,0.196,0.005,0.046,-0.287,0.028999999999999998,28.0,1.1,-32.1,24.8,173.0,-76.3,-9.1,3.0,1014.4,52.79,23.0246,72.53771,,,,,180.96774,,0 / 0,814,2019-01-05 10:17:29:495,0.19
9,0.893,9.661,2.184,0.552,9.499,2.374,0.16,0.09699999999999999,0.11,-0.027999999999999997,-0.5539999999999999,0.03,27.0,1.4,-32.0,24.5,172.6,-75.7,-12.0,3.0,1014.4,59.29,23.0246,72.53771,,,,,180.96774,,0 / 0,914,2019-01-05 10:17:29:595,0.19
10,1.08,9.606,1.621,0.725,9.486,2.38,0.306,0.11199999999999999,-0.713,0.124,-0.983,-0.033,27.0,3.5,-32.2,24.2,172.5,-75.4,-14.6,3.0,1014.4,59.29,23.0246,72.53771,,,,,180.96774,,0 / 0,1014,2019-01-05 10:17:29:695,0.19
11,0.304,9.781,2.378,0.7290000000000001,9.496,2.336,-0.195,0.081,0.132,0.16,-0.55,-0.183,26.0,6.8,-31.9,23.4,179.7,-75.2,-17.3,3.0,1014.4,59.29,23.0246,72.53771,,,,,180.96774,,0 / 0,1114,2019-01-05 10:17:29:795,0.19
0,0.129,9.533999999999999,2.545,0.675,9.719,1.121,-0.705,0.15,1.625,0.272,0.196,0.09300000000000001,31.0,-11.3,-18.2,-34.6,347.4,-81.9,-29.1,3.0,1014.4,45.96,23.0246,72.53771,,,,,180.96774,,0 / 0,11,2019-01-05 10:17:33:664,0.19
1,0.376,9.477,1.0270000000000001,0.758,9.716000000000001,1.093,-0.47,-0.18600000000000003,-0.075,0.011000000000000001,0.24600000000000002,0.081,30.0,-12.1,-18.9,-34.4,347.4,-82.3,-31.1,3.0,1014.4,45.96,23.0246,72.53771,,,,,180.96774,,0 / 0,111,2019-01-05 10:17:33:764,0.19
2,-0.055,9.388,2.897,0.9209999999999999,9.671,1.337,-1.0170000000000001,-0.239,1.227,-0.141,0.33799999999999997,0.282,30.0,-9.8,-18.1,-35.2,338.9,-81.1,-35.2,3.0,1014.4,52.85,23.0246,72.53771,,,,,180.96774,,0 / 0,211,2019-01-05 10:17:33:864,0.19
3,-0.6559999999999999,9.991,2.8280000000000003,0.91,9.641,1.544,-1.1159999999999999,0.1,0.977,-0.21,0.191,-0.062,30.0,-9.8,-17.5,-34.9,340.1,-80.0,-34.0,3.0,1014.4,52.85,23.0246,72.53771,,,,,180.96774,,0 / 0,311,2019-01-05 10:17:33:964,0.19
4,-0.175,9.299,0.8190000000000001,0.537,9.628,1.785,-0.5920000000000001,-0.379,-1.203,0.07200000000000001,0.221,-0.02,30.0,-8.5,-17.0,-35.5,354.2,-78.9,-19.5,3.0,1014.4,52.85,23.0246,72.53771,,,,,180.96774,,0 / 0,411,2019-01-05 10:17:34:064,0.19
5,0.006999999999999999,9.821,1.3769999999999998,0.415,9.628,1.8159999999999998,-0.431,0.35100000000000003,-0.159,-0.121,0.331,0.046,30.0,-7.4,-16.3,-35.8,357.1,-79.1,-15.1,3.0,1014.4,54.15,23.0246,72.53771,,,,,180.96774,,0 / 0,511,2019-01-05 10:17:34:164,0.19
6,0.627,9.777999999999999,2.275,0.498,9.597000000000001,1.952,0.015,0.287,-0.067,-0.1,-0.01,0.07,30.0,-7.1,-15.9,-36.8,357.9,-79.1,-12.9,3.0,1014.4,54.15,23.0246,72.53771,,,,,180.96774,,0 / 0,611,2019-01-05 10:17:34:264,0.19
7,1.001,9.824,2.722,0.583,9.61,1.864,0.242,0.287,-0.10800000000000001,0.10099999999999999,-0.431,0.054000000000000006,30.0,-8.3,-15.8,-37.0,356.0,-78.3,-15.8,3.0,1014.4,54.15,23.0246,72.53771,,,,,180.96774,,0 / 0,711,2019-01-05 10:17:34:364,0.19
8,0.603,10.379000000000001,2.8680000000000003,0.557,9.674,1.506,0.13,0.7,1.187,0.332,-0.59,-0.302,26.0,-9.7,-15.9,-36.5,353.6,-79.2,-19.5,3.0,1014.4,63.34,23.0246,72.53771,,,,,180.96774,,0 / 0,811,2019-01-05 10:17:34:464,0.19
9,1.906,9.206,1.1540000000000001,0.5489999999999999,9.701,1.3230000000000002,1.287,-0.507,-0.057,-0.228,-0.8340000000000001,-0.20199999999999999,26.0,-12.2,-16.7,-35.3,356.3,-81.7,-22.4,3.0,1014.4,63.34,23.0246,72.53771,,,,,180.96774,,0 / 0,911,2019-01-05 10:17:34:564,0.19
10,0.862,9.216000000000001,3.778,0.579,9.641,1.699,0.23,-0.401,2.105,-0.006,-0.75,-0.305,23.0,-15.6,-16.0,-35.8,1.0,-80.1,-20.3,3.0,1014.4,63.34,23.0246,72.53771,,,,,180.96774,,0 / 0,1011,2019-01-05 10:17:34:664,0.19
11,1.868,10.497,2.248,0.623,9.631,1.7409999999999999,1.79,-0.087,-0.731,-0.23399999999999999,-0.659,-0.27399999999999997,23.0,-17.9,-15.5,-35.2,7.9,-79.3,-18.1,3.0,1014.4,58.6,23.0246,72.53771,,,,,180.96774,,0 / 0,1111,2019-01-05 10:17:34:764,0.19
12,1.235,9.455,1.817,0.85,9.582,1.905,0.14400000000000002,0.32799999999999996,-0.195,-0.19399999999999998,-0.6779999999999999,0.48,27.0,-20.3,-15.6,-34.5,11.5,-78.4,-20.1,3.0,1014.4,58.6,23.0246,72.53771,,,,,180.96774,,0 / 0,1211,2019-01-05 10:17:34:864,0.19
13,1.743,8.449,1.379,1.18,9.543,1.925,0.10300000000000001,-0.628,-0.141,0.015,-0.163,0.019,41.0,-23.0,-14.2,-35.5,6.3,-77.1,-27.7,3.0,1014.4,58.6,23.0246,72.53771,,,,,180.96774,,0 / 0,1311,2019-01-05 10:17:34:964,0.19
14,0.946,9.692,1.3119999999999998,1.0959999999999999,9.616,1.5819999999999999,-0.084,0.069,-0.433,0.375,0.488,0.02,41.0,-22.1,-14.8,-35.0,357.2,-78.7,-34.7,3.0,1014.4,62.1,23.0246,72.53771,,,,,180.96774,,0 / 0,1411,2019-01-05 10:17:35:064,0.19
0,0.912,9.12,2.71,0.507,9.64,1.729,0.415,-0.508,0.9209999999999999,0.152,0.213,0.013999999999999999,29.0,7.4,-31.9,23.1,180.5,-79.4,-16.3,3.0,1014.4,56.82,23.0246,72.53771,,,,,180.96774,,0 / 0,9,2019-01-05 10:17:38:388,0.19
1,0.35,9.12,1.944,0.426,9.673,1.556,-0.10300000000000001,-0.604,0.53,0.5760000000000001,0.122,-0.11199999999999999,29.0,6.7,-31.6,24.4,180.3,-79.7,-15.9,3.0,1014.4,56.82,23.0246,72.53771,,,,,180.96774,,0 / 0,109,2019-01-05 10:17:38:488,0.19
2,-1.063,10.434000000000001,3.465,0.354,9.696,1.425,-1.41,0.951,2.164,-0.039,0.433,0.11800000000000001,27.0,6.3,-30.7,25.8,179.7,-81.4,-15.4,3.0,1014.4,56.82,23.0246,72.53771,,,,,180.96774,,0 / 0,208,2019-01-05 10:17:38:587,0.19
3,0.627,8.789,1.183,0.626,9.622,1.79,0.15,-0.784,-0.35600000000000004,-0.408,-0.08199999999999999,0.381,27.0,4.7,-31.5,25.8,174.1,-79.7,-17.9,3.0,1014.4,49.88,23.0246,72.53771,,,,,180.96774,,0 / 0,308,2019-01-05 10:17:38:687,0.19
4,0.09300000000000001,9.963,1.784,0.537,9.623,1.81,-0.308,0.253,0.022000000000000002,0.174,0.021,-0.282,26.0,5.4,-31.8,25.0,173.3,-78.4,-19.6,3.0,1014.4,49.88,23.0246,72.53771,,,,,180.96774,,0 / 0,409,2019-01-05 10:17:38:788,0.19
5,0.261,9.693999999999999,1.633,0.39799999999999996,9.639,1.7619999999999998,-0.063,0.01,-0.335,0.12,0.001,-0.187,26.0,5.4,-32.1,24.8,178.7,-79.2,-15.0,3.0,1014.4,49.88,23.0246,72.53771,,,,,180.96774,,0 / 0,509,2019-01-05 10:17:38:888,0.19
6,0.826,9.874,1.367,0.327,9.66,1.656,0.24100000000000002,0.285,0.27399999999999997,-0.08800000000000001,-0.16699999999999998,-0.046,24.0,6.9,-30.5,25.1,182.1,-80.1,-11.0,3.0,1014.4,61.18,23.0246,72.53771,,,,,180.96774,,0 / 0,609,2019-01-05 10:17:38:988,0.19
7,1.839,10.128,1.094,0.431,9.651,1.685,1.4240000000000002,0.40299999999999997,-0.631,-0.284,-0.6579999999999999,0.013000000000000001,24.0,7.4,-31.2,24.2,183.8,-80.0,-11.1,3.0,1014.4,61.18,23.0246,72.53771,,,,,180.96774,,0 / 0,709,2019-01-05 10:17:39:088,0.19
8,-0.122,9.97,3.7489999999999997,0.449,9.597999999999999,1.959,-0.772,0.098,1.675,-0.066,-0.642,-0.111,24.0,8.5,-32.3,23.4,186.6,-78.5,-13.2,3.0,1014.4,61.18,23.0246,72.53771,,,,,180.96774,,0 / 0,809,2019-01-05 10:17:39:188,0.19
9,1.4680000000000002,8.363,1.992,0.475,9.561,2.128,0.775,-1.495,0.556,0.24,-0.8909999999999999,-0.37,25.0,10.8,-31.7,23.3,188.8,-77.8,-12.6,3.0,1014.4,58.81,23.0246,72.53771,,,,,180.96774,,0 / 0,908,2019-01-05 10:17:39:287,0.19
10,0.634,10.343,1.659,0.24600000000000002,9.604,1.97,0.235,0.929,-0.315,-0.198,-0.33399999999999996,0.084,25.0,13.0,-30.6,22.0,199.9,-78.6,-6.3,3.0,1014.4,58.81,23.0246,72.53771,,,,,180.96774,,0 / 0,1009,2019-01-05 10:17:39:388,0.19
11,0.608,8.825,4.075,0.516,9.51,2.338,0.262,-0.879,1.558,-0.166,-0.322,0.23399999999999999,22.0,12.9,-31.7,20.8,199.1,-77.3,-9.1,3.0,1014.4,58.81,23.0246,72.53771,,,,,180.96774,,0 / 0,1109,2019-01-05 10:17:39:488,0.19
12,0.929,9.552999999999999,2.042,0.635,9.463,2.495,0.301,-0.13699999999999998,-0.55,-0.111,-0.005,-0.063,22.0,13.8,-31.6,20.8,194.9,-75.0,-14.4,3.0,1014.4,58.81,23.0246,72.53771,,,,,180.96774,,0 / 0,1209,2019-01-05 10:17:39:588,0.19
13,-0.39299999999999996,10.504000000000001,3.199,0.48200000000000004,9.427,2.66,-0.73,0.9359999999999999,0.057999999999999996,-0.19,0.565,0.051,24.0,13.9,-32.8,19.9,195.5,-74.7,-13.8,3.0,1014.4,51.88,23.0246,72.53771,,,,,180.96774,,0 / 0,1309,2019-01-05 10:17:39:688,0.19
0,0.797,10.13,3.3739999999999997,0.603,9.495,2.379,0.218,0.698,1.169,0.099,-0.006,-0.015,38.0,-11.8,-15.1,-36.4,4.8,-75.5,-14.2,3.0,1014.4,51.07,23.0246,72.53771,,,,,180.96774,,0 / 0,10,2019-01-05 10:17:43:136,0.19
1,0.544,8.572000000000001,3.63,0.638,9.467,2.478,-0.446,-0.24100000000000002,1.24,0.095,-0.10300000000000001,0.162,38.0,-11.3,-14.2,-37.1,2.0,-75.7,-14.8,3.0,1014.4,54.39,23.0246,72.53771,,,,,180.96774,,0 / 0,110,2019-01-05 10:17:43:236,0.19
2,-0.177,9.24,3.548,0.526,9.427999999999999,2.6489999999999996,-0.763,-0.21899999999999997,0.84,0.174,0.184,0.019,40.0,-12.1,-13.6,-35.8,5.9,-74.3,-13.3,3.0,1014.4,54.39,23.0246,72.53771,,,,,180.96774,,0 / 0,210,2019-01-05 10:17:43:336,0.19
3,-0.496,9.41,4.518,0.483,9.387,2.7969999999999997,-0.708,-0.22399999999999998,0.8320000000000001,0.07400000000000001,0.099,0.06,40.0,-11.3,-14.0,-36.7,7.5,-73.3,-10.2,3.0,1014.4,54.39,23.0246,72.53771,,,,,180.96774,,0 / 0,310,2019-01-05 10:17:43:436,0.19
4,0.7829999999999999,8.821,2.945,0.541,9.362,2.87,0.344,-0.6779999999999999,-0.078,-0.066,-0.016,-0.126,40.0,-11.4,-13.8,-37.1,7.4,-73.3,-10.2,3.0,1014.4,54.39,23.0246,72.53771,,,,,180.96774,,0 / 0,410,2019-01-05 10:17:43:536,0.19
5,-0.091,10.177999999999999,3.661,0.409,9.369,2.8689999999999998,-0.332,0.6970000000000001,0.708,-0.09,-0.12300000000000001,-0.13,40.0,-11.9,-13.9,-36.4,12.2,-72.8,-8.1,3.0,1014.4,52.0,23.0246,72.53771,,,,,180.96774,,0 / 0,510,2019-01-05 10:17:43:636,0.19
6,0.297,9.326,2.832,0.266,9.361,2.911,0.036000000000000004,-0.076,-0.019,0.085,-0.027999999999999997,-0.07400000000000001,40.0,-12.2,-13.3,-37.7,13.4,-72.5,-6.5,3.0,1014.4,52.0,23.0246,72.53771,,,,,180.96774,,0 / 0,609,2019-01-05 10:17:43:735,0.19
7,0.838,8.646,2.998,0.348,9.332,2.9939999999999998,0.51,-0.741,-0.006,-0.179,-0.612,0.042,34.0,-13.9,-12.7,-36.9,16.5,-72.1,-6.6,3.0,1014.4,52.0,23.0246,72.53771,,,,,180.96774,,0 / 0,710,2019-01-05 10:17:43:836,0.19
8,0.134,9.955,2.033,0.331,9.398,2.782,-0.489,0.45399999999999996,-0.6579999999999999,0.373,-0.46399999999999997,-0.095,34.0,-15.1,-12.5,-38.3,16.2,-72.6,-6.8,3.0,1014.4,56.21,23.0246,72.53771,,,,,180.96774,,0 / 0,810,2019-01-05 10:17:43:936,0.19
9,-1.188,9.524,4.532,0.184,9.464,2.5639999999999996,-1.3719999999999999,0.061,1.9680000000000002,0.20800000000000002,-0.14,-0.445,34.0,-15.7,-13.5,-36.2,20.6,-74.6,-5.8,3.0,1014.4,56.21,23.0246,72.53771,,,,,180.96774,,0 / 0,909,2019-01-05 10:17:44:035,0.19
10,0.45,9.673,3.177,0.254,9.475,2.517,0.036000000000000004,0.263,0.888,-0.073,-0.7020000000000001,0.095,34.0,-17.0,-14.3,-35.8,25.3,-75.3,-2.9,3.0,1014.4,56.21,23.0246,72.53771,,,,,180.96774,,0 / 0,1010,2019-01-05 10:17:44:136,0.19
0,0.836,10.046,3.1010000000000004,0.53,9.235,3.2569999999999997,0.324,0.735,-0.27399999999999997,0.046,0.381,-0.053,37.0,7.6,-35.4,18.1,189.6,-70.3,-9.2,3.0,1014.4,52.18,23.0246,72.53771,,,,,180.96774,,0 / 0,10,2019-01-05 10:17:47:639,0.19
1,1.403,10.18,2.9619999999999997,0.415,9.274,3.162,0.45,1.117,0.43,0.102,0.293,0.141,37.0,7.0,-35.8,19.3,189.9,-70.7,-7.9,3.0,1014.4,54.94,23.0246,72.53771,,,,,180.96774,,0 / 0,110,2019-01-05 10:17:47:739,0.19
