ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.747,2.624,7.6614,26.16,-6.12,-15.84,265.33,-13.94,-1.76,31433,2018-07-07 14:54:12:910
-0.747,2.624,7.6614,26.16,-9.18,-15.72,265.33,-13.94,5.57,31457,2018-07-07 14:54:12:934
-0.747,2.624,7.6614,27.12,-9.18,-15.72,264.28,-18.82,5.57,31481,2018-07-07 14:54:12:958
-0.747,2.624,7.6614,27.12,-9.18,-15.72,264.28,-18.82,5.57,31505,2018-07-07 14:54:12:982
0.8045,2.9688,9.2033,27.12,-9.18,-15.72,264.28,-18.82,5.57,31530,2018-07-07 14:54:13:007
0.8045,2.9688,9.2033,27.12,-9.18,-15.72,264.28,-18.82,5.57,31554,2018-07-07 14:54:13:031
0.8045,2.9688,9.2033,27.12,-9.18,-15.72,264.28,-18.82,5.57,31578,2018-07-07 14:54:13:055
0.8045,2.9688,9.2033,27.12,-9.18,-15.72,264.28,-18.82,5.57,31602,2018-07-07 14:54:13:079
0.8045,2.9688,9.2033,27.12,-9.18,-15.72,264.28,-18.82,5.57,31625,2018-07-07 14:54:13:102
1.0534,2.4229,9.7492,27.12,-9.18,-15.72,264.28,-18.82,5.57,31649,2018-07-07 14:54:13:126
1.0534,2.4229,9.7492,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31673,2018-07-07 14:54:13:150
1.0534,2.4229,9.7492,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31697,2018-07-07 14:54:13:174
1.0534,2.4229,9.7492,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31721,2018-07-07 14:54:13:198
1.0534,2.4229,9.7492,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31745,2018-07-07 14:54:13:222
1.1205,2.241,10.6303,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31769,2018-07-07 14:54:13:246
1.1205,2.241,10.6303,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31793,2018-07-07 14:54:13:270
1.1205,2.241,10.6303,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31818,2018-07-07 14:54:13:295
1.1205,2.241,10.6303,27.6,-13.5,-14.58,251.66,-13.88,-6.17,31842,2018-07-07 14:54:13:319
1.1205,2.241,10.6303,25.14,-20.46,-13.38,236.35,-11.84,-6.02,31865,2018-07-07 14:54:13:342
0.7853,1.1684,9.4523,25.14,-20.46,-13.38,236.35,-11.84,-6.02,31889,2018-07-07 14:54:13:366
0.7853,1.1684,9.4523,25.14,-20.46,-13.38,236.35,-11.84,-6.02,31913,2018-07-07 14:54:13:390
0.7853,1.1684,9.4523,25.14,-20.46,-13.38,236.35,-11.84,-6.02,31937,2018-07-07 14:54:13:414
0.7853,1.1684,9.4523,25.14,-20.46,-13.38,236.35,-11.84,-6.02,31961,2018-07-07 14:54:13:438
0.7853,1.1684,9.4523,25.14,-20.46,-13.38,236.35,-11.84,-6.02,31986,2018-07-07 14:54:13:463
0.8236,2.0782,7.6614,25.14,-20.46,-13.38,236.35,-11.84,-6.02,32009,2018-07-07 14:54:13:486
0.8236,2.0782,7.6614,25.14,-20.46,-13.38,236.35,-11.84,-6.02,32034,2018-07-07 14:54:13:511
0.8236,2.0782,7.6614,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32057,2018-07-07 14:54:13:534
0.8236,2.0782,7.6614,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32081,2018-07-07 14:54:13:558
-0.2586,2.1356,9.8833,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32105,2018-07-07 14:54:13:582
-0.2586,2.1356,9.8833,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32130,2018-07-07 14:54:13:607
-0.2586,2.1356,9.8833,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32154,2018-07-07 14:54:13:631
-0.2586,2.1356,9.8833,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32178,2018-07-07 14:54:13:655
0.6129,1.8387,11.722,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32202,2018-07-07 14:54:13:679
0.6129,1.8387,11.722,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32226,2018-07-07 14:54:13:703
0.6129,1.8387,11.722,19.32,-29.34,-10.56,218.0,-15.09,-6.14,32249,2018-07-07 14:54:13:726
0.6129,1.8387,11.722,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32273,2018-07-07 14:54:13:750
1.1684,2.0303,10.5536,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32297,2018-07-07 14:54:13:774
1.1684,2.0303,10.5536,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32322,2018-07-07 14:54:13:799
1.1684,2.0303,10.5536,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32345,2018-07-07 14:54:13:822
1.1684,2.0303,10.5536,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32370,2018-07-07 14:54:13:847
1.1684,2.0303,10.5536,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32394,2018-07-07 14:54:13:871
0.7374,2.4229,9.73,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32417,2018-07-07 14:54:13:894
0.7374,2.4229,9.73,9.84,-36.42,-6.96,196.67,-8.9,-2.99,32441,2018-07-07 14:54:13:918
0.7374,2.4229,9.73,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32465,2018-07-07 14:54:13:942
0.7374,2.4229,9.73,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32489,2018-07-07 14:54:13:966
0.2777,2.49,9.4427,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32513,2018-07-07 14:54:13:990
0.2777,2.49,9.4427,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32537,2018-07-07 14:54:14:014
0.2777,2.49,9.4427,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32561,2018-07-07 14:54:14:038
0.2777,2.49,9.4427,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32585,2018-07-07 14:54:14:062
0.2777,2.49,9.4427,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32609,2018-07-07 14:54:14:086
0.3256,2.2505,9.1171,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32633,2018-07-07 14:54:14:110
0.3256,2.2505,9.1171,-3.18,-40.38,-4.98,176.02,-13.94,-4.33,32657,2018-07-07 14:54:14:134
0.3256,2.2505,9.1171,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32682,2018-07-07 14:54:14:159
0.3256,2.2505,9.1171,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32705,2018-07-07 14:54:14:182
0.3256,2.2505,9.1171,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32730,2018-07-07 14:54:14:207
0.747,2.9497,8.3127,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32753,2018-07-07 14:54:14:230
0.747,2.9497,8.3127,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32778,2018-07-07 14:54:14:255
0.747,2.9497,8.3127,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32802,2018-07-07 14:54:14:279
0.747,2.9497,8.3127,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32825,2018-07-07 14:54:14:302
0.747,2.9497,8.3127,-16.14,-39.6,-3.84,157.22,-13.86,-2.05,32850,2018-07-07 14:54:14:327
1.1588,2.2697,9.414,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,32874,2018-07-07 14:54:14:351
1.1588,2.2697,9.414,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,32897,2018-07-07 14:54:14:374
1.1588,2.2697,9.414,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,32921,2018-07-07 14:54:14:398
1.1588,2.2697,9.414,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,32945,2018-07-07 14:54:14:422
1.1588,2.2697,9.414,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,32969,2018-07-07 14:54:14:446
1.3408,1.5993,10.7452,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,32993,2018-07-07 14:54:14:470
1.3408,1.5993,10.7452,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,33017,2018-07-07 14:54:14:494
1.3408,1.5993,10.7452,-25.68,-34.08,-4.14,139.55,-19.46,-5.13,33042,2018-07-07 14:54:14:519
1.3408,1.5993,10.7452,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33065,2018-07-07 14:54:14:542
1.3408,1.5993,10.7452,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33089,2018-07-07 14:54:14:566
1.4078,1.6472,10.4004,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33113,2018-07-07 14:54:14:590
1.4078,1.6472,10.4004,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33137,2018-07-07 14:54:14:614
1.4078,1.6472,10.4004,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33162,2018-07-07 14:54:14:639
1.4078,1.6472,10.4004,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33185,2018-07-07 14:54:14:662
1.4078,1.6472,10.4004,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33210,2018-07-07 14:54:14:687
1.7717,2.1452,8.8681,-32.46,-28.08,-5.76,130.25,-8.4,-7.11,33234,2018-07-07 14:54:14:711
1.7717,2.1452,8.8681,-35.88,-21.9,-7.26,118.2,-13.34,-11.3,33257,2018-07-07 14:54:14:734
1.7717,2.1452,8.8681,-35.88,-21.9,-7.26,118.2,-13.34,-11.3,33282,2018-07-07 14:54:14:759
1.7717,2.1452,8.8681,-35.88,-21.9,-7.26,118.2,-13.34,-11.3,33306,2018-07-07 14:54:14:783
1.7717,2.1452,8.8681,-35.88,-21.9,-7.26,118.2,-13.34,-11.3,33330,2018-07-07 14:54:14:807
1.6951,2.3846,8.4851,-35.88,-21.9,-7.26,118.2,-13.34,-11.3,33354,2018-07-07 14:54:14:831
1.6951,2.3846,8.4851,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33377,2018-07-07 14:54:14:854
1.6951,2.3846,8.4851,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33402,2018-07-07 14:54:14:879
1.6951,2.3846,8.4851,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33426,2018-07-07 14:54:14:903
1.6951,2.3846,8.4851,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33450,2018-07-07 14:54:14:927
1.743,2.8347,8.7819,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33474,2018-07-07 14:54:14:951
1.743,2.8347,8.7819,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33497,2018-07-07 14:54:14:974
1.743,2.8347,8.7819,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33522,2018-07-07 14:54:14:999
1.743,2.8347,8.7819,-36.66,-19.26,-8.16,118.2,-13.34,-11.3,33546,2018-07-07 14:54:15:023
1.743,2.8347,8.7819,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33569,2018-07-07 14:54:15:046
1.561,3.3998,10.9559,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33593,2018-07-07 14:54:15:070
1.561,3.3998,10.9559,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33650,2018-07-07 14:54:15:127
1.561,3.3998,10.9559,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33651,2018-07-07 14:54:15:128
1.561,3.3998,10.9559,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33666,2018-07-07 14:54:15:143
1.561,3.3998,10.9559,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33689,2018-07-07 14:54:15:166
0.6608,2.1069,11.6454,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33713,2018-07-07 14:54:15:190
0.6608,2.1069,11.6454,-37.2,-15.0,-9.54,104.94,-17.57,-11.23,33737,2018-07-07 14:54:15:214
0.6608,2.1069,11.6454,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33761,2018-07-07 14:54:15:238
0.6608,2.1069,11.6454,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33786,2018-07-07 14:54:15:263
-0.3735,1.4748,6.8761,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33809,2018-07-07 14:54:15:286
-0.3735,1.4748,6.8761,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33833,2018-07-07 14:54:15:310
-0.3735,1.4748,6.8761,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33857,2018-07-07 14:54:15:334
-0.3735,1.4748,6.8761,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33882,2018-07-07 14:54:15:359
-0.3735,1.4748,6.8761,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33905,2018-07-07 14:54:15:382
0.9481,2.2505,11.473,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33929,2018-07-07 14:54:15:406
0.9481,2.2505,11.473,-37.38,-12.42,-10.5,104.88,-10.24,-3.25,33954,2018-07-07 14:54:15:431
0.9481,2.2505,11.473,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,33977,2018-07-07 14:54:15:454
0.9481,2.2505,11.473,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,34002,2018-07-07 14:54:15:479
0.9481,2.2505,11.473,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,34026,2018-07-07 14:54:15:503
0.8811,2.5379,8.5042,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,34050,2018-07-07 14:54:15:527
0.8811,2.5379,8.5042,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,34073,2018-07-07 14:54:15:550
0.8811,2.5379,8.5042,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,34098,2018-07-07 14:54:15:575
0.8811,2.5379,8.5042,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,34122,2018-07-07 14:54:15:599
0.8811,2.5379,8.5042,-37.02,-11.16,-10.68,102.7,-11.06,-4.72,34145,2018-07-07 14:54:15:622
0.6512,2.873,9.1554,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34170,2018-07-07 14:54:15:647
0.6512,2.873,9.1554,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34194,2018-07-07 14:54:15:671
0.6512,2.873,9.1554,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34218,2018-07-07 14:54:15:695
0.6512,2.873,9.1554,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34241,2018-07-07 14:54:15:718
0.6512,2.873,9.1554,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34266,2018-07-07 14:54:15:743
0.8619,3.3327,9.0309,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34289,2018-07-07 14:54:15:766
0.8619,3.3327,9.0309,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34313,2018-07-07 14:54:15:790
0.8619,3.3327,9.0309,-35.82,-10.32,-10.2,99.31,-16.53,-5.91,34337,2018-07-07 14:54:15:814
0.8619,3.3327,9.0309,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34361,2018-07-07 14:54:15:838
0.8619,3.3327,9.0309,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34385,2018-07-07 14:54:15:862
1.743,2.9018,11.2144,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34409,2018-07-07 14:54:15:886
1.743,2.9018,11.2144,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34433,2018-07-07 14:54:15:910
1.743,2.9018,11.2144,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34457,2018-07-07 14:54:15:934
1.743,2.9018,11.2144,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34481,2018-07-07 14:54:15:958
1.743,2.9018,11.2144,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34506,2018-07-07 14:54:15:983
0.7661,1.6089,8.2552,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34530,2018-07-07 14:54:16:007
0.7661,1.6089,8.2552,-35.1,-10.26,-9.84,98.07,-20.17,-5.45,34553,2018-07-07 14:54:16:030
0.7661,1.6089,8.2552,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34578,2018-07-07 14:54:16:055
0.7661,1.6089,8.2552,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34601,2018-07-07 14:54:16:078
0.7661,1.6089,8.2552,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34626,2018-07-07 14:54:16:103
2.0877,1.9632,9.9599,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34650,2018-07-07 14:54:16:127
2.0877,1.9632,9.9599,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34674,2018-07-07 14:54:16:151
2.0877,1.9632,9.9599,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34698,2018-07-07 14:54:16:175
2.0877,1.9632,9.9599,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34722,2018-07-07 14:54:16:199
2.0877,1.9632,9.9599,-34.2,-9.9,-9.06,102.81,-10.98,-5.3,34746,2018-07-07 14:54:16:223
1.1971,2.5187,8.0637,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34769,2018-07-07 14:54:16:246
1.1971,2.5187,8.0637,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34794,2018-07-07 14:54:16:271
1.1971,2.5187,8.0637,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34817,2018-07-07 14:54:16:294
1.1971,2.5187,8.0637,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34841,2018-07-07 14:54:16:318
1.1971,2.5187,8.0637,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34865,2018-07-07 14:54:16:342
1.4365,3.055,9.5385,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34890,2018-07-07 14:54:16:367
1.4365,3.055,9.5385,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34914,2018-07-07 14:54:16:391
1.4365,3.055,9.5385,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34938,2018-07-07 14:54:16:415
1.4365,3.055,9.5385,-33.36,-9.6,-8.82,99.95,-17.17,-8.44,34961,2018-07-07 14:54:16:438
1.4365,3.055,9.5385,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,34986,2018-07-07 14:54:16:463
1.1301,3.2848,10.0748,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,35010,2018-07-07 14:54:16:487
1.1301,3.2848,10.0748,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,35033,2018-07-07 14:54:16:510
1.1301,3.2848,10.0748,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,35057,2018-07-07 14:54:16:534
1.1301,3.2848,10.0748,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,35082,2018-07-07 14:54:16:559
1.1301,3.2848,10.0748,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,35105,2018-07-07 14:54:16:582
1.4269,3.1316,9.3757,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,35129,2018-07-07 14:54:16:606
1.4269,3.1316,9.3757,-33.0,-9.6,-9.0,99.72,-17.57,-8.56,35153,2018-07-07 14:54:16:630
1.4269,3.1316,9.3757,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35178,2018-07-07 14:54:16:655
1.4269,3.1316,9.3757,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35201,2018-07-07 14:54:16:678
-0.0766,1.5419,8.0062,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35225,2018-07-07 14:54:16:702
-0.0766,1.5419,8.0062,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35250,2018-07-07 14:54:16:727
-0.0766,1.5419,8.0062,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35274,2018-07-07 14:54:16:751
-0.0766,1.5419,8.0062,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35297,2018-07-07 14:54:16:774
-0.0766,1.5419,8.0062,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35321,2018-07-07 14:54:16:798
0.9768,1.9632,10.5345,-32.16,-9.78,-9.0,99.74,-18.27,-8.65,35346,2018-07-07 14:54:16:823
0.9768,1.9632,10.5345,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35369,2018-07-07 14:54:16:846
0.9768,1.9632,10.5345,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35393,2018-07-07 14:54:16:870
0.9768,1.9632,10.5345,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35417,2018-07-07 14:54:16:894
0.9768,1.9632,10.5345,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35442,2018-07-07 14:54:16:919
0.9002,2.7198,7.9104,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35465,2018-07-07 14:54:16:942
0.9002,2.7198,7.9104,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35489,2018-07-07 14:54:16:966
0.9002,2.7198,7.9104,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35513,2018-07-07 14:54:16:990
0.9002,2.7198,7.9104,-31.44,-10.08,-9.6,104.05,-10.51,-5.3,35538,2018-07-07 14:54:17:015
0.9002,2.7198,7.9104,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35561,2018-07-07 14:54:17:038
1.0247,3.2561,8.8394,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35585,2018-07-07 14:54:17:062
1.0247,3.2561,8.8394,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35609,2018-07-07 14:54:17:086
1.0247,3.2561,8.8394,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35634,2018-07-07 14:54:17:111
1.0247,3.2561,8.8394,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35658,2018-07-07 14:54:17:135
1.0247,3.2561,8.8394,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35681,2018-07-07 14:54:17:158
1.1109,3.4955,10.2376,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35705,2018-07-07 14:54:17:182
1.1109,3.4955,10.2376,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35730,2018-07-07 14:54:17:207
1.1109,3.4955,10.2376,-30.72,-9.78,-9.36,100.35,-18.86,-6.49,35753,2018-07-07 14:54:17:230
1.1109,3.4955,10.2376,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35777,2018-07-07 14:54:17:254
1.4365,3.2274,10.8026,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35802,2018-07-07 14:54:17:279
1.4365,3.2274,10.8026,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35826,2018-07-07 14:54:17:303
1.4365,3.2274,10.8026,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35849,2018-07-07 14:54:17:326
1.4365,3.2274,10.8026,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35874,2018-07-07 14:54:17:351
0.498,1.561,8.5138,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35897,2018-07-07 14:54:17:374
0.498,1.561,8.5138,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35921,2018-07-07 14:54:17:398
0.498,1.561,8.5138,-30.78,-9.54,-8.88,100.47,-18.75,-6.19,35946,2018-07-07 14:54:17:423
0.498,1.561,8.5138,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,35970,2018-07-07 14:54:17:447
1.6568,1.7909,10.1801,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,35993,2018-07-07 14:54:17:470
1.6568,1.7909,10.1801,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,36033,2018-07-07 14:54:17:510
1.6568,1.7909,10.1801,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,36042,2018-07-07 14:54:17:519
1.6568,1.7909,10.1801,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,36066,2018-07-07 14:54:17:543
1.1684,2.5953,7.7572,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,36090,2018-07-07 14:54:17:567
1.1684,2.5953,7.7572,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,36113,2018-07-07 14:54:17:590
1.1684,2.5953,7.7572,-30.96,-9.24,-7.92,103.09,-10.37,-3.35,36138,2018-07-07 14:54:17:615
1.1684,2.5953,7.7572,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36162,2018-07-07 14:54:17:639
1.1971,3.1603,8.5904,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36185,2018-07-07 14:54:17:662
1.1971,3.1603,8.5904,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36209,2018-07-07 14:54:17:686
1.1971,3.1603,8.5904,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36234,2018-07-07 14:54:17:711
1.1971,3.1603,8.5904,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36258,2018-07-07 14:54:17:735
1.1971,3.1603,8.5904,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36282,2018-07-07 14:54:17:759
1.8004,3.5721,8.4372,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36306,2018-07-07 14:54:17:783
1.8004,3.5721,8.4372,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36330,2018-07-07 14:54:17:807
1.8004,3.5721,8.4372,-30.06,-9.0,-6.66,99.84,-18.31,-8.57,36353,2018-07-07 14:54:17:830
1.8004,3.5721,8.4372,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36378,2018-07-07 14:54:17:855
1.8004,3.5721,10.9559,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36402,2018-07-07 14:54:17:879
1.5227,3.7637,10.9559,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36426,2018-07-07 14:54:17:903
1.5227,3.7637,10.9559,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36450,2018-07-07 14:54:17:927
1.5227,3.7637,10.9559,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36474,2018-07-07 14:54:17:951
1.5227,3.7637,10.9559,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36497,2018-07-07 14:54:17:974
0.9194,2.0973,11.7029,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36521,2018-07-07 14:54:17:998
0.9194,2.0973,11.7029,-30.24,-9.24,-6.24,97.46,-22.49,-12.05,36545,2018-07-07 14:54:18:022
0.9194,2.0973,11.7029,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36569,2018-07-07 14:54:18:046
0.9194,2.0973,11.7029,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36593,2018-07-07 14:54:18:070
0.9194,2.0973,11.7029,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36617,2018-07-07 14:54:18:094
-0.3065,1.743,9.8641,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36641,2018-07-07 14:54:18:118
-0.3065,1.743,9.8641,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36665,2018-07-07 14:54:18:142
-0.3065,1.743,9.8641,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36689,2018-07-07 14:54:18:166
-0.3065,1.743,9.8641,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36713,2018-07-07 14:54:18:190
-0.3065,1.743,9.8641,-29.52,-9.78,-6.3,105.89,-10.13,-4.49,36738,2018-07-07 14:54:18:215
0.6704,2.0877,8.4467,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36762,2018-07-07 14:54:18:239
0.6704,2.0877,8.4467,-29.16,-10.08,-6.66,104.8,-13.84,-4.54,36785,2018-07-07 14:54:18:262
