ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
-0.271,10.283,2.947,0.651,9.335,2.934,-0.922,0.949,0.014,-0.426,0.216,0.316,45,10.9,-32.5,18.2,193.7,-72.8,-12.3,3,1000,57.83,,,,NaN,,,,,0 / 0,119535,2018-08-27 12:46:16:409,0.19
0.125,9.955,2.457,0.845,9.224,3.22,-0.944,0.93,-0.618,-0.347,0.203,0.56,44,8.4,-33.2,18.1,188.6,-70.9,-13.6,3,1000,57.83,,,,NaN,,,,,0 / 0,119636,2018-08-27 12:46:16:510,0.19
1.439,9.091,3.951,1.289,9.085,3.459,0.073,0.054,0.556,-0.119,0.004,0.641,44,5.6,-34.6,17.8,179.6,-68.3,-19.1,3,1000,57.75,,,,NaN,,,,,0 / 0,119735,2018-08-27 12:46:16:609,0.19
1.65,9.637,3.575,1.794,9.048,3.329,-0.145,0.589,0.245,0.239,0.335,0.586,41,3.7,-35,17.8,171.3,-67.3,-26.9,3,1000,57.75,,,,NaN,,,,,0 / 0,119835,2018-08-27 12:46:16:709,0.19
2.215,8.267,3.132,2.254,8.989,3.208,-0.049,-0.707,-0.105,0.385,0.641,0.446,35,1.2,-35.1,18.4,162.5,-66.8,-32.8,3,1000,57.75,,,,NaN,,,,,0 / 0,119935,2018-08-27 12:46:16:809,0.19
1.93,9.058,3.524,2.265,9.023,3.103,-0.517,0.202,0.392,0.002,0.196,0.186,35,-1,-35.1,20.3,155.8,-66.9,-36.1,3,1000,59.66,,,,NaN,,,,,0 / 0,120035,2018-08-27 12:46:16:909,0.19
2.042,9.721,3.223,2.08,9.109,2.978,0.025,0.37,0.233,0.553,0.506,-0.351,29,-1,-33.3,20.5,153.5,-67,-36.3,3,1000,59.66,,,,NaN,,,,,0 / 0,120135,2018-08-27 12:46:17:009,0.19
2.275,8.124,3.302,1.946,9.179,2.852,0.434,-0.818,0.313,-0.034,0.182,-0.053,29,-0.9,-34,21.8,154.9,-69.5,-34.5,3,1000,59.66,,,,NaN,,,,,0 / 0,120235,2018-08-27 12:46:17:109,0.19
3.007,9.256,1.551,1.868,9.259,2.637,1.192,-0.043,-1.256,-0.015,0.398,-0.094,25,-1.8,-33.3,22.6,151.8,-70.5,-35.1,3,1000,60.27,,,,NaN,,,,,0 / 0,120335,2018-08-27 12:46:17:209,0.19
3.024,8.902,1.604,2.019,9.193,2.752,1.187,-0.239,-1.176,-0.199,0.062,0.281,25,-2.6,-33.3,22.7,151.8,-70.3,-35.2,3,1000,60.27,,,,NaN,,,,,0 / 0,120435,2018-08-27 12:46:17:309,0.19
3.45,8.682,2.988,2.344,9.07,2.9,1.106,-0.388,0.088,0.03,-0.073,-0.023,24,-2.1,-33.5,20.8,151.1,-67.8,-38.5,3,1000,60.27,,,,NaN,,,,,0 / 0,120535,2018-08-27 12:46:17:409,0.19
2.804,9.579,2.191,2.404,9.064,2.869,-0.108,0.741,-0.238,-0.118,-0.357,0.316,24,-2,-33.7,19.4,151.8,-67.7,-39.4,3,1000,60.27,,,,NaN,,,,,0 / 0,120635,2018-08-27 12:46:17:509,0.19
3.019,9.163,2.808,2.65,9.017,2.801,0.408,0.093,0.113,0.248,-0.049,-0.234,25,-2,-34.3,19.4,150.1,-66.5,-42.8,3,1000,58.77,,,,NaN,,,,,0 / 0,120735,2018-08-27 12:46:17:609,0.19
1.573,9.644,2.471,2.401,9.151,2.583,-0.859,0.56,-0.298,0.388,0.088,-0.318,25,-1.3,-34.7,21.6,148.3,-68,-43.3,3,1000,58.77,,,,NaN,,,,,0 / 0,120835,2018-08-27 12:46:17:709,0.19
2.15,10.039,3.963,2.059,9.308,2.302,0.137,0.727,1.649,0.26,0.413,-0.251,25,-2.3,-33.2,22.9,146.2,-71.2,-42.4,3,1000,58.77,,,,NaN,,,,,0 / 0,120936,2018-08-27 12:46:17:810,0.19
2.497,9.218,4.542,1.943,9.333,2.299,0.709,-0.288,1.748,0.315,0.055,-0.287,26,-1.6,-32.7,24.1,147,-72,-40.4,3,1000,61.11,,,,NaN,,,,,0 / 0,121035,2018-08-27 12:46:17:909,0.19
2.016,9.833,1.903,1.801,9.417,2.061,0.133,0.421,-0.122,0.309,-0.469,-0.316,26,-0.4,-32,23.7,148.2,-73.1,-40.2,3,1000,61.11,,,,NaN,,,,,0 / 0,121135,2018-08-27 12:46:18:009,0.19
1.978,8.461,1.884,1.672,9.467,1.937,0.423,-1.018,-0.186,0.176,-1.043,-0.535,31,1.7,-31.3,23.8,149.2,-74.1,-40.7,3,1000,61.11,,,,NaN,,,,,0 / 0,121235,2018-08-27 12:46:18:109,0.19
1.049,9.405,1.535,1.411,9.566,1.638,-0.395,-0.079,-0.177,0.159,-1.427,-0.38,31,6.7,-30.7,24.9,160.2,-76.8,-40.3,3,1000,61.31,,,,NaN,,,,,0 / 0,121335,2018-08-27 12:46:18:209,0.19
0.917,9.151,2.275,1.42,9.582,1.528,-0.56,-0.362,0.766,-0.094,-1.764,-0.329,33,11.5,-30,23.4,163.7,-77.5,-42.6,3,1000,61.31,,,,NaN,,,,,0 / 0,121436,2018-08-27 12:46:18:310,0.19
0.354,10.425,2.909,1.341,9.618,1.367,-0.831,0.809,1.504,0.132,-2.373,-0.258,33,16.2,-29.6,19.9,173.4,-78.2,-43.6,3,1000,61.31,,,,NaN,,,,,0 / 0,121535,2018-08-27 12:46:18:409,0.19
0.953,10.039,2.076,1.338,9.664,0.997,-0.435,0.301,1.112,0.229,-2.788,-0.296,35,19.8,-29.5,15.4,178.7,-79.5,-49.8,3,1000,64.78,,,,NaN,,,,,0 / 0,121635,2018-08-27 12:46:18:509,0.19
1.025,9.251,3.646,1.096,9.715,0.763,0.013,-0.404,2.582,0.024,-1.894,-0.769,33,25,-28.8,10.3,183.2,-81.2,-59.7,3,1000,64.78,,,,NaN,,,,,0 / 0,121735,2018-08-27 12:46:18:609,0.19
1.458,9.682,1.312,0.628,9.765,0.648,0.676,0.044,0.499,0.136,-2.604,-0.363,33,28.8,-25.6,3.8,214.1,-84.6,-45.5,3,1000,64.78,,,,NaN,,,,,0 / 0,121836,2018-08-27 12:46:18:710,0.19
1.745,9.17,1.094,0.768,9.761,0.558,0.906,-0.54,0.379,-0.154,-2.744,-0.053,25,29.6,-25.7,-2.8,220.5,-84.9,-50.5,3,1000,61.1,,,,NaN,,,,,0 / 0,121935,2018-08-27 12:46:18:809,0.19
1.698,9.462,1.453,1.161,9.689,0.97,0.556,-0.28,0.489,-0.968,-3.18,-0.02,25,25.8,-25.3,-13.3,238.8,-81.9,-52.1,3,1000,61.1,,,,NaN,,,,,0 / 0,122035,2018-08-27 12:46:18:909,0.19
-0.838,10.786,1.631,0.992,9.697,1.072,-1.66,0.976,0.63,-0.096,-1.647,-0.529,29,22.6,-24.1,-21.1,256.1,-80.7,-46.3,3,1000,61.1,,,,NaN,,,,,0 / 0,122135,2018-08-27 12:46:19:009,0.19
0.297,10.078,0.749,0.803,9.716,1.056,-0.506,0.361,-0.307,-0.35,-1.099,-0.064,29,19.8,-22.9,-25.1,274.8,-82.3,-39.6,3,1000,61.1,,,,NaN,,,,,0 / 0,122236,2018-08-27 12:46:19:110,0.19
0.251,10.089,0.144,0.571,9.751,0.871,-0.392,0.334,-0.455,0.248,-0.073,-0.268,34,19,-22.9,-30.1,289.4,-83.4,-34.1,3,1000,61.1,,,,NaN,,,,,0 / 0,122335,2018-08-27 12:46:19:209,0.19
-0.247,10.528,-0.52,0.395,9.781,0.582,-0.56,0.849,-1.245,0.237,0.273,-0.042,34,18.3,-22.8,-27.4,290,-85.5,-33.2,3,1000,61.1,,,,NaN,,,,,0 / 0,122435,2018-08-27 12:46:19:309,0.19
-0.5,10.008,0.687,0.476,9.787,0.403,-0.945,0.343,0.337,0.097,-0.13,0.233,39,18.2,-23.2,-25.8,276.1,-86.4,-46.5,3,1000,61.1,,,,NaN,,,,,0 / 0,122535,2018-08-27 12:46:19:409,0.19
-0.378,9.912,0.596,0.494,9.789,0.313,-0.961,0.02,0.442,0.041,-0.294,-0.139,42,17.4,-24.5,-25.5,264.3,-86.4,-58.5,3,1000,60.97,,,,NaN,,,,,0 / 0,122635,2018-08-27 12:46:19:509,0.19
-0.345,9.421,-0.235,0.283,9.799,0.28,-0.647,-0.341,-0.632,-0.02,-0.574,-0.178,42,15.8,-23.3,-26,277.9,-87.4,-48.6,3,1000,60.97,,,,NaN,,,,,0 / 0,122735,2018-08-27 12:46:19:609,0.19
-0.486,9.896,0.618,0.11,9.8,0.347,-0.728,0.177,0.467,-0.07,-0.794,-0.031,43,14.9,-23.1,-27.2,299.6,-88,-28.5,3,1000,60.97,,,,NaN,,,,,0 / 0,122835,2018-08-27 12:46:19:709,0.19
-0.158,10.056,0.175,0.085,9.797,0.425,-0.216,0.261,-0.229,-0.126,-0.803,0.076,43,13,-22.9,-29.2,324.9,-87.6,-9.9,3,1000,60.52,,,,NaN,,,,,0 / 0,122936,2018-08-27 12:46:19:810,0.19
-0.093,9.771,0.292,0.141,9.795,0.459,-0.208,-0.026,-0.32,-0.047,-0.734,0.002,44,9.4,-23.6,-30,325.7,-87.2,-16.4,3,1000,60.52,,,,NaN,,,,,0 / 0,123035,2018-08-27 12:46:19:909,0.19
-0.476,9.455,0.764,0.108,9.797,0.416,-0.532,-0.359,0.278,0.076,-0.729,-0.081,44,9.2,-23.6,-30.9,326.6,-87.3,-16.1,3,1000,60.52,,,,NaN,,,,,0 / 0,123135,2018-08-27 12:46:20:009,0.19
-1.355,9.311,0.824,-0.092,9.799,0.386,-1.253,-0.334,0.294,0.044,-0.508,-0.168,43,6.1,-23.6,-31.4,355,-87.7,6.2,3,1000,60.17,,,,NaN,,,,,0 / 0,123235,2018-08-27 12:46:20:109,0.19
-0.026,9.247,1.597,-0.105,9.789,0.581,0.225,-0.492,1.289,-0.519,-0.317,0.115,43,4.6,-23.6,-32.3,12.6,-87.5,21.1,3,1000,60.17,,,,NaN,,,,,0 / 0,123336,2018-08-27 12:46:20:210,0.19
-1.233,10.93,2.935,-0.253,9.77,0.812,-0.848,1.105,2.111,0.059,0.285,-0.364,42,5.2,-22.4,-33.1,2,-85.5,10.5,3,1000,60.17,,,,NaN,,,,,0 / 0,123435,2018-08-27 12:46:20:309,0.19
0.089,9.769,1.789,-0.282,9.752,0.99,0.371,0.016,0.798,-0.396,-0.331,0.257,41,5.8,-22.4,-32.9,14.3,-84.8,23.4,3,1000,60.17,,,,NaN,,,,,0 / 0,123535,2018-08-27 12:46:20:409,0.19
-0.239,9.927,0.136,-0.3,9.758,0.924,-0.004,0.156,-0.792,0.201,0.329,-0.012,41,6,-21.9,-33.4,7,-84.1,16.8,3,1000,61.12,,,,NaN,,,,,0 / 0,123636,2018-08-27 12:46:20:510,0.19
-0.733,10.585,1.2,-0.249,9.757,0.958,-0.431,0.795,0.229,0.195,0.949,-0.102,43,6.3,-22.5,-33.1,1.8,-84.1,12,3,1000,61.12,,,,NaN,,,,,0 / 0,123735,2018-08-27 12:46:20:609,0.19
-0.453,9.204,1.341,-0.173,9.763,0.906,-0.452,-0.639,0.703,-0.244,0.673,0.247,43,9.7,-23.2,-31.8,2.1,-84.8,17.3,3,1000,61.12,,,,NaN,,,,,0 / 0,123835,2018-08-27 12:46:20:709,0.19
-1.446,9.527,1.295,-0.261,9.771,0.796,-1.291,-0.105,0.361,0.351,2.328,-0.003,45,12.7,-22.7,-29.9,349.2,-84.8,13.4,3,1000,61.97,,,,NaN,,,,,0 / 0,123935,2018-08-27 12:46:20:809,0.19
-1.326,8.765,1.18,-0.418,9.759,0.875,-0.909,-0.993,0.305,-0.514,1.983,0.421,45,18.8,-23.3,-25.5,354,-85.1,27.6,3,1000,61.97,,,,NaN,,,,,0 / 0,124035,2018-08-27 12:46:20:909,0.19
-1.666,10.544,2.686,-0.671,9.714,1.163,-0.95,0.751,1.629,0,2.349,-0.207,50,24,-22.9,-22.6,337.5,-82.4,25.9,3,1000,61.97,,,,NaN,,,,,0 / 0,124135,2018-08-27 12:46:21:009,0.19
-0.675,9.175,1.446,-0.808,9.705,1.151,0.111,-0.506,0.29,-0.276,1.811,0.421,50,28,-22.9,-15.2,332.1,-81.8,36.9,3,1000,60.17,,,,NaN,,,,,0 / 0,124235,2018-08-27 12:46:21:109,0.19
0.074,9.484,1.611,-0.66,9.724,1.087,0.725,-0.262,0.517,-0.001,2.13,0.393,56,28.6,-24.4,-10.4,321,-82,32.5,3,1000,60.17,,,,NaN,,,,,0 / 0,124336,2018-08-27 12:46:21:210,0.19
0.223,9.963,1.149,-0.363,9.745,1.034,0.567,0.232,0.165,-0.177,1.658,0.536,58,30.1,-24.6,-3.4,294.1,-83.5,23.4,3,1000,60.17,,,,NaN,,,,,0 / 0,124435,2018-08-27 12:46:21:309,0.19
0.402,9.766,1.53,-0.087,9.741,1.13,0.489,-0.018,0.527,0.187,1.077,0.24,58,28.5,-25.7,1.9,270,-83.3,8.3,3,1000,59.25,,,,NaN,,,,,0 / 0,124535,2018-08-27 12:46:21:409,0.19
0.903,9.908,0.721,-0.004,9.756,0.994,1.017,0.183,-0.355,0.05,0.622,-0.033,52,27.4,-26.8,4.1,257.8,-83.8,1.6,3,1000,59.25,,,,NaN,,,,,0 / 0,124635,2018-08-27 12:46:21:509,0.19
1.482,9.259,2.198,0.054,9.752,1.036,1.43,-0.5,1.128,0.027,0.301,-0.017,52,27.3,-27,5.8,250.6,-84.1,-1.6,3,1000,59.25,,,,NaN,,,,,0 / 0,124736,2018-08-27 12:46:21:610,0.19
1.753,10.999,1.671,0.18,9.762,0.922,1.786,1.417,0.263,-0.081,0.934,-0.045,43,27.8,-27.2,7.9,241.8,-84.5,-7.9,3,1000,59.25,,,,NaN,,,,,0 / 0,124835,2018-08-27 12:46:21:709,0.19
1.202,8.713,1.319,0.456,9.737,1.071,0.93,-1.216,-0.152,-0.081,0.295,0.351,43,27.5,-27.1,10,228.9,-83.8,-17.2,3,1000,61.57,,,,NaN,,,,,0 / 0,124935,2018-08-27 12:46:21:809,0.19
1.846,9.125,0.903,0.785,9.694,1.258,1.051,-0.665,-0.362,0.059,0.826,0.125,36,26.7,-27.7,10.3,214.1,-82,-29,3,1000,61.57,,,,NaN,,,,,0 / 0,125035,2018-08-27 12:46:21:909,0.19
1.226,10.212,1.774,0.911,9.664,1.393,0.054,0.674,-0.052,-0.361,0.985,0.301,36,24.7,-27.7,13,205.2,-80.7,-33.7,3,1000,61.57,,,,NaN,,,,,0 / 0,125136,2018-08-27 12:46:22:010,0.19
1.559,9.568,1.221,0.952,9.621,1.644,0.587,-0.07,-0.303,0.214,1.115,0,35,22.5,-28.8,14.2,203.4,-78.8,-31,3,1000,63.48,,,,NaN,,,,,0 / 0,125235,2018-08-27 12:46:22:109,0.19
0.951,9.146,1.741,0.729,9.642,1.634,0.284,-0.551,0.207,0.207,1.275,-0.118,35,21.2,-29,17,201.7,-79.3,-25.4,3,1000,63.48,,,,NaN,,,,,0 / 0,125335,2018-08-27 12:46:22:209,0.19
0.946,10.137,-0.182,0.515,9.692,1.403,0.689,0.615,-2.097,-0.357,1.691,0.01,35,19.8,-28.4,18.4,203.5,-81.1,-21,3,1000,63.48,,,,NaN,,,,,0 / 0,125435,2018-08-27 12:46:22:309,0.19
-1.106,9.33,2.758,0.361,9.655,1.68,-1.534,-0.288,1.174,-0.151,1.628,0.407,33,14.3,-28.4,22.7,198.1,-80.4,-14,3,1000,62.22,,,,NaN,,,,,0 / 0,125535,2018-08-27 12:46:22:409,0.19
-0.541,10.14,2.471,0.191,9.596,2.011,-0.876,0.63,0.151,0.255,1.842,-0.052,33,9.6,-29.7,24,191,-78,-9.3,3,1000,62.22,,,,NaN,,,,,0 / 0,125636,2018-08-27 12:46:22:510,0.19
-0.718,8.811,3.196,-0.247,9.539,2.26,-0.684,-0.731,1.121,-0.494,0.721,0.135,33,4.6,-29.7,26.3,193.4,-78,3.4,3,1000,62.22,,,,NaN,,,,,0 / 0,125735,2018-08-27 12:46:22:609,0.19
0.941,9.599,3.476,-0.247,9.406,2.765,1.26,0.179,0.487,-0.452,0.352,-0.06,33,3.1,-30.8,25.2,191.4,-74.9,5.5,3,1000,62.51,,,,NaN,,,,,0 / 0,125835,2018-08-27 12:46:22:709,0.19
-1.35,9.872,3.35,-0.454,9.443,2.607,-0.889,0.465,0.781,0.281,-0.097,0.091,41,2.2,-31,25.3,191.2,-74.3,9.9,3,1000,62.51,,,,NaN,,,,,0 / 0,125935,2018-08-27 12:46:22:809,0.19
-0.812,9.307,1.999,-0.315,9.497,2.425,-0.496,-0.19,-0.425,0.487,0.01,-0.03,41,2.8,-29.9,25.9,190.8,-75.1,7.1,3,1000,62.51,,,,NaN,,,,,0 / 0,126036,2018-08-27 12:46:22:910,0.19
-1.391,9.642,2.785,-0.253,9.549,2.218,-1.124,0.188,0.564,0.109,0.188,0.273,44,1.9,-30.8,26.4,189.4,-76.8,7.3,3,1000,62.51,,,,NaN,,,,,0 / 0,126135,2018-08-27 12:46:23:009,0.19
0.278,9.795,0.108,-0.024,9.552,2.219,0.342,0.231,-2.149,-0.259,0.283,0.198,45,2.2,-29.5,25.7,187.8,-77.2,3.1,3,1000,62.21,,,,NaN,,,,,0 / 0,126235,2018-08-27 12:46:23:109,0.19
-0.017,10.915,2.066,0.059,9.539,2.275,0.233,1.401,-0.58,-0.428,0.62,0.108,45,0.2,-29.9,25.9,179,-76.8,-1.2,3,1000,62.21,,,,NaN,,,,,0 / 0,126336,2018-08-27 12:46:23:210,0.19
0.438,8.935,0.869,0.059,9.557,2.199,0.379,-0.602,-1.33,0.117,0.117,0.174,44,-1.4,-31,26.3,178,-76.7,-0.3,3,1000,62.21,,,,NaN,,,,,0 / 0,126435,2018-08-27 12:46:23:309,0.19
0.687,9.414,1.712,0.127,9.594,2.026,0.572,-0.221,-0.333,0.285,0.472,0.097,44,-0.8,-30.4,24.7,175.2,-78.1,-3.6,3,1000,61.75,,,,NaN,,,,,0 / 0,126535,2018-08-27 12:46:23:409,0.19
0.702,9.261,2.485,0.254,9.602,1.978,0.45,-0.338,0.5,-0.279,0.232,0.256,45,-3.5,-30.7,24.9,169.3,-78.6,-6.2,3,1000,61.75,,,,NaN,,,,,0 / 0,126635,2018-08-27 12:46:23:509,0.19
1.341,9.414,1.633,0.387,9.559,2.154,0.927,-0.128,-0.531,-0.312,0.102,0.093,45,-4.8,-30.8,25.6,162.9,-77.1,-10.2,3,1000,61.75,,,,NaN,,,,,0 / 0,126736,2018-08-27 12:46:23:610,0.19
0.819,10.121,1.982,0.322,9.511,2.369,0.42,0.61,-0.375,-0.174,0.177,-0.299,44,-4.6,-31.4,25.6,165.8,-76,-8.8,3,1000,61.89,,,,NaN,,,,,0 / 0,126835,2018-08-27 12:46:23:709,0.19
0.122,9.309,3.057,0.255,9.429,2.685,-0.133,-0.12,0.373,-0.332,-0.557,-0.138,44,-4.5,-32.8,24.5,168.8,-74.4,-5.5,3,1000,61.89,,,,NaN,,,,,0 / 0,126935,2018-08-27 12:46:23:809,0.19
-0.271,10.576,1.669,0.152,9.432,2.679,-0.389,1.083,-1.015,0.041,-0.226,-0.244,46,-2.8,-32.6,24.2,171.4,-73.9,-4.4,3,1000,61.89,,,,NaN,,,,,0 / 0,127035,2018-08-27 12:46:23:909,0.19
-1.027,9.908,2.883,0.034,9.447,2.63,-1.008,0.384,0.138,-0.009,-0.395,0.063,44,-1.1,-32.7,23.3,177.6,-74.4,-0.8,3,1000,63.53,,,,NaN,,,,,0 / 0,127136,2018-08-27 12:46:24:010,0.19
-0.759,9.709,1.525,-0.028,9.482,2.504,-0.645,0.201,-0.73,0.047,-0.025,-0.119,44,-0.5,-32.9,24.1,178.1,-75,-0.2,3,1000,63.53,,,,NaN,,,,,0 / 0,127235,2018-08-27 12:46:24:109,0.19
-0.419,9.532,2.236,-0.116,9.495,2.449,-0.248,0.08,-0.278,-0.027,-0.299,-0.123,43,-0.2,-32.4,23.3,181.6,-75.5,2.2,3,1000,63.53,,,,NaN,,,,,0 / 0,127335,2018-08-27 12:46:24:209,0.19
-0.546,9.271,1.805,-0.174,9.498,2.434,-0.285,-0.287,-0.633,0.081,-0.387,-0.218,43,0.7,-32.6,24.1,184.3,-75.5,3.3,3,1000,63.53,,,,NaN,,,,,0 / 0,127435,2018-08-27 12:46:24:309,0.19
-0.129,10.406,0.781,-0.201,9.53,2.304,0.072,0.875,-1.523,-0.136,-0.582,0.063,43,1.4,-32.2,23.8,188.4,-76,6.1,3,1000,58.71,,,,NaN,,,,,0 / 0,127536,2018-08-27 12:46:24:410,0.19
0.745,8.052,2.263,0.033,9.532,2.304,0.429,-1.265,-0.027,0.097,-0.679,0.291,43,3.2,-32.5,23.9,188.2,-76.3,3.5,3,1000,58.71,,,,NaN,,,,,0 / 0,127635,2018-08-27 12:46:24:509,0.19
1.628,10.597,1.104,0.311,9.579,2.079,1.758,0.774,-1.646,0.019,0.026,-0.239,40,3.7,-31.8,23.9,181,-77.5,-8.2,3,1000,58.71,,,,NaN,,,,,0 / 0,127735,2018-08-27 12:46:24:609,0.19
1.042,9.517,1.554,0.434,9.594,1.982,0.394,0.023,-0.217,-0.249,-0.843,0.347,40,4.8,-31.7,24.8,181.6,-78.3,-9.3,3,1000,62.27,,,,NaN,,,,,0 / 0,127836,2018-08-27 12:46:24:710,0.19
0.977,9.673,1.762,0.613,9.606,1.875,0.142,0.184,-0.232,0.538,0.121,-0.354,37,6.1,-31.6,23.2,175,-77.2,-18.6,3,1000,62.27,,,,NaN,,,,,0 / 0,127935,2018-08-27 12:46:24:809,0.19
0.335,9.539,1.128,0.513,9.663,1.594,-0.285,-0.028,-0.363,0.028,-0.287,0.055,36,6.5,-30.8,24.5,175.4,-79.7,-16.9,3,1000,62.27,,,,NaN,,,,,0 / 0,128036,2018-08-27 12:46:24:910,0.19
0.148,10.085,1.137,0.429,9.696,1.403,-0.28,0.388,-0.265,0.137,0.376,-0.092,36,6.7,-30.2,25.7,177.7,-81.1,-17.8,3,1000,59.86,,,,NaN,,,,,0 / 0,128135,2018-08-27 12:46:25:009,0.19
-0.117,10.343,1.822,0.24,9.704,1.397,-0.429,0.63,0.349,0.089,0.445,-0.165,38,5.4,-31,25.2,180,-81.4,-13.5,3,1000,59.86,,,,NaN,,,,,0 / 0,128235,2018-08-27 12:46:25:109,0.19
-0.876,9.623,3.74,0.166,9.702,1.417,-1.042,-0.08,2.323,0.313,0.562,0.064,38,4.4,-30.8,25.8,182.6,-81.6,-7.8,3,1000,59.86,,,,NaN,,,,,0 / 0,128335,2018-08-27 12:46:25:209,0.19
-0.067,9.508,2.854,0.289,9.7,1.416,-0.356,-0.192,1.438,-0.133,0.266,0.341,41,2.6,-29.4,25.9,180.8,-82.1,-7.5,3,1000,60.84,,,,NaN,,,,,0 / 0,128436,2018-08-27 12:46:25:310,0.19
0.709,8.66,1.511,0.393,9.675,1.554,0.315,-1.015,-0.043,0.021,-0.039,-0.045,41,2,-30.4,25.3,171.8,-80.6,-14.3,3,1000,60.84,,,,NaN,,,,,0 / 0,128535,2018-08-27 12:46:25:409,0.19
0.002,10.18,0.893,0.24,9.7,1.423,-0.238,0.481,-0.53,0.101,-0.185,-0.127,42,2.2,-29.5,26.9,174.2,-81.2,-10.9,3,1000,60.84,,,,NaN,,,,,0 / 0,128635,2018-08-27 12:46:25:509,0.19
-0.017,9.611,0.749,0.287,9.706,1.374,-0.332,-0.045,-0.503,0.027,-0.631,0.077,42,2.7,-29.2,26.8,176.4,-81.7,-10.4,3,1000,63.36,,,,NaN,,,,,0 / 0,128736,2018-08-27 12:46:25:610,0.19
0.697,9.826,1.41,0.465,9.703,1.342,0.232,0.123,0.069,0.044,-0.863,0.022,41,3.6,-30.2,26.3,170.8,-81.7,-17.1,3,1000,63.36,,,,NaN,,,,,0 / 0,128836,2018-08-27 12:46:25:710,0.19
1.008,10.188,1.698,0.679,9.7,1.275,0.24,0.313,0.705,-0.226,-1.227,0.105,33,6,-28.7,25.9,168.2,-81.8,-26.5,3,1000,63.36,,,,NaN,,,,,0 / 0,128935,2018-08-27 12:46:25:809,0.19
1.08,8.806,2.411,0.858,9.678,1.328,0.221,-0.872,1.083,0.12,-1.222,-0.124,33,9.7,-30.7,24.5,172.2,-80.8,-31.8,3,1000,63.36,,,,NaN,,,,,0 / 0,129035,2018-08-27 12:46:25:909,0.19
1.173,10.015,1.276,0.828,9.69,1.264,0.345,0.326,0.012,-0.14,-1.05,-0.311,30,12.9,-29,23.3,173,-81.1,-34.6,3,1000,64.39,,,,NaN,,,,,0 / 0,129136,2018-08-27 12:46:26:010,0.19
0.615,10.401,1.836,0.744,9.694,1.283,-0.105,0.511,0.793,-0.228,-0.696,0.001,30,15.4,-28,21.7,182.6,-81.4,-31.3,3,1000,64.39,,,,NaN,,,,,0 / 0,129235,2018-08-27 12:46:26:109,0.19
1.18,9.546,1.106,0.85,9.691,1.241,0.331,-0.145,-0.135,0.118,-0.278,-0.001,29,16.1,-29.2,20.3,185.3,-80.9,-31.5,3,1000,64.39,,,,NaN,,,,,0 / 0,129335,2018-08-27 12:46:26:209,0.19
0.778,9.975,1.58,0.839,9.703,1.144,0.054,0.202,0.446,0.201,0.306,-0.135,29,16.9,-29.7,21.2,182.4,-81.3,-36.2,3,1000,59.33,,,,NaN,,,,,0 / 0,129435,2018-08-27 12:46:26:309,0.19
0.735,9.5,1.422,0.734,9.719,1.081,0.001,-0.219,0.341,0.023,0.74,-0.012,29,16.7,-28,21.4,181.8,-82.3,-35.6,3,1000,59.33,,,,NaN,,,,,0 / 0,129536,2018-08-27 12:46:26:410,0.19
1.3,10.367,0.139,0.433,9.747,0.985,0.867,0.62,-0.846,0.006,1.287,-0.301,29,14.8,-27.8,23.6,186,-83.6,-25.4,3,1000,59.33,,,,NaN,,,,,0 / 0,129635,2018-08-27 12:46:26:509,0.19
-1.147,9.113,2.102,0.03,9.737,1.167,-1.177,-0.624,0.935,0.234,1.227,-0.087,30,12.7,-28.1,25.1,198.6,-83.1,-6.8,3,1000,61.66,,,,NaN,,,,,0 / 0,129735,2018-08-27 12:46:26:609,0.19
-0.393,9.855,1.997,-0.163,9.715,1.326,-0.23,0.14,0.671,-0.045,1.276,-0.274,31,10,-28.6,26.4,202.1,-82.3,3.7,3,1000,61.66,,,,NaN,,,,,0 / 0,129835,2018-08-27 12:46:26:709,0.19
-0.644,9.266,2.253,-0.478,9.678,1.507,-0.43,-0.257,1.053,-0.354,0.418,-0.026,31,7.3,-28.3,27.1,209.5,-81.4,17,3,1000,61.66,,,,NaN,,,,,0 / 0,129935,2018-08-27 12:46:26:809,0.19
