ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS,OUT
-0.3017,7.8772,4.3025,-0.7438,8.266,5.224,0.4422,-0.3888,-0.9215,0.6694,-0.2262,0.0117,12,-22.02,-34.74,8.52,144.69,-57.45,8.1,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,480521,2018-06-16 19:49:27:432,4.5
-0.8476,8.9283,3.7351,-0.5112,8.6712,4.5518,-0.0562,-0.1213,-0.3211,0.4153,-0.109,-0.017,11,-21.12,-34.74,13.2,146.95,-62.16,6.41,3.1,997.85,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,481021,2018-06-16 19:49:27:932,4.5
0.1101,7.9873,6.0264,-0.3857,8.1128,5.4958,0.4623,-0.238,1.0836,-0.1919,0.315,0.0734,11,-22.32,-34.56,9.6,143.95,-55.82,4.01,3.1,997.85,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,481521,2018-06-16 19:49:28:432,4.5
-0.2682,8.0615,5.9857,-0.1316,7.9169,5.7858,-0.1916,0.3673,0.1352,-0.1088,0.0737,0.0294,11,-24.24,-34.2,7.92,138.55,-53.83,1.3,3.1,997.85,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,482020,2018-06-16 19:49:28:931,4.5
0.8356,6.6441,7.099,-0.1434,7.3536,6.4865,0.8426,-0.2881,0.1361,-0.2945,0.0706,0.223,14,-25.86,-34.14,2.7,134.16,-48.58,1.27,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,482520,2018-06-16 19:49:29:431,4.5
0.5507,8.0448,5.6553,0.5341,7.4511,6.3535,-0.7878,0.1651,-0.4396,0.4251,-0.2892,0.0783,14,-26.28,-33.6,7.02,134.18,-49.45,-4.8,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,483020,2018-06-16 19:49:29:931,4.5
-0.3041,7.3863,6.6585,-0.127,7.6686,6.1112,-0.177,-0.2823,0.5473,0.1453,0.3571,0.1216,14,-26.64,-34.38,4.74,133.01,-51.24,0.01,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,483520,2018-06-16 19:49:30:431,4.5
0.1317,6.9458,6.9961,0.1147,7.4601,6.3642,0.187,-0.5311,0.4283,-0.3391,-0.1841,-0.1319,12,-27.9,-33.36,3.72,130.63,-49.53,-1.03,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,484021,2018-06-16 19:49:30:932,4.5
0.0192,7.5827,5.8133,0.1547,7.4664,6.3561,-0.3127,-0.0226,-0.5571,0.2773,-0.2018,0.2835,13,-29.1,-32.76,3.3,128.53,-49.58,-1.39,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,484521,2018-06-16 19:49:31:432,4.5
1.6808,7.2044,6.8261,0.8928,7.4642,6.2975,0.7329,-0.2527,0.0737,-0.3519,-0.076,0.1314,12,-30.06,-30.54,4.86,124.21,-49.56,-8.07,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,485020,2018-06-16 19:49:31:931,4.5
2.0375,6.8452,5.5834,1.7401,6.9994,6.6446,0.2974,-0.1542,-1.0611,0.2388,-0.4028,-0.3646,13,-30.3,-30.78,5.46,123.09,-45.54,-14.68,3.1,997.85,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,485520,2018-06-16 19:49:32:431,4.5
1.6113,6.4023,5.8205,1.7793,7.5674,5.9781,-0.7067,-0.4205,-1.0914,-0.0734,-0.4907,-0.3121,12,-22.38,-34.5,12.96,136.79,-50.5,-16.58,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,486021,2018-06-16 19:49:32:932,4.5
1.4102,7.3385,6.0384,1.0575,7.5197,6.2053,-0.0064,-0.2339,-0.3992,-0.0031,0.2979,0.5199,12,-23.04,-35.52,10.2,138.68,-50.07,-9.67,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,486520,2018-06-16 19:49:33:431,4.5
2.6145,7.7575,6.0767,1.3442,7.5582,6.1022,1.4427,-0.519,0.4629,0.3988,0.0835,0.1082,5,-25.08,-31.5,4.14,126.38,-50.42,-12.42,3.1,997.85,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,487020,2018-06-16 19:49:33:931,4.5
0.1125,7.4294,6.1102,0.8576,7.9107,5.732,-0.8025,-0.2538,0.2202,0.0274,-0.4584,-0.3298,12,-18.54,-36.78,7.5,142.34,-53.52,-9.07,3.1,997.85,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,487520,2018-06-16 19:49:34:431,4.5
2.4541,7.8963,5.6577,1.0926,7.7312,5.9334,1.3616,0.1651,-0.2757,-0.1729,-0.0912,0.3318,10,-17.34,-37.86,11.52,148.02,-52.03,-10.43,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,488020,2018-06-16 19:49:34:931,4.5
1.439,7.5276,6.2754,1.67,7.0818,6.5749,-0.2311,0.4458,-0.2995,0.0354,0.0987,-0.0861,8,-18.24,-37.56,11.88,147.06,-46.23,-14.25,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,488520,2018-06-16 19:49:35:431,4.5
0.9984,7.4869,5.8588,0.9917,7.5211,6.2144,0.0067,-0.0342,-0.3556,0.0103,0.3223,0.413,9,-21.66,-35.76,12,141.35,-50.08,-9.07,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,489021,2018-06-16 19:49:35:932,4.5
0.6919,7.4031,6.5603,1.3252,7.3549,6.3498,-0.2454,-0.2128,0.4236,-0.0831,0.0884,-0.1416,9,-25.26,-34.92,10.14,135.16,-48.59,-11.79,3.1,997.89,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,489521,2018-06-16 19:49:36:432,4.5
0.9649,7.008,6.1078,0.0672,7.393,6.4428,0.8977,-0.3849,-0.335,0.3897,-0.0045,-0.1954,10,-25.98,-34.56,6.42,136.34,-48.93,-0.6,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,490020,2018-06-16 19:49:36:931,4.5
-0.9697,8.0472,5.5834,-0.5241,7.9639,5.6983,-0.2373,-0.0149,-0.4405,-0.1454,0.0835,0.096,7,-24.6,-34.98,7.98,139.96,-54.3,5.25,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,490520,2018-06-16 19:49:37:431,4.5
-0.0694,7.2283,6.9649,-0.3191,7.3291,6.5078,0.1515,0.0811,0.402,-0.0764,0.0774,-0.2363,4,-26.34,-34.26,2.94,134.95,-48.36,2.81,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,491020,2018-06-16 19:49:37:931,4.5
-0.85,7.2594,6.7231,-0.1921,7.4565,6.3667,-0.8327,-0.0294,0.2104,-0.2194,-0.3252,-0.3622,9,-19.44,-37.74,8.4,148.99,-49.49,1.73,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,491520,2018-06-16 19:49:38:431,4.5
-0.249,6.6752,8.5931,-0.5242,6.7521,7.0926,0.3015,-0.1487,0.8469,-0.2603,-0.3484,-0.3658,8,-11.46,-41.16,7.02,163.41,-43.51,4.23,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,492020,2018-06-16 19:49:38:931,4.5
-1.2067,7.9083,4.8771,-0.2999,7.8096,5.9238,-0.6387,0.3094,-1.0945,-0.0581,0.3639,-0.4966,4,0.96,-38.52,18.48,182.89,-52.78,2.9,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,492521,2018-06-16 19:49:39:432,4.5
-2.7079,7.4103,6.4957,-3.0398,7.3994,5.6726,0.3319,0.0109,0.8231,0.1869,-0.9483,-1.1404,3,12.96,-35.4,18.54,213.41,-48.98,28.19,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,493021,2018-06-16 19:49:39:932,4.5
-4.53,7.3744,3.4286,-3.972,7.6681,4.6469,0.268,-0.9282,-0.7801,1.524,-1.2867,-1.039,3,28.32,-23.82,21.6,248.78,-51.44,40.52,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,493524,2018-06-16 19:49:40:435,4.5
-5.6242,7.3672,1.9011,-4.7367,7.7026,3.7952,0.0583,-0.5988,-1.1687,0.4343,0.1079,-0.2003,3,33.96,-16.98,20.7,270.01,-51.76,51.3,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,494021,2018-06-16 19:49:40:932,4.5
-5.2578,7.1038,3.929,-4.8575,7.6158,3.8177,-0.4147,-0.4928,0.1232,-0.0159,-0.0601,-0.0506,3,34.5,-16.86,19.56,271.63,-50.95,51.83,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,494521,2018-06-16 19:49:41:432,4.5
-4.3983,7.5348,3.9673,-4.5214,7.7047,4.0453,0.0896,-0.0838,0.1351,0.0482,-0.0308,-0.0641,3,34.2,-18.18,19.44,268.16,-51.78,48.18,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,495021,2018-06-16 19:49:41:932,4.5
-4.6688,7.7838,4.1541,-4.6543,7.5674,4.1523,0.1865,-0.0829,0.0281,0.0134,-0.0338,0.1119,3,35.04,-17.7,18.72,268.39,-50.5,48.26,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,495521,2018-06-16 19:49:42:432,4.5
-1.154,8.4757,3.9745,-3.78,7.5504,4.9874,3.0042,1.1576,-0.8285,0.4685,-0.4517,-0.0824,3,36.24,-20.46,13.86,262.92,-50.35,37.16,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,496021,2018-06-16 19:49:42:932,4.5
-2.6864,7.3744,3.51,-2.9027,8.2712,4.3969,1.0567,-1.5073,0.0445,0.1166,-0.3588,-0.3567,5,40.74,-14.1,5.04,282.23,-57.5,33.43,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,496520,2018-06-16 19:49:43:431,4.5
-3.6082,7.1565,5.8564,-3.3198,7.4775,5.407,-0.42,-0.3641,0.2052,-0.0147,-0.1878,-0.0146,5,42.3,-10.02,0.48,286.03,-49.68,31.55,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,497020,2018-06-16 19:49:43:931,4.5
-3.4621,7.3983,4.87,-3.3503,7.5771,5.2473,-0.1118,-0.1788,-0.3773,0.0751,0.191,-0.1575,5,42.96,-11.28,1.2,285.56,-50.59,32.56,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,497520,2018-06-16 19:49:44:431,4.5
-3.7806,7.7886,4.0008,-3.9536,7.6177,4.7445,0.1969,0.0967,-0.545,-0.0776,0.1873,0.1699,4,41.94,-10.92,6.72,284.9,-50.97,39.8,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,498020,2018-06-16 19:49:44:931,4.5
-2.8875,7.2594,6.1509,-3.1329,7.7968,5.0563,0.073,-0.5206,0.848,-0.121,-0.5268,-0.0647,4,42.6,-10.2,-1.74,290.53,-52.66,31.78,3.1,997.86,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,498520,2018-06-16 19:49:45:431,4.5
-4.0942,7.6425,5.8109,-3.749,7.1721,5.5385,-0.1752,0.6883,0.2915,-0.1888,0.439,-0.3982,4,43.08,-9.54,1.14,285.75,-47,34.09,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,499020,2018-06-16 19:49:45:931,4.5
-3.6848,7.7598,3.7111,-4.0285,7.6112,4.6916,0.8297,-0.4404,-0.3723,0.7415,-0.28,0.4393,4,42.06,-8.58,3.72,290.96,-50.91,40.65,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,499523,2018-06-16 19:49:46:434,4.5
-2.3751,7.7359,4.7694,-2.2763,7.9062,5.3368,-0.2496,-0.266,-0.5434,0.2895,-0.878,-0.1496,4,40.38,-10.86,-7.26,288.41,-53.73,23.1,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,500021,2018-06-16 19:49:46:932,4.5
-2.6074,7.9634,5.277,-2.1875,7.6987,5.667,-0.2691,0.346,-0.4331,-0.0172,-0.1041,-0.2748,5,37.98,-6.06,-13.68,299.61,-51.73,21.11,3.1,997.88,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,500521,2018-06-16 19:49:47:432,4.5
-1.0391,7.2259,5.2842,-1.7752,8.1222,5.2009,0.8486,-0.9058,0.179,-0.0495,-0.47,-0.1264,4,34.68,-4.44,-18.96,309.21,-55.92,18.85,3.1,997.87,59.941,23.034569,72.509094,,NaN,,,77.41935,,16 / 18,501021,2018-06-16 19:49:47:932,4.5
