ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y ,GRAVITY Z ,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z ,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y ,MAGNETIC FIELD Z ,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,OUT,,,,,,,,
-0.182,6.3233,0.7231,0.0258,9.7281,1.2388,-0.2077,-3.4048,-0.5157,-0.2864,-0.0242,0.4105,2701,-0.36,-28.92,32.16,178.92,-82.74,-1.19,3.1,993.79,59.643,0,,,,,,,,
-0.5387,7.4869,1.3911,0.2599,9.7374,1.1339,-0.7986,-2.2505,0.2571,0.2786,0.1011,-0.0373,3013,3.12,-29.52,32.16,173.16,-83.19,-12.91,3.1,993.77,55.597,0,,,,,,,,
-0.7279,7.9322,2.9761,0.6345,9.7438,0.9086,-1.4198,-0.7581,1.2678,0.0172,0.3118,0.1423,3423,3.3,-28.68,33.36,152.72,-83.51,-34.93,3.1,993.75,55.333,0,,,,,,,,
0.51,7.5491,1.2642,0.2395,9.7894,0.5296,0.2705,-2.2402,0.7346,-0.7366,-0.1806,0.2505,5321,7.86,-27.36,34.44,169.37,-86.6,-24.33,3.1,993.75,46.083,0,,,,,,,,
-0.5363,7.7862,0.9649,0.4427,9.7597,0.8496,-0.493,-1.1786,0.0698,-0.0793,0.1689,0.0196,4794,4.14,-27.96,32.7,160.85,-84.39,-27.52,3.1,993.74,51.532,0,,,,,,,,
0.9529,9.2874,-1.3121,0.2544,9.8033,0.0072,1.4742,-0.4609,-0.8883,-0.1484,-0.902,-0.1649,4944,8.28,-24.66,35.04,105.49,-88.51,-88.38,3.1,993.75,49.381,0,,,,,,,,
0.0694,9.2658,-0.8069,0.2771,9.796,0.3621,-2.1231,-0.1902,-0.7069,0.7007,1.0522,-0.5907,4926,4.44,-27.54,33.72,153.59,-85.35,-34.73,3.1,993.74,52.703,0,,,,,,,,
2.0184,9.455,-0.9625,0.1314,9.7855,0.6306,2.0307,-0.9769,-2.0504,-0.309,-0.7425,0.0935,4109,5.22,-27.12,33.42,189.74,-86.53,1.58,3.1,993.76,44.136,0,,,,,,,,
0.0742,10.4582,0.2083,0.3878,9.7989,0.0194,-0.3136,0.6592,0.1889,-0.287,-0.1384,0.1729,3967,7.32,-24.54,35.1,105.7,-87.73,-87.13,3.1,993.75,48.78,0,,,,,,,,
0.5076,10.36,1.9082,0.0408,9.7924,0.5258,-1.0775,3.3234,3.7408,0.0031,-0.1427,0.1533,4120,5.4,-26.94,34.62,183.55,-86.92,-4.44,3.1,993.77,48.059,0,,,,,,,,
0.3831,11.6003,2.6409,0.5542,9.7723,0.6039,0.3604,2.1512,0.9691,-0.6401,0.2177,0.2334,5167,3.6,-27.18,34.38,146.18,-85.21,-42.54,3.1,993.76,50.367,0,,,,,,,,
-0.2179,13.4055,3.2347,0.4582,9.7867,0.4258,1.0143,3.8487,-1.3596,0.077,0.0552,-0.1344,5112,1.98,-27.12,33.78,138.15,-86.34,-47.1,3.1,993.74,49.624,0,,,,,,,,
0.5555,13.1254,2.2099,0.5768,9.781,0.4109,-0.0213,3.3444,1.799,-0.6083,0.3271,0.1918,5324,2.82,-25.44,35.04,79.06,-87.41,-107.66,3.1,993.76,54.545,0,,,,,,,,
1.743,14.0328,-1.1277,0.38,9.7924,0.3658,1.3631,4.2404,-1.4935,0.0636,0.3851,-0.4148,5077,0,-26.7,34.2,141.26,-85.68,-40.81,3.1,993.76,50.87,0,,,,,,,,
2.1596,12.8381,-0.4549,0.5396,9.7892,0.2243,0.952,3.1566,-0.5116,-0.2339,0.197,0.2767,4697,-0.54,-25.68,35.16,113.23,-86.58,-67.43,3.1,993.76,50.949,0,,,,,,,,
1.1588,13.372,-0.9409,0.4637,9.7911,0.2978,0.1875,3.1763,-0.657,0.2444,-0.2783,0.0287,5006,0.3,-26.46,35.16,124.64,-86.78,-57.29,3.1,993.76,53.767,0,,,,,,,,
0.9577,12.7663,1.7071,0.607,9.7787,0.4237,1.0259,1.247,0.0576,0.1058,0.4126,-0.0452,5012,0.06,-27.72,34.56,127.58,-85.67,-55.08,3.1,993.77,54.557,0,,,,,,,,
0.3017,12.8788,1.0631,0.4475,9.7548,0.9018,0.0338,0.8542,0.6042,0.5181,0.3766,-0.2181,4669,-3.72,-29.16,34.02,149.31,-84.11,-26.39,3.1,993.75,50.655,0,,,,,,,,
1.5467,8.7822,-0.8955,0.5758,9.7648,0.6987,0.0707,-2.8621,-0.9812,0.2017,-0.1072,0.0373,4185,0.36,-28.38,35.1,142.95,-84.7,-39.49,3.1,993.74,53.351,0,,,,,,,,
-0.1149,10.1972,-0.0766,0.3886,9.7531,0.9466,-0.5035,0.4441,-1.0232,0.0355,0.28,-0.0049,4263,-2.1,-28.56,35.7,151.15,-82.93,-28.23,3.1,993.76,60.138,0,,,,,,,,
0.9601,7.2427,-0.996,0.7804,9.7296,0.9468,0.036,-3.1908,-1.8063,0.2316,-0.3186,0.1222,3492,3.24,-28.44,34.2,148.43,-82.81,-39.5,3.1,993.77,56.908,0,,,,,,,,
1.1828,7.0056,-0.2921,0.6068,9.7224,1.1298,0.327,-3.2962,-1.1609,0.4362,0.3882,-0.088,3438,-3,-29.16,33.24,149.67,-82.49,-28.24,3.1,993.76,49.666,0,,,,,,,,
0.1628,6.3257,0.2969,0.2371,9.7612,0.9127,-1.3719,-1.5704,0.9811,0.4246,0.0473,-0.1191,3120,-0.54,-28.26,33.6,164.87,-84.48,-14.56,3.1,993.74,47.96,0,,,,,,,,
0.3232,4.9657,-0.5746,0.7329,9.7327,0.9523,-0.8047,-4.3887,-0.9523,-0.2235,-0.3974,0.2431,3024,-1.08,-28.98,33.96,144.05,-82.96,-37.58,3.1,993.71,47.926,0,,,,,,,,
-0.85,7.688,0.905,0.1563,9.7907,0.5368,-0.5705,-1.4131,1.539,0.0606,0.233,-0.372,3159,-0.06,-27,37.08,164.38,-86.73,-16.24,3.1,993.73,51.248,0,,,,,,,,
-1.5946,7.4558,3.4717,-0.1218,9.6254,1.8729,-1.4728,-2.1696,1.5988,-1.1306,-0.2826,0.0122,4168,-2.34,-31.14,31.98,180.12,-78.97,3.72,3.1,993.73,52.847,0,,,,,,,,
-0.4525,7.9873,2.5906,-0.2274,9.4461,2.6247,0.4166,-0.8052,-0.4148,-0.7146,0.2373,-0.157,5447,-0.48,-34.08,28.08,183.84,-74.42,4.95,3.1,993.73,50.289,0,,,,,,,,
-1.5443,9.534,0.8548,-0.3835,9.3506,2.9307,-1.1608,0.1834,-2.0759,0.4717,0.0552,-0.1362,5674,-0.18,-35.7,25.8,185.44,-72.46,7.45,3.1,993.77,61.293,0,,,,,,,,
1.1612,9.0551,0.9505,-0.1555,9.6212,1.8919,0.5721,0.7197,1.4361,-0.0738,-0.679,0.2841,4381,2.64,-32.64,30.12,188.73,-78.84,4.7,3.1,993.74,55.531,0,,,,,,,,
-0.5052,10.3504,6.5795,0.1603,9.5276,2.3173,-0.4165,1.7471,3.5032,-1.1233,0.0394,0.3952,3959,2.22,-33.6,29.1,179.99,-76.3,-3.96,3.1,993.75,55.351,0,,,,,,,,
0.9577,9.8237,2.7558,0.1342,9.5134,2.3764,-0.2947,1.2944,2.1415,-0.1239,-0.3418,-0.0421,3514,-0.42,-32.82,28.5,177.41,-75.95,-3.23,3.1,993.75,50.095,0,,,,,,,,
-1.6257,11.1262,8.0807,-0.1027,9.4126,2.7501,-1.5231,1.7136,5.3306,-0.2601,0.5,-0.099,2653,0.72,-34.44,26.82,183.24,-73.7,2.14,3.1,993.76,51.637,0,,,,,,,,
-0.1508,13.1087,6.4741,-0.2617,9.2315,3.2987,0.8722,3.9897,1.2911,-0.2101,-0.0456,-0.1246,2186,2.22,-35.28,25.02,186.45,-70.28,4.54,3.1,993.75,59.177,0,,,,,,,,
-0.1915,11.8828,3.4478,-0.3501,9.3844,2.8249,0.1585,2.4983,0.6229,0.2194,-0.2477,0.0153,2116,2.34,-34.02,26.58,188.55,-73.13,7.06,3.1,993.75,61.725,0,,,,,,,,
0.2634,10.9227,4.099,0.2885,9.2875,3.1353,-0.0251,1.6352,0.9637,0.264,0.3326,0.5266,2061,0.48,-34.74,26.16,176.19,-71.27,-5.26,3.1,993.74,53.893,0,,,,,,,,
1.3719,6.8261,2.1836,0.3914,9.0889,3.6617,0.9806,-2.2629,-1.4782,0.0532,-0.1689,-0.1118,3595,-0.96,-31.26,20.46,175.83,-67.34,-3.47,3.1,993.71,58.829,0,,,,,,,,
-0.1077,6.6465,3.012,0.3598,9.1885,3.4077,-0.8411,-1.6034,-1.7508,0.1534,-0.3675,-0.0751,3348,6.12,-31.08,22.08,186.13,-68.03,-6.46,3.1,993.7,66.755,0,,,,,,,,
1.3192,5.3273,1.2091,0.2598,9.1371,3.5519,0.7314,-3.4148,-2.1416,-0.0488,0.0326,0.19,3265,3.12,-32.1,24.18,182.08,-68.71,-4.18,3.1,993.72,60.913,0,,,,,,,,
-0.68,7.3385,2.9282,0.0412,9.4597,2.5849,-0.7212,-2.1213,0.3433,-0.0323,0.1383,-0.1515,3200,6.06,-31.86,28.2,188.88,-74.71,-0.91,3.1,993.71,56.215,0,,,,,,,,
-0.1939,7.6042,2.4948,0.3192,9.5178,2.341,-0.8938,-0.5081,-0.7512,0.0569,0.1615,-0.0886,3340,3.36,-31.8,30.96,178.16,-76.06,-7.76,3.1,993.71,52.26,0,,,,,,,,
1.9944,8.5404,1.3097,0.3685,9.5158,2.3417,1.2524,0.0421,-0.3545,0.1339,-0.7352,0.1344,3682,4.26,-31.8,30.54,178.69,-76.01,-8.94,3.1,993.72,54.816,0,,,,,,,,
-0.7446,10.032,4.8604,0.0315,9.5335,2.2981,-0.7761,0.4985,2.5623,0.8449,-0.0529,-0.3671,3660,4.5,-33.24,28.44,184.76,-75.91,-4.17,3.1,993.72,55.662,0,,,,,,,,
-0.9529,13.1158,5.0184,-0.2304,9.6311,1.8329,-0.7226,3.4848,3.1855,0.1522,0.1817,-0.2877,3914,3,-30.36,30.6,185.48,-79.26,0.84,3.1,993.71,44.841,0,,,,,,,,
0.4621,12.9363,2.2003,0.2874,9.6891,1.4861,-0.309,3.046,0.1851,0.5816,0.3039,0.0574,5226,2.1,-29.88,30.9,173.62,-81.12,-10.95,3.1,993.69,43.368,0,,,,,,,,
0.8045,13.1015,1.7215,0.0843,9.6914,1.4964,1.6779,2.2009,0.1053,0.1491,-0.2221,-0.2211,6128,2.52,-29.7,31.08,182.03,-81.21,-3.22,3.1,993.7,45.26,0,,,,,,,,
-0.1772,13.1805,2.0639,0.4969,9.7394,1.0328,0.705,-0.112,-0.0679,0.0917,0.109,-0.11,6385,5.04,-30.36,31.86,164.72,-83.29,-25.69,3.1,993.68,45.704,0,,,,,,,,
1.3145,10.5085,1.1876,0.6486,9.6075,1.8562,-0.1841,0.2521,-0.6687,0.2854,0.2348,-0.0366,6365,-0.3,-32.76,29.58,163.93,-78.43,-19.26,3.1,993.67,49.812,0,,,,,,,,
0.6393,8.4039,0.5818,0.4401,9.6678,1.5845,0.1991,-1.2639,-1.0027,0.2628,0.0229,-0.0568,6101,1.86,-32.04,30.3,169.94,-80.35,-15.52,3.1,993.67,53.111,0,,,,,,,,
1.5491,8.0041,-0.0718,0.7824,9.5819,1.9354,0.5967,-1.9657,-2.5891,0.319,-0.1647,0.0373,6111,-0.78,-32.4,29.34,160.17,-77.71,-22.01,3.1,993.67,51.516,0,,,,,,,,
-0.3041,7.1589,1.3815,0.47,9.5824,2.0314,-0.774,-2.4858,0.3605,0.5187,0.313,0.1155,6140,2.4,-32.94,29.7,172.39,-77.72,-13.03,3.1,993.67,51.643,0,,,,,,,,
1.1062,6.2682,0.9529,0.5899,9.4949,2.381,-1.4039,-1.7159,2.2471,-0.2626,-0.2282,0.5082,5871,-2.94,-33.48,28.14,164.11,-75.51,-13.91,3.1,993.65,55.771,0,,,,,,,,
-0.9793,7.9346,2.1596,0.2484,9.6942,1.4595,-0.1287,-1.5753,0.6283,0.0532,0.0339,-0.234,5589,0.78,-30.24,31.86,173.04,-81.32,-9.66,3.1,993.66,46.246,0,,,,,,,,
-0.8619,9.2563,1.9561,0.5156,9.6873,1.4356,-1.2554,-1.5084,1.3633,-0.8044,-0.139,0.2755,4912,-3.06,-29.58,32.58,157.85,-81.05,-19.76,3.1,993.66,46.756,0,,,,,,,,
0.4166,9.6178,2.4374,0.6015,9.7163,1.1839,2.1303,-0.4385,-1.8831,-0.193,-0.2398,-0.2798,5088,0.18,-28.5,33,155.59,-82.22,-26.93,3.1,993.68,41.935,0,,,,,,,,
-0.0168,11.2196,3.0886,0.6691,9.7208,1.1084,-0.6858,1.4988,1.9802,-0.1074,0.2006,0.1735,3880,-0.96,-27.66,33.18,150.13,-82.41,-31.12,3.1,993.68,43.196,0,,,,,,,,
0.7805,11.4207,3.5723,0.4224,9.6384,1.7587,-0.3864,3.5493,2.4313,-0.5595,-0.2765,0.1491,3619,-2.52,-30.42,32.16,163.65,-79.37,-13.5,3.1,993.69,41.615,0,,,,,,,,
-1.2929,11.6865,1.9968,0.3569,9.793,0.3748,-0.0959,2.2502,-2.2447,-1.0311,0.142,-0.3592,3281,-2.46,-25.86,33.54,134.64,-86.98,-43.6,3.1,993.66,41.543,0,,,,,,,,
0.2969,11.5332,-0.1772,0.3083,9.664,1.6378,1.5376,1.7423,-2.392,0.3104,-0.3046,-0.1881,3362,-6.36,-29.4,31.26,161.04,-80.22,-10.66,3.1,993.68,40.981,0,,,,,,,,
-1.1445,12.546,1.9729,-0.0749,9.7755,0.7771,-0.7008,2.9501,-1.2464,0.6494,0.1377,-0.135,2979,-2.28,-27.48,32.76,170.52,-84.16,-6.75,3.1,993.69,40.923,0,,,,,,,,
1.2857,12.1438,0.6225,0.2342,9.7545,0.9819,0.9486,2.4108,0.2823,0.3281,-0.197,-0.1112,3332,-4.98,-28.62,32.28,165.31,-82.29,-7.43,3.1,993.67,41.878,0,,,,,,,,
0.8284,11.4231,0.5387,0.5355,9.7635,0.7463,0.2929,1.6596,-0.2076,0.2786,0.5,-0.1771,2987,-6.36,-28.14,33.84,137.17,-84.63,-35.66,3.1,993.68,40.147,0,,,,,,,,
0.9625,10.6641,0.2849,0.7987,9.6577,1.5037,0.1638,1.0064,-1.2188,0.3978,0.1988,-0.149,3815,-9.24,-29.94,31.74,141.52,-80,-27.97,3.1,993.68,40.782,0,,,,,,,,
1.0918,8.9881,0.1413,0.6022,9.7254,1.1063,-0.1233,-2.7461,-1.4535,0.3275,-0.4328,0.0544,4123,-2.64,-28.68,32.4,149.28,-82.62,-28.56,3.1,993.69,41.275,0,,,,,,,,
2.0327,8.8445,1.415,0.6193,9.4795,2.4342,1.0376,-2.5194,-2.032,-0.0689,0.2354,0.3384,5580,-8.58,-33,28.8,154.63,-75.16,-14.27,3.1,993.69,41.427,0,,,,,,,,
1.4868,7.0056,0.5962,0.7896,9.6494,1.5608,0.4195,-2.9406,-1.7524,-0.0751,-0.635,0.0336,5929,-4.14,-30.36,31.5,150.37,-79.73,-26.83,3.1,993.68,42.096,0,,,,,,,,
0.9625,6.9147,-0.498,0.5414,9.7018,1.3237,0.4211,-2.7871,-1.8217,0.1852,0.0497,0.0098,6445,-5.76,-30,32.46,150.66,-81.61,-22.25,3.1,993.69,41.013,0,,,,,,,,
-0.3974,5.9953,0.6393,0.3426,9.7616,0.8737,-0.4671,-3.4695,-1.0389,-0.0836,-0.0822,0.2413,6052,-2.1,-28.56,33.9,156.96,-84.51,-21.41,3.1,993.68,41.091,0,,,,,,,,
0.4908,5.7702,0.1221,0.2465,9.7237,1.2484,-0.5937,-3.1107,0.193,-0.7898,-0.1909,0.4417,5393,-3.66,-29.46,31.68,163.48,-82.54,-11.17,3.1,993.67,40.784,0,,,,,,,,
0.5938,7.2666,0.9002,0.3868,9.7283,1.1748,-1.0117,0.0427,1.6409,-0.1368,0.0039,0.2462,5351,-1.62,-29.34,33.24,160.3,-82.75,-18.22,3.1,993.68,41.363,0,,,,,,,,
-0.6129,8.1908,0.929,0.2114,9.7454,1.0734,-1.1595,1.4933,-0.8651,0.019,-0.0052,0.3739,5681,-3.48,-29.4,33.6,165.12,-83.59,-11.14,3.1,993.68,41.532,0,,,,,,,,
2.1333,10.1733,2.5068,0.6849,9.7381,0.9329,1.7884,0.3777,0.8293,-0.6383,-1.1292,-0.1338,4724,-3.48,-30,33.6,142.14,-83.22,-36.29,3.1,993.66,49.716,0,,,,,,,,
0.2346,11.1142,2.3655,0.7189,9.7288,1.0021,-0.3741,2.1851,2.3188,0.1528,0.0895,-0.0959,4238,0.6,-29.4,33.6,149,-82.78,-35.66,3.1,993.66,41.414,0,,,,,,,,
1.0056,9.6657,0.4932,0.6334,9.7593,0.7242,-0.9399,1.3118,2.4626,0.3532,0.0895,0.2627,3520,-0.72,-28.2,35.58,139.92,-84.37,-41.17,3.1,993.65,40.971,0,,,,,,,,
1.5994,11.9905,1.6951,0.78,9.749,0.7198,1.1211,2.6533,-1.0119,-0.8344,-0.0333,0.0678,3492,-1.74,-27.18,35.46,132.78,-83.79,-47.3,3.1,993.65,41.647,0,,,,,,,,
1.8196,13.6091,1.3719,0.607,9.7083,1.245,2.0339,3.0819,-0.905,0.2621,-0.2526,-0.1753,4107,-2.94,-28.08,33.3,151.81,-81.88,-25.99,3.1,993.65,41.394,0,,,,,,,,
0.4597,11.8852,1.7287,0.6437,9.7468,0.8698,0.9988,0.6372,0.0736,0.3452,0.5354,-0.2462,3368,0.3,-26.64,32.58,146.22,-83.67,-36.51,3.1,993.65,43.789,0,,,,,,,,
0.7279,13.6761,1.9106,0.8401,9.6966,1.2002,-0.1122,3.9795,0.7105,0.6696,0.4743,-0.5113,3223,-0.6,-27.18,30.84,146.95,-81.41,-34.99,3.1,993.66,46.299,0,,,,,,,,
1.4892,10.0775,0.1963,0.8312,9.7193,1.0074,0.6581,0.3582,-0.8111,0.3446,0.3191,-0.102,3212,3.36,-27.42,33.3,148.68,-82.35,-39.52,3.1,993.66,47.508,0,,,,,,,,
1.858,8.4374,1.5898,0.6053,9.6447,1.6683,1.4586,-3.489,-1.5437,-0.2314,0.2073,-0.2126,2911,0,-29.76,32.28,162.69,-79.57,-19.94,3.1,993.67,48.114,0,,,,,,,,
0.3998,6.3496,0.6704,0.4318,9.7287,1.1563,-0.0319,-3.379,-0.4859,-0.0995,-0.1928,0.2773,2674,3.24,-28.02,33.54,167.8,-82.64,-18.42,3.1,993.66,49.609,0,,,,,,,,
0.7686,6.3161,0.8452,0.8546,9.6817,1.3057,-0.414,-2.9945,0.0111,-0.0305,0.2342,0.1063,2740,-0.3,-29.04,32.58,150.45,-80.84,-33.2,3.1,993.65,51.825,0,,,,,,,,
-0.5315,7.7575,0.905,0.5846,9.7486,0.8901,-0.338,-1.2274,0.0389,0.3312,0.481,-0.2498,2773,2.76,-28.44,33.06,154.07,-83.77,-33.3,3.1,993.65,54.639,0,,,,,,,,
0.0718,8.7654,2.1405,0.6514,9.7568,0.7425,-0.2922,-2.0759,1.0748,-0.499,-0.0914,0.157,2600,3.9,-27.12,34.38,129.41,-85.84,-59.77,3.1,993.66,50.612,0,,,,,,,,
0.5291,9.7423,0.9745,0.3174,9.7802,0.6458,0.2117,-0.0379,0.3287,-0.1532,0.1554,-0.0531,2409,4.56,-28.38,34.08,163.14,-85.79,-26.18,3.1,993.66,48.323,0,,,,,,,,
0.4812,9.9147,0.8835,0.5189,9.7856,0.3778,-0.8469,2.2863,1.8656,-0.411,-0.0284,0.2975,2264,3.6,-27.48,34.5,134.57,-86.25,-53.94,3.1,993.66,44.658,0,,,,,,,,
2.1309,9.534,0.4214,0.4955,9.7909,0.2502,0.9506,0.0711,1.7586,-0.3457,-0.6295,0.3201,2200,2.82,-26.82,35.28,123.72,-86.76,-63.22,3.1,993.66,44.087,0,,,,,,,,
-0.4765,12.6537,2.7534,0.1986,9.8046,0.0235,-0.1435,3.3543,1.2071,-0.7433,0.0363,0.2444,1882,3.72,-26.46,36.66,103.72,-88.83,-83.24,3.1,993.67,44.009,0,,,,,,,,
1.4533,12.7399,-0.7757,0.5465,9.7896,0.1872,1.3378,2.6606,-0.8623,0.5682,-0.0284,-0.0617,2035,1.44,-25.26,35.82,112.63,-86.62,-71.1,3.1,993.68,50.99,0,,,,,,,,
2.2171,12.8501,-1.2642,0.3975,9.7956,-0.2401,0.5937,3.2963,0.7932,-0.05,0.0626,0.1961,1871,0.48,-24.12,36.54,60.43,-87.29,-121.13,3.1,993.68,51.224,0,,,,,,,,
0.9936,12.6801,-0.0215,0.6699,9.7837,0.0254,0.3238,2.8964,-0.0469,0.3617,-0.2508,-0.1197,1769,0.9,-25.68,35.22,96.69,-86.08,-87.83,3.1,993.66,47.74,0,,,,,,,,
1.9489,10.7647,0.1245,0.6564,9.7846,-0.0033,1.2925,0.98,0.1278,0.0654,0.2428,-0.201,1574,3.72,-24.96,34.74,98.91,-86.16,-90.29,3.1,993.65,50.038,0,,,,,,,,
0.7829,11.8876,0.1939,0.7279,9.7795,0.0328,-0.7663,0.693,-0.1022,0.3874,0.2916,-0.1582,1682,3.54,-24.72,34.92,102.03,-85.74,-87.42,3.1,993.67,44.937,0,,,,,,,,
1.2331,10.4486,-0.7015,0.5315,9.7917,-0.1008,0.3927,-0.8706,-1.0556,0.4246,0.2,-0.0232,1461,5.58,-24.6,35.4,91.21,-86.84,-100.74,3.1,993.68,43.435,0,,,,,,,,
0.9218,10.0703,-0.1341,0.7835,9.7703,0.3128,1.1559,-2.8484,-1.146,0.3049,-0.0162,-0.0635,1382,1.8,-24.36,34.74,117.93,-85.07,-68.24,3.1,993.67,42.185,0,,,,,,,,
0.1221,8.4015,-0.1772,0.5873,9.7883,-0.1182,-0.2617,-0.6877,-1.1005,0.6085,-0.0199,0.0037,1216,6.6,-23.7,34.44,99.81,-86.37,-94.29,3.1,993.67,44.821,0,,,,,,,,
1.3192,5.933,-0.9002,0.7748,9.7566,0.6148,0.8677,-2.8468,-1.5845,-0.4184,-0.1146,0.0165,1124,4.74,-25.32,34.02,135.02,-84.87,-55.87,3.1,993.68,45.302,0,,,,,,,,
-0.0431,6.8955,0.4884,0.6536,9.7775,0.3793,-1.1133,-2.6162,0.5114,0.2066,-0.2838,-0.0092,1142,8.4,-24.96,32.28,136.39,-85.58,-59.87,3.1,993.7,46.756,0,,,,,,,,
-0.0144,6.8572,-0.5196,0.5658,9.7408,0.9838,-0.9393,-2.3137,-1.0891,0.4875,0.2458,-0.2181,1100,7.26,-27,30.66,164.25,-83.35,-29.9,3.1,993.69,48.287,0,,,,,,,,
-0.7303,7.2259,0.929,0.2781,9.7671,0.8347,-0.9797,-2.0001,-0.0422,0.2731,0.5494,-0.1692,1076,9.3,-26.4,30.78,177.9,-84.85,-18.43,3.1,993.69,55.689,0,,,,,,,,
-0.4453,7.0344,1.0415,0.4709,9.786,0.427,-1.6776,-1.4132,0.7127,-0.433,0.4902,0.1002,1104,3.84,-25.2,33,140.82,-86.28,-47.8,3.1,993.69,58.77,0,,,,,,,,
-0.2346,8.8852,1.0559,0.598,9.7824,0.3413,-0.8326,-0.8973,0.7146,-0.0659,0.3521,-0.0739,1287,3.36,-24.36,35.76,120.89,-85.55,-66.33,3.1,993.69,64.071,0,,,,,,,,
-0.0168,8.0136,2.2051,0.3102,9.7879,0.5204,0.0969,-0.5676,1.2586,-0.5876,0.3369,0.1692,1391,-2.34,-24.54,34.44,147.2,-86.46,-30.8,3.1,993.67,60.292,0,,,,,,,,
1.1804,10.2164,-0.0168,0.4458,9.7765,0.6261,1.4864,0.3154,-1.9214,-0.254,-0.2477,-0.2388,1452,0.48,-25.02,33.48,146.35,-85.5,-35.45,3.1,993.68,56.468,0,,,,,,,,
0.1844,10.1829,0.1149,0.6346,9.7494,0.8467,-0.2252,1.0225,2.1868,0.0709,-0.1634,0.099,1603,-1.74,-26.76,33.06,142.59,-83.81,-36.85,3.1,993.68,53.718,0,,,,,,,,
1.5228,10.2619,-0.3065,0.6286,9.7665,0.6255,0.717,0.6367,1.2444,0.3886,-0.6802,-0.1533,1694,-3.6,-26.28,34.38,131.01,-84.81,-45.14,3.1,993.68,51.033,0,,,,,,,,
-0.0383,12.6968,3.2538,0.3837,9.7833,0.557,0.5884,3.8785,1.6505,-0.722,0.0333,0.0391,1856,-1.08,-27.18,34.26,145.47,-86.05,-34.56,3.1,993.69,47.154,0,,,,,,,,
-0.3352,12.7328,3.1796,0.2824,9.7794,0.6733,-0.6176,2.9533,2.5062,-0.5882,-0.1176,-0.0617,1893,-2.1,-25.56,35.04,128.83,-86.99,-49.59,3.1,993.68,45.184,0,,,,,,,,
0.328,12.2395,-1.9825,0.0259,9.8065,-0.0518,0.3022,2.4331,-1.9306,-0.309,-0.1763,-0.0067,2067,-0.54,-24.54,36.78,25.07,-89.66,-153.48,3.1,993.68,44.794,0,,,,,,,,
1.2977,11.7248,-0.2346,0.1015,9.7892,0.5763,0.94,1.8805,0.9537,0.3055,-0.1732,0.0434,2285,-1.32,-26.4,31.44,168.71,-86.58,-9.99,3.1,993.7,44.201,0,,,,,,,,
0.6465,11.3201,0.4836,-0.1833,9.7947,0.447,0.8298,1.5254,0.0367,0.1772,0.145,0.0568,2533,2.16,-26.94,30.12,205.06,-87.18,22.3,3.1,993.67,41.663,0,,,,,,,,
0.1197,9.4071,-1.0487,0.3583,9.7951,0.314,-0.2577,-1.7958,-0.7689,0.5431,-0.0309,-0.0855,2661,-0.42,-26.04,31.2,132.91,-87.22,-48.77,3.1,993.68,42.779,0,,,,,,,,
0.1915,8.0328,-0.9218,0.0357,9.7866,0.6256,-0.1075,-2.4194,-1.2385,0.3697,-0.2258,-0.0373,3094,-0.24,-26.7,35.4,176.89,-86.34,-3.26,3.1,993.68,41.296,0,,,,,,,,
0.8188,8.2028,0.1963,0.3651,9.7635,0.8433,0.6117,-1.9438,-0.3573,0.5004,0.0534,-0.0605,3260,-3.72,-27.24,34.38,151.78,-84.62,-23.41,3.1,993.68,39.975,0,,,,,,,,
0.5363,6.2443,0.1508,0.557,9.7728,0.5935,-0.0207,-3.5285,-0.4427,0.1516,-0.1347,0.0904,4193,-0.72,-27.06,35.16,137.56,-85.24,-43.18,3.1,993.67,39.426,0,,,,,,,,
-0.0144,5.854,0.1628,0.0867,9.7885,0.5906,-0.5608,-3.142,0.1995,0.1296,-0.2465,0.4765,4467,-0.18,-27.3,34.92,172.01,-86.51,-8.35,3.1,993.67,39.08,0,,,,,,,,
-0.2801,8.0017,0.9074,0.1998,9.7726,0.7917,0.0851,-1.6608,0.5587,0.0697,-0.114,-0.3195,5077,1.86,-27.6,35.94,169.65,-85.22,-14.16,3.1,993.67,39.154,0,,,,,,,,
-1.0224,9.4622,-1.3121,0.4594,9.7927,0.2474,-1.9391,0.5146,1.7398,0.5584,0.3833,-0.303,4033,3.24,-26.34,36.24,124.83,-86.95,-61.69,3.1,993.66,39.387,0,,,,,,,,
0.9266,9.7447,-0.431,-0.156,9.7963,0.4223,0.1919,1.124,0.6384,-0.1985,-0.5287,0.0556,4997,1.2,-26.16,34.92,201.22,-87.37,20.27,3.1,993.67,40.878,0,,,,,,,,
-2.0591,12.4191,3.4645,-0.3559,9.7847,0.5504,-1.6003,1.3511,1.0873,0.6195,0.1133,0.0709,5043,-0.66,-27.12,34.5,198.43,-85.76,21.06,3.1,993.66,39.93,0,,,,,,,,
