ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y ,GRAVITY Z ,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z ,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y ,MAGNETIC FIELD Z ,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,OUT,,,,,,,,
1.4845,9.1605,0.9625,0.3999,9.6523,1.6862,0.8619,-0.7624,-0.6495,0.0094,-0.1223,0.2352,36,23.1,-23.22,-30.24,303.57,-79.82,-13.34,3.1,998.02,49.622,0.19,,,,,,,,
0.0503,9.5484,4.0679,0.2819,9.4729,2.521,0.5393,0.3604,1.0392,0.1603,2.6413,0.2774,46,36,-27.36,-8.88,266.56,-75.01,-6.38,3.1,998.04,57.626,0.19,,,,,,,,
-0.5148,10.5611,1.6353,-0.7628,9.475,2.4111,0.758,0.8324,-0.2467,0.1841,1.3878,0.1888,50,21.96,-31.62,20.46,233.12,-75.06,17.56,3.1,998.03,50.543,0.19,,,,,,,,
0.2466,10.1972,1.3169,0.2359,9.7619,0.9058,0.0107,0.4354,0.411,0.3931,-0.0215,0.2248,43,14.52,-30.12,26.28,194.11,-84.52,-14.6,3.1,998.04,54.269,0.19,,,,,,,,
1.1181,10.0847,0.7422,0.6092,9.7093,1.2364,0.5089,0.3754,-0.4941,-0.4475,0.7366,-0.0012,35,8.28,-31.08,27.24,171.5,-81.92,-26.23,3.1,998.03,63.572,0.19,,,,,,,,
-0.0694,10.3648,1.1971,-0.065,9.7809,0.7066,-0.0044,0.5839,0.4905,-0.0749,0.3499,0.2499,32,1.8,-30.06,29.58,188.48,-85.85,5.26,3.1,998.03,59.184,0.19,,,,,,,,
0.5866,10.0751,0.771,0.3092,9.7709,0.7766,0.2774,0.3042,-0.0056,0.0693,-1.1815,0.0874,28,8.04,-26.16,28.56,174.12,-85.11,-21.71,3.1,998.03,61.358,0.19,,,,,,,,
1.4557,8.5524,1.0152,0.6551,9.7548,0.7645,0.8007,-1.2025,0.2507,-0.0761,0.0225,0.1784,25,15.24,-28.2,24.48,172.17,-84.11,-40.59,3.1,998.03,58.763,0.19,,,,,,,,
-0.3113,11.8684,0.0479,0.4485,9.7603,0.84,-0.403,2.5726,-1.9773,-0.1708,1.1416,-0.1063,29,7.2,-29.46,29.46,166.66,-84.43,-28.1,3.1,998.02,54.249,0.19,,,,,,,,
-0.7614,10.056,2.5044,0.2253,9.6807,1.5503,0.0357,0.3226,0.2454,0.4572,-0.2505,-0.2333,40,1.38,-32.04,27,174.77,-80.81,-8.27,3.1,998.01,55.494,0.19,,,,,,,,
0.8356,8.5763,0.656,0.1333,9.6929,1.4832,-0.5954,0.0518,0.5089,-0.2648,-0.1846,0.2792,43,4.44,-32.46,26.34,183.08,-81.27,-5.14,3.1,998.01,56.129,0.19,,,,,,,,
0.486,9.625,0.8595,0.1338,9.739,1.142,0.3522,-0.114,-0.2824,-0.0413,-0.0465,0.2383,47,5.82,-31.26,28.44,184.83,-83.27,-6.68,3.1,998.01,47.732,0.19,,,,,,,,
0.3065,10.6665,1.6473,0.2414,9.7527,0.9985,0.0651,0.9138,0.6487,-0.0517,0.1368,-0.0171,48,3,-32.1,28.38,173.29,-83.99,-13.59,3.1,998.02,46.397,0.19,,,,,,,,
-0.3974,10.7192,1.7957,0.2483,9.7861,0.5834,-1.4526,1.1294,1.8995,0.2526,0.3927,-0.4758,47,9,-30.3,27.84,160.69,-84.97,-38.76,3.1,998.04,44.377,0.19,,,,,,,,
-0.012,9.6082,1.2426,-0.2112,9.7433,1.0928,0.4195,-0.1303,-0.2452,0.0638,0.1044,-0.2119,36,11.22,-30.72,26.88,209.82,-83.48,10.94,3.1,998.03,59.046,0.19,,,,,,,,
-1.008,9.9195,1.6449,-0.6884,9.6944,1.3093,-0.5494,0.3136,0.338,-0.0474,-0.0416,-0.1521,30,9.12,-30.72,27.48,220.36,-81.32,27.73,3.1,998.03,56.019,0.19,,,,,,,,
1.9034,9.8979,2.9138,-0.1226,9.6731,1.6085,2.5576,-0.0888,-0.1503,-0.3882,-1.0679,0.1124,24,18.9,-31.02,23.22,218.2,-80.53,4.36,3.1,998.04,57.588,0.19,,,,,,,,
-1.5563,10.6497,3.4358,0.6049,9.3894,2.7647,-0.8658,0.6666,0.2904,0.1768,0.747,-0.5711,39,24.48,-32.04,15.12,215.69,-73.23,-12.34,3.1,998.02,52.751,0.19,,,,,,,,
-0.2921,9.0959,0.4621,-0.5851,9.6203,1.8106,0.475,-0.6872,-1.5592,0.2208,-0.0343,-0.1356,43,22.8,-30.3,18.84,239.06,-78.81,17.91,3.1,998.03,55.989,0.19,,,,,,,,
-0.4932,9.5843,2.933,-1.0778,8.931,3.9045,0.8384,0.5072,-0.2317,-0.6986,0.6346,0.1662,41,15.06,-36.72,18.24,215.92,-67.86,15.04,3.1,998.02,60.983,0.19,,,,,,,,
-1.6712,9.6729,5.6218,-0.1962,8.9554,3.9916,-1.475,0.7175,1.6301,-0.1451,0.5894,0.3055,49,7.62,-37.68,16.02,196.45,-65.95,2.81,3.1,998.03,44.143,0.19,,,,,,,,
0.4669,9.2563,4.7143,0.2963,8.8156,4.2858,0.1706,0.4407,0.4285,-0.07,-0.1614,0.0391,55,4.86,-38.82,15.18,187.3,-64.02,-3.96,3.1,998.03,58.437,0.19,,,,,,,,
0.51,8.5547,2.7055,0.1443,9.0476,3.7802,0.155,-0.5264,-0.4881,0.2556,-0.2915,0.113,43,9,-36.12,20.46,194.15,-67.31,-2.19,3.1,998.03,54.73,0.19,,,,,,,,
0.4118,8.447,3.2155,0.1795,9.2047,3.3781,0.2371,-0.5829,-0.4571,0.0375,0.2595,0.6555,38,3.78,-35.4,21.9,184.91,-69.82,-3.04,3.1,998.03,58.859,0.19,,,,,,,,
0.182,8.7583,2.5355,-0.249,9.4453,2.6257,0.0359,-0.371,0.0535,0.0339,1.6328,0.6359,33,-19.8,-31.02,15.54,144.18,-74.4,5.42,3.1,998.03,48.189,0.19,,,,,,,,
1.0319,8.8995,2.5331,0.2586,9.1934,3.4036,0.9146,-0.3298,-0.8441,0.2263,1.2412,0.3678,44,-29.4,-24.48,-3.84,95.1,-69.63,-4.35,3.1,998.03,52.669,0.19,,,,,,,,
-1.0822,9.5172,4.5874,-0.3647,9.2019,3.3709,-0.0399,0.052,0.8191,-0.0107,2.0023,0.4282,109,-20.04,-17.22,-30.42,49,-69.77,6.17,3.1,998.02,61.847,0.19,,,,,,,,
0.2801,9.795,3.2275,-0.2289,9.1123,3.6171,0.4516,0.946,0.2209,0.255,0.1276,0.7154,63,1.44,-13.08,-39.48,2.67,-68.31,3.62,3.1,998.02,59.395,0.19,,,,,,,,
0.3448,9.1294,0.067,0.6797,9.7666,0.5672,-0.335,-0.6372,-0.5001,0.2727,1.6419,-0.0238,39,2.28,-26.04,-34.44,303.05,-84.82,-50.16,3.1,998.02,53.726,0.19,,,,,,,,
-0.4645,10.1182,2.7055,-0.2649,9.6856,1.5133,-0.1996,0.4327,1.1923,-0.3253,1.6975,0.1185,50,34.14,-25.8,-17.76,302.33,-80.99,9.93,3.1,998.02,54.249,0.19,,,,,,,,
-0.9338,9.4598,0.0575,-0.2371,9.7642,0.8804,-0.929,-0.1799,-0.8924,0.1903,0.8899,0.11,50,34.38,-27.3,2.16,277.46,-84.67,15.07,3.1,998.01,52.275,0.19,,,,,,,,
0.8979,9.1964,-0.0455,0.4557,9.742,1.0279,0.3488,-0.5551,-0.8435,0.1542,0.5564,0.3696,46,29.28,-30,11.58,219.77,-83.42,-23.91,3.1,998.01,53.693,0.19,,,,,,,,
1.099,9.2754,2.4086,0.4677,9.7591,0.8432,0.6576,-0.4957,1.4673,-0.2496,0.8014,-0.014,39,17.88,-30.48,24.6,186.18,-84.36,-29.02,3.1,998.01,55.876,0.19,,,,,,,,
0.0072,10.2236,0.7614,0.1407,9.7334,1.1879,0.137,-0.0988,0.7275,0.1182,0.5625,-0.2052,34,6.78,-29.88,28.32,186.51,-82.99,-6.76,3.1,998.02,47.75,0.19,,,,,,,,
0.7087,9.4287,-0.0503,0.0201,9.8048,0.1868,0.4707,-0.278,0.1556,0.1084,-1.8724,0.4386,20,15.96,-25.68,25.56,205.06,-88.9,-6.16,3.1,998.03,49.954,0.19,,,,,,,,
0.6153,8.7199,0.067,0.1732,9.805,-0.037,0.5762,-0.9342,0.3554,-0.0309,0.8753,-0.1747,24,18.96,-26.64,27.12,113.85,-88.97,-102.05,3.1,998.02,50.933,0.19,,,,,,,,
0.522,9.0719,0.4405,-0.3854,9.7607,0.8666,0.529,-0.4828,0.3449,-0.0712,0.2553,-0.0568,31,7.92,-29.88,28.68,217.32,-84.03,25.36,3.1,998.02,54.844,0.19,,,,,,,,
-0.0838,11.1573,2.0016,0.2678,9.7217,1.2595,-0.3516,1.4356,0.7421,-0.2374,0.0103,0.0862,30,5.52,-30.84,27.12,180.46,-82.46,-12,3.1,998.01,56.155,0.19,,,,,,,,
1.2331,9.1102,1.7694,0.3571,9.6332,1.8011,0.876,-0.523,-0.0318,-0.4414,0.3218,-0.3066,38,4.38,-32.94,26.04,177.97,-79.21,-11.21,3.1,998.02,52.451,0.19,,,,,,,,
-1.0607,9.862,2.095,-0.43,9.4479,2.5926,-0.6306,0.4141,-0.4976,0.2581,0.3371,-6.00E-04,45,3,-35.94,22.26,192.3,-74.46,9.42,3.1,998.03,51.042,0.19,,,,,,,,
-1.5395,9.6034,4.6377,0.1968,9.571,2.1279,-1.2791,0.2671,2.5649,0.1512,-0.2359,-0.3512,41,3.66,-34.56,22.68,183.52,-77.41,-5.28,3.1,998.04,50.553,0.19,,,,,,,,
-0.5531,11.0855,3.4142,-0.2912,9.4484,2.6102,-0.1015,1.4288,0.4042,-0.2587,0.1087,-0.0635,37,6.12,-35.28,23.28,195.47,-74.47,6.36,3.1,998.03,59.24,0.19,,,,,,,,
0.2682,9.0408,2.7462,0.5441,9.4944,2.3938,-0.6159,-0.3004,0.7714,0.0455,0.1227,0.1301,39,2.88,-34.38,23.58,175.7,-75.5,-12.81,3.1,998.02,55.733,0.19,,,,,,,,
0.3017,9.4765,1.5563,0.4479,9.7257,1.1745,-0.1463,-0.3833,0.3794,0.1579,-1.0263,-0.1307,30,12.84,-29.58,27.36,184.7,-81.98,-20.4,3.1,998.02,58.209,0.19,,,,,,,,
-0.8164,9.0097,5.8947,-0.0307,8.9287,4.0556,-0.5679,-0.0579,1.9852,-0.6094,0.7928,-0.0543,36,19.08,-34.14,16.62,211.96,-69.64,-3.39,3.1,998.03,48.881,0.19,,,,,,,,
0.8979,7.846,2.8037,0.1394,7.9724,5.7089,0.3993,0.6781,-3.3481,0.197,0.2272,0.0855,53,10.8,-38.94,10.2,199.19,-53.25,-0.38,3.1,998.04,51.724,0.19,,,,,,,,
-0.5866,8.0591,5.7989,-0.0287,8.2013,5.3767,-0.5579,-0.1421,0.4222,-0.1225,0.0299,-0.0421,119,7.02,-39,12.18,192.68,-56.75,0.31,3.1,998.03,53.586,0.19,,,,,,,,
0.4549,8.0136,4.6928,0.1845,8.3538,5.1332,0.2704,-0.3402,-0.4404,-0.175,0.028,0.2468,63,2.16,-40.2,12.3,182.87,-58.41,-2.06,3.1,998.03,54.155,0.19,,,,,,,,
-0.1221,9.1485,3.5052,0.3175,8.2233,5.3336,-0.6503,1.0522,-0.9306,0.4212,0.2015,0.1576,60,-2.34,-40.44,12.12,175.12,-56.99,-3.41,3.1,998.04,54.153,0.19,,,,,,,,
-1.4629,9.3975,4.6377,-0.1104,9.1624,3.4941,-1.3501,0.2998,0.8994,0.4792,0.2614,-0.0983,50,-1.08,-37.68,18.42,179.19,-69.12,1.81,3.1,998.03,52.121,0.19,,,,,,,,
0.5842,8.5859,3.2035,0.1222,9.3544,2.9413,0.6607,-1.2497,-0.0394,-0.2331,-0.0013,0.2548,43,0.3,-35.22,22.26,178.34,-72.53,-2.38,3.1,998.03,57.157,0.19,,,,,,,,
-1.0439,8.6409,2.696,-0.4019,9.5214,2.3133,-0.4097,-0.3873,0.8088,-0.1433,0.1667,-0.0684,40,-1.02,-33.54,23.64,185.7,-76.15,9.86,3.1,998.04,58.181,0.19,,,,,,,,
-0.17,10.0967,1.3647,-0.9115,9.6021,1.7718,0.5835,0.4323,0.3256,0.8659,0.6535,0.8406,32,-11.82,-31.56,22.92,179.73,-78.28,27.22,3.1,998.05,53.92,0.19,,,,,,,,
1.2474,9.8955,1.8675,0.7269,9.7053,1.2039,0.5205,0.1903,0.6636,0.0125,1.6853,-0.1539,40,-26.76,-25.44,13.32,91.51,-81.75,-31.12,3.1,998.02,54.301,0.19,,,,,,,,
2.2961,9.5579,1.3169,1.1758,9.6483,1.3033,1.2425,-0.1861,-0.0392,-0.0675,1.3548,0.3299,98,-31.32,-21.9,-10.26,36.18,-80.89,-39.92,3.1,998.03,57.698,0.19,,,,,,,,
-1.3073,9.5172,1.3121,0.5783,9.6974,1.3402,-1.1577,-0.2592,-1.2061,0.5629,1.3658,0.1479,81,-20.7,-22.02,-28.62,8.44,-79.39,-28.56,3.1,998.03,56.3,0.19,,,,,,,,
0.7829,10.3624,0.929,0.4917,9.704,1.3267,0.2913,0.6584,-0.3977,0.2446,-0.2438,0.0239,39,-4.32,-21.78,-35.82,344.51,-81.7,-20.33,3.1,998.03,60.07,0.19,,,,,,,,
1.0655,9.7615,2.5547,0.8481,9.7621,0.391,0.3466,-0.082,1.9051,-0.1225,2.312,0.0819,36,5.82,-27,-33.96,280.48,-84.54,-65.25,3.1,998.03,54.299,0.19,,,,,,,,
0.2155,10.5252,0.8404,0.0061,9.6907,1.5033,0.2501,0.7579,-0.2918,-0.0309,1.3768,-0.0159,54,33.36,-25.8,-14.94,287.94,-81.18,-0.23,3.1,998.04,52.28,0.19,,,,,,,,
-0.0503,9.3856,0.3017,0.2907,9.7564,0.948,-0.9587,-0.0668,0.0696,0.299,0.8845,0.0849,53,32.46,-28.92,4.2,241.35,-84.2,-17.05,3.1,998.03,54.302,0.19,,,,,,,,
0.9242,10.7766,0.1915,0.6308,9.7784,0.3926,0.3269,1.1897,-0.0119,0.3497,1.367,0.1845,36,26.34,-30,17.4,189.43,-85.24,-46.67,3.1,998.03,54.482,0.19,,,,,,,,
1.2714,9.7375,0.1532,0.5756,9.7897,0.0063,0.2073,-0.1264,1.1142,-0.332,1.1288,-0.3793,33,13.14,-27.78,28.92,106.52,-85.78,-101.15,3.1,998.03,54.188,0.19,,,,,,,,
0.5339,10.0512,1.7933,0.4125,9.7145,1.2763,-0.1611,0.727,0.5385,0.076,0.6407,-0.2168,29,1.74,-29.1,28.44,162.33,-82.19,-24.05,3.1,998.04,54.268,0.19,,,,,,,,
0.7326,9.7423,0.2634,1.0484,9.738,0.4913,-0.3157,0.0043,-0.2279,0.1114,-0.6989,0.176,32,2.1,-28.5,30.9,123.72,-83.22,-64.89,3.1,998.03,51.434,0.19,,,,,,,,
1.6688,8.8804,0.3017,1.8562,9.6255,0.2741,-0.1874,-0.7451,0.0276,0.1224,-0.435,0.0184,31,8.7,-29.04,29.64,123.24,-78.97,-81.6,3.1,998.02,50.192,0.19,,,,,,,,
-1.2331,11.119,1.8316,1.4155,9.605,1.3819,-1.4419,2.1269,0.8759,-0.4652,0.5784,-0.2981,43,5.64,-31.68,26.28,153.13,-78.36,-45.69,3.1,998.01,56.645,0.19,,,,,,,,
-0.7063,9.6202,3.8572,0.781,9.7094,1.1351,0.5239,-0.0293,-0.7808,-0.4719,-0.1797,0.4246,48,1.86,-31.74,26.94,153.71,-81.92,-34.53,3.1,998.03,57.166,0.19,,,,,,,,
2.4924,9.4358,0.6153,1.6038,9.5904,1.2737,0.9916,-0.3174,0.036,0.2904,-0.0697,0.2688,45,-3.96,-31.8,28.14,130.22,-77.95,-51.55,3.1,998.01,48.524,0.19,,,,,,,,
2.0854,10.4103,0.68,1.8665,9.5926,0.8178,0.219,0.8177,-0.1379,0.241,0.058,-0.1386,42,-3.12,-30.3,27.42,121,-77.82,-63.8,3.1,998.02,49.774,0.19,,,,,,,,
0.8667,11.119,1.4054,1.4665,9.6606,0.8316,-0.4226,1.2572,0.0734,0.0369,-0.2121,-0.2455,39,-0.78,-29.88,28.86,125.57,-80.1,-60.44,3.1,998.02,45.879,0.19,,,,,,,,
1.8005,9.2946,0.9146,1.467,9.6893,-0.368,-0.3417,-0.9358,1.783,0.2324,-0.5053,-0.3671,31,11.22,-26.94,28.92,107.01,-80.95,-101.16,3.1,998.02,58.136,0.19,,,,,,,,
0.759,9.522,1.6018,0.5561,9.7864,0.2949,-0.0437,0.066,1.0555,-0.6686,0.3664,0.3213,24,20.46,-27.12,25.2,157.73,-86.32,-62.06,3.1,998.01,52.269,0.19,,,,,,,,
-0.5196,9.1725,2.3799,0.8604,9.5135,2.2187,-2.06,0.3413,2.4861,0.1524,1.3286,0.0843,35,5.4,-33.6,26.1,171.95,-75.96,-21.2,3.1,998.01,46.679,0.19,,,,,,,,
0.601,9.8141,1.8532,1.0594,9.6187,1.5903,-0.4585,0.1955,0.2629,0.3851,-0.1345,-0.0391,46,2.58,-30.96,26.64,157.23,-78.76,-33.67,3.1,998.01,58.413,0.19,,,,,,,,
0.1341,10.0799,4.4725,1.2891,9.242,3.0155,0.5497,-0.1606,-1.5645,-1.828,0.8979,-0.675,46,1.5,-36.9,20.1,168.81,-70.46,-23.15,3.1,998.01,56.079,0.19,,,,,,,,
-0.4118,9.3951,3.6177,0.2208,8.3098,5.2027,-0.5153,0.5275,-1.7239,0.2379,-0.143,0.1124,60,2.16,-40.5,11.94,182.71,-57.93,-2.43,3.1,998.03,55.56,0.19,,,,,,,,
1.1253,8.3656,5.2075,0.3833,8.4963,4.8823,-0.6634,-0.0732,1.951,0.3986,-0.0117,-0.0171,66,0.36,-40.26,12.72,178.13,-60.04,-4.49,3.1,998.01,53.903,0.19,,,,,,,,
0.7255,8.5428,4.8269,0.6541,8.2326,5.2884,0.452,-0.2118,-0.1886,0.1945,-0.0581,-0.1954,166,4.02,-40.08,12.9,184.12,-57.09,-7.05,3.1,998.02,56.785,0.19,,,,,,,,
-0.4573,8.2818,4.5443,-0.2245,9.0403,3.7937,-0.2328,-0.7585,0.7507,0.1432,-0.1528,-0.0824,41,2.82,-36.54,19.86,187.3,-67.2,3.39,3.1,998,61.052,0.19,,,,,,,,
0.3711,8.957,1.0008,0.403,9.5905,2.0075,-0.0319,-0.6335,-1.0067,0.1389,-1.7765,0.2456,24,14.76,-32.4,22.98,197.84,-77.95,-11.35,3.1,998,58.813,0.19,,,,,,,,
1.688,8.6026,2.344,0.9351,9.5613,1.9692,0.7529,-0.9586,0.3748,-0.1946,0.6639,0.2138,27,16.68,-31.98,23.04,189.05,-77.16,-25.4,3.1,998,54.993,0.19,,,,,,,,
-0.1341,10.4965,3.0527,0.085,9.4234,2.7132,-0.2191,1.0731,0.3395,-0.1928,0.4648,-0.0549,45,8.64,-34.5,22.86,194.6,-73.93,-1.8,3.1,997.98,55.083,0.19,,,,,,,,
0.838,9.783,2.0471,0.6141,9.442,2.5773,0.2239,0.341,-0.5302,-0.2502,0.119,0.3482,43,6.54,-33.84,24,182.15,-74.33,-13.4,3.1,998,60.719,0.19,,,,,,,,
1.5252,9.3784,2.9761,1.1584,9.4064,2.5197,0.3668,-0.028,0.4564,-0.1647,0.1087,0.0965,40,3.3,-35.34,23.16,167.54,-73.57,-24.69,3.1,998,55.139,0.19,,,,,,,,
0.2706,9.7519,1.7861,0.6893,9.456,2.5059,-0.1698,0.327,-1.6416,0.0162,0.2156,-0.0134,42,0.42,-34.8,23.58,168.61,-74.63,-15.38,3.1,998.02,49.912,0.19,,,,,,,,
2.9737,8.7391,1.2402,1.2049,9.5836,1.6952,0.8733,-1.1821,0.8547,0.2006,-1.0862,0.099,39,4.32,-33.66,24.78,159.1,-77.76,-35.4,3.1,998.01,56.307,0.19,,,,,,,,
0.8667,10.02,2.1237,0.5179,9.6507,1.6633,0.4805,0.3287,0.5873,-0.0425,0.4513,-0.3653,31,4.08,-32.4,26.16,172.88,-79.77,-17.29,3.1,998,58.983,0.19,,,,,,,,
-0.1748,9.1773,0.577,-0.2509,9.7164,1.3031,-0.1106,-0.6349,-0.8937,-0.3369,-0.4857,0.0587,24,7.02,-29.82,28.5,201.76,-82.22,10.9,3.1,998,52.171,0.19,,,,,,,,
2.6385,11.0975,3.2969,1.4272,9.5796,1.5378,1.2113,1.5179,1.7592,-0.362,-1.2029,-0.4709,23,26.16,-31.02,14.58,194.33,-77.65,-42.86,3.1,998.02,57.46,0.19,,,,,,,,
0.0215,10.8293,1.4174,1.217,9.5267,1.9826,-1.1954,1.3026,-0.5652,0.3417,-2.1344,-0.1814,47,29.52,-24.9,-14.82,255.31,-76.28,-31.54,3.1,998.02,61.387,0.19,,,,,,,,
0.917,9.3927,1.8843,0.6677,9.6527,1.5966,0.0362,-0.2983,-0.0906,-0.208,-1.5572,0.1595,40,7.5,-22.5,-36.72,320.93,-79.84,-22.7,3.1,998.01,55.062,0.19,,,,,,,,
1.6377,9.3975,3.3592,1.6208,9.6013,1.1657,0.1222,-0.1415,1.3555,-0.7041,-2.6494,-0.1942,27,-25.92,-22.26,-23.04,353.21,-78.25,-54.28,3.1,998,53.986,0.19,,,,,,,,
0.0742,9.7471,2.5284,1.9557,9.2706,2.5301,-2.6788,0.7112,2.1866,0.018,-0.8296,-0.7446,34,-29.46,-26.7,7.38,84.28,-70.97,-37.7,3.1,998.01,53.733,0.19,,,,,,,,
0.6129,9.8477,2.0663,0.4467,9.5686,2.1008,0.2884,0.1498,-0.1279,-0.1622,-0.9726,-0.1221,43,-13.74,-32.64,20.7,143.52,-77.35,-12,3.1,998.01,59.785,0.19,,,,,,,,
-1.9394,11.2268,3.7207,0.6301,9.7371,0.9804,-0.5655,1.1472,0.0946,-0.0205,-0.603,-0.6206,32,7.14,-28.86,28.26,163.18,-83.17,-32.73,3.1,998.02,60.355,0.19,,,,,,,,
0.4573,10.1421,1.3408,-0.0653,9.6893,1.5112,0.2496,0.5127,-0.3476,-0.1201,1.8343,-0.0873,24,-0.9,-30.06,28.5,175.1,-81.27,-3.64,3.1,998,58.328,0.19,,,,,,,,
-0.0239,10.1062,2.1141,-0.8422,9.557,2.0309,0.8183,0.5492,0.0832,0.054,1.7763,0.4221,23,-24.6,-30.3,7.08,137.61,-77.04,22.52,3.1,998.01,60.283,0.19,,,,,,,,
0,11.5787,3.3185,0.0667,9.7511,1.0396,-0.0667,1.8276,2.2789,0.2941,1.6969,-0.3524,64,-28.38,-25.2,-10.62,69.76,-83.9,-3.67,3.1,998.03,56.817,0.19,,,,,,,,
0.2011,8.8995,-0.0407,0.2444,9.7908,0.5004,-0.0433,-0.8913,-0.5411,0.3228,0.937,-0.284,29,-19.2,-24.72,-24.9,11.74,-86.74,-26.04,3.1,998.02,60.237,0.19,,,,,,,,
0.2179,9.7064,0.2107,-0.0797,9.7152,1.3335,0.7908,-0.4973,-1.6615,-0.0071,0.5448,-0.025,28,-5.46,-22.26,-36.18,12.46,-82.17,3.42,3.1,998.04,58.882,0.19,,,,,,,,
-0.1269,10.6306,0.9625,0.3123,9.757,0.9346,0.0636,0.6677,-0.8484,0.3924,-0.2023,-0.2358,22,-12.6,-23.58,-32.94,3.26,-84.23,-18.48,3.1,998.04,51.363,0.19,,,,,,,,
-0.352,9.7495,2.3775,0.1651,9.7486,1.0521,-0.5171,8.00E-04,1.3254,-0.2331,2.6474,-0.0867,27,12.84,-24.66,-34.68,328.36,-83.77,-8.92,3.1,998.03,55.331,0.19,,,,,,,,
-0.1293,9.9506,1.7071,-0.5447,9.6355,1.7407,0.073,0.3175,-0.1174,0.2636,0.9461,0.2719,48,35.7,-23.94,-13.02,303.54,-78.39,20.35,3.1,998.04,52.251,0.19,,,,,,,,
-1.0176,10.0488,1.2426,-0.5077,9.7715,0.656,-0.9743,0.9788,1.834,0.4059,1.7293,0.0324,32,34.08,-25.8,4.8,295.99,-85.15,37.74,3.1,998.05,56.804,0.19,,,,,,,,
-0.4094,9.6298,-0.2275,-0.4632,9.7752,0.6339,-0.0683,-0.301,-0.3203,0.0064,1.5979,-0.408,29,22.56,-27.36,23.94,256.35,-85.41,36.16,3.1,998.04,58.778,0.19,,,,,,,,
-0.1772,9.3449,-0.0287,-0.0423,9.7583,0.9713,-0.1348,-0.4135,-1,0.1035,0.0201,-0.0965,28,10.56,-28.8,29.04,201.42,-84.31,2.5,3.1,998.03,58.066,0.19,,,,,,,,
-0.3951,10.0583,1.8005,0.2379,9.7778,0.7124,-0.3648,0.3691,0.772,0.1689,-1.7575,-0.1863,21,24.78,-27.3,21.12,209.78,-85.61,-18.46,3.1,998.03,57.244,0.19,,,,,,,,
1.2809,9.2132,1.3695,1.2779,9.7021,0.6366,0.501,-0.647,0.764,-0.0871,-1.1522,-0.5107,26,31.14,-29.88,-1.02,205.13,-81.63,-63.52,3.1,998.03,56.174,0.19,,,,,,,,
0.2825,8.4733,-0.9864,0.5908,9.7778,0.4632,-0.6626,-1.3213,-1.1911,-0.1506,-2.1796,-0.0507,39,25.44,-26.52,-19.68,253.25,-85.61,-51.9,3.1,998.04,54.516,0.19,,,,,,,,
0.3855,10.4414,0.7734,0.8994,9.7616,-0.2686,-0.6959,1.0988,1.6261,0.4163,-1.096,0.1851,31,3.78,-27.42,-33.06,242.6,-84.51,-106.63,3.1,998.03,54.536,0.19,,,,,,,,
0.0623,10.1493,-0.0263,0.5995,9.7759,-0.4922,-0.5372,0.3734,0.4659,-0.1482,0.8722,-0.146,30,-9.06,-29.28,-31.98,242.86,-85.46,-129.39,3.1,998.04,57.173,0.19,,,,,,,,
-0.8643,9.4909,1.3097,0.213,9.7923,0.4859,-1.0774,-0.3014,0.8237,-0.1586,2.0286,0.2114,32,17.64,-26.76,-29.88,303.32,-86.9,-23.67,3.1,998.04,58.1,0.19,,,,,,,,
-1.0583,8.4877,-0.0335,-0.1274,9.7982,-0.3858,-0.9308,-1.3105,0.3523,0.6197,1.5839,-0.5986,47,33.84,-29.28,-4.98,82.08,-87.63,161.72,3.1,998.04,47.175,0.19,,,,,,,,
1.3599,10.8724,1.585,1.1944,9.6676,1.1314,0.1656,1.2048,0.4536,0.1548,1.331,0.1442,39,27,-31.74,8.88,201.35,-80.34,-46.55,3.1,998.05,56.655,0.19,,,,,,,,
-0.182,9.5723,0.486,0.5745,9.6887,1.4031,-0.7373,-0.4875,-0.0192,0.492,1.0158,0.1289,35,18.6,-30.96,22.86,195.07,-81.11,-22.27,3.1,998.06,52.064,0.19,,,,,,,,
0.3328,10.8556,2.1357,0.3374,9.7181,1.2708,0.5293,0.7305,-0.203,0.0827,-0.1302,-0.0708,30,4.86,-30.9,27.66,175.83,-82.29,-14.87,3.1,998.06,59.821,0.19,,,,,,,,
-0.577,9.4263,0.7255,0.1388,9.758,0.9655,-0.8523,-0.3485,-0.2711,0.0162,0.9804,0.0904,18,12.06,-29.16,30.9,192,-84.29,-8.18,3.1,998.07,59.221,0.19,,,,,,,,
-1.8627,9.9291,1.9992,-0.6489,9.5555,2.1073,-1.9321,1.3408,1.1058,0.1389,2.9846,0.2511,24,-18.9,-30.96,16.08,153.79,-77.01,17.12,3.1,998.06,53.132,0.19,,,,,,,,
-0.7853,10.0775,2.2626,-0.6387,9.7013,1.2833,-0.4219,0.3355,0.3855,0.4932,0.4483,-0.3115,70,-27.36,-27.24,-5.94,104.21,-81.28,18.56,3.1,998.05,61.521,0.19,,,,,,,,
