ORIENTATION_X,ORIENTATION_Y,ORIENTATION_Z
-88.4,-8.4,190.9
-88.7,-29.9,172.6
-89.3,-61.8,140.0
-88.7,-27.1,175.1
-88.3,-23.0,177.6
-87.6,-17.1,181.8
-86.5,-6.6,190.3
-87.0,-12.6,181.0
-87.0,-44.8,146.7
-86.8,-62.4,129.7
-84.4,-47.8,145.3
-83.6,-47.6,147.5
-84.2,-39.2,158.7
-85.0,-37.6,160.9
-86.7,-56.3,142.5
-86.7,-77.1,122.4
-87.6,-66.4,135.4
-88.4,-69.2,132.3
-85.8,-29.0,171.0
-84.0,-27.0,171.6
-83.9,-31.9,164.0
-85.7,-48.2,147.7
-85.1,-42.6,156.3
-84.7,-35.1,165.1
-85.0,-29.0,174.8
-84.7,-23.2,184.6
-84.3,-15.9,195.0
-85.2,-16.1,193.4
-83.8,-28.8,182.2
-85.6,-22.6,190.4
-85.7,-22.9,187.9
-82.0,-16.6,192.6
-82.4,-5.6,201.0
-83.6,-8.3,194.5
-84.7,-24.1,176.3
-85.1,-15.5,182.7
-84.3,-21.7,183.1
-86.3,-24.9,180.1
-87.2,-43.3,165.3
-87.8,-61.3,147.6
-87.7,-62.8,144.6
-87.0,-61.4,145.5
-86.9,-58.5,144.6
-84.1,-32.9,167.1
-83.7,-13.2,184.2
-84.0,-8.9,186.6
-85.3,-34.6,161.8
-86.2,-64.0,132.6
-85.3,-65.8,130.6
-86.5,-56.4,140.9
-88.5,-78.7,118.0
-88.4,-126.0,72.8
-87.3,-89.4,106.8
-86.5,-74.9,121.6
-83.3,-49.2,144.2
-81.5,-31.9,157.3
-80.6,-26.3,163.0
-82.3,-33.7,153.9
-83.1,-45.3,140.3
-82.4,-40.9,144.7
-79.4,-23.3,163.8
-78.4,-16.6,171.6
-79.7,-13.7,177.6
-82.0,-14.7,175.9
-82.0,-20.1,171.1
-81.1,-20.2,167.7
-79.8,-14.4,174.6
-79.8,-8.9,181.0
-80.9,-13.1,177.1
-81.9,-22.2,168.7
-82.5,-26.1,166.7
-81.7,-24.5,169.9
-79.1,-21.7,174.6
-77.2,-17.8,180.5
-78.1,-14.7,184.6
-78.7,-18.0,180.4
-79.7,-16.1,183.6
-78.5,-8.2,186.9
-78.7,-8.0,188.2
-78.1,-9.7,185.6
-79.0,-10.9,184.7
-79.7,-15.0,179.2
-81.3,-12.5,183.0
-81.9,-15.6,179.9
-80.1,-19.3,175.5
-80.0,-11.3,182.4
-82.2,-4.5,188.1
-82.8,-10.6,182.3
-84.8,-14.7,176.9
-86.8,-18.8,172.1
-85.3,-16.2,174.8
-85.8,-16.4,174.6
-83.5,-22.2,169.3
-83.7,-18.6,172.6
-83.5,-19.8,169.9
-86.1,-26.5,162.8
-84.7,-27.3,162.2
-84.5,-31.1,157.2
-84.6,-25.7,163.9
-84.3,-17.7,171.8
-85.1,-7.3,183.9
-85.9,0.7,190.1
-85.7,-3.2,186.3
-84.8,-9.0,178.9
-84.1,-28.1,157.5
-83.8,-21.1,164.0
-84.1,-21.8,163.3
-86.5,-26.4,161.8
-85.8,-29.9,158.1
-85.9,-24.4,167.0
-88.4,-85.4,109.0
-88.5,-81.2,114.1
-88.3,-106.4,91.1
-87.9,-135.9,65.3
-87.8,-53.4,148.9
-84.1,-49.3,151.4
-84.9,-50.9,145.9
-85.5,-45.1,149.5
-85.9,-49.5,145.1
-85.8,-72.4,122.9
-85.5,-69.9,125.0
-84.4,-37.0,165.0
-85.1,-15.5,183.7
-85.3,-13.7,187.5
-86.0,-18.6,183.0
-85.5,-18.4,183.2
-84.5,-20.4,180.7
-81.0,-16.1,186.2
-82.6,-13.8,187.7
-83.1,-14.0,187.1
-82.9,-11.6,189.2
-82.7,-11.0,186.7
-79.9,-15.3,185.3
-83.7,-11.6,192.9
-86.6,-0.2,205.2
-87.7,2.2,207.3
-86.5,-6.6,198.4
-82.8,-16.7,186.7
-80.3,-5.2,191.5
-79.3,-8.6,189.9
-77.8,-12.4,185.5
-78.7,-16.7,182.5
-79.3,-16.6,182.1
-78.9,-15.3,181.6
-78.3,-16.0,184.6
-78.4,-8.7,190.1
-78.4,-8.8,194.3
-79.3,-15.8,189.8
-79.3,-15.6,185.5
-78.1,-13.3,188.8
-80.8,-14.9,187.2
-80.0,-14.8,182.1
-79.1,-20.0,177.7
-79.5,-28.2,169.2
-80.7,-25.4,169.8
-83.1,-22.7,171.4
-83.1,-19.4,174.4
-82.0,-17.2,182.6
-83.5,-7.9,196.2
-83.7,-4.8,202.1
-81.9,-12.0,200.2
-82.7,-11.8,199.2
-81.7,-5.8,202.8
-82.8,-8.1,198.1
-80.5,-11.4,194.6
-77.3,-22.1,180.7
-76.8,-25.3,176.6
-79.2,-33.1,169.4
-79.6,-33.4,169.9
-81.9,-29.5,175.3
-80.6,-19.8,186.6
-82.0,-16.9,194.0
-82.6,-11.5,200.4
-83.1,-12.0,198.3
-83.1,-0.9,209.3
-83.9,-3.2,203.7
-81.6,-12.4,194.7
-83.1,-15.6,192.1
-84.1,-24.3,182.1
-84.3,-38.5,166.7
-83.4,-45.6,160.5
-85.4,-53.2,149.6
-84.7,-26.1,179.6
-87.1,-8.2,196.9
-87.2,-8.9,197.0
-87.8,-11.7,195.9
-87.2,-15.9,191.1
-87.3,-21.2,184.4
-85.3,-19.2,184.7
-84.6,-22.6,179.9
-84.7,-27.2,175.0
-85.0,-31.6,169.3
-81.1,-32.8,169.1
-78.3,-27.6,172.4
-76.5,-22.6,178.7
-73.3,-13.3,191.4
-72.5,-7.8,193.8
-68.4,-11.3,194.8
-69.8,-9.7,192.4
-68.8,-10.6,193.1
-67.8,-9.6,189.3
-68.3,-8.7,189.6
-69.7,-9.2,188.9
-70.4,-9.4,187.3
-70.5,-7.9,189.9
-68.8,-7.7,189.7
-68.4,-3.6,193.0
-66.0,1.4,199.4
-66.1,1.9,201.0
-69.8,3.3,204.5
-71.3,5.3,203.6
-71.2,10.1,206.9
-70.3,8.4,200.7
-68.1,6.5,197.4
-68.6,4.6,196.2
-69.0,3.5,195.1
-70.4,3.7,195.6
-69.6,0.2,193.2
-70.3,1.2,196.9
-69.3,1.5,197.0
-71.5,5.5,204.8
-72.8,3.9,203.8
-74.3,5.9,205.6
-75.9,10.6,209.6
-76.3,11.6,210.6
-74.2,5.4,201.6
-74.2,5.8,199.1
-74.4,4.0,197.5
-75.5,3.8,195.8
-77.0,0.1,196.0
-77.7,-0.3,195.6
-78.6,3.1,199.7
-77.4,4.3,201.3
-77.9,6.8,204.6
-77.8,5.1,201.6
-78.0,6.9,201.7
-77.7,8.1,202.7
-76.7,3.5,196.9
-77.7,3.8,199.1
-78.4,0.2,192.8
-79.7,-1.6,191.4
-81.0,-5.7,188.9
-81.1,-13.6,182.7
-81.2,-14.4,183.1
-80.3,-6.7,192.7
-80.6,4.9,205.5
-81.2,8.0,206.0
-80.5,10.5,210.1
-78.4,6.9,205.0
-77.7,19.7,214.0
-77.3,20.4,212.6
-75.9,18.8,207.9
-76.1,20.6,207.7
-79.5,16.4,205.0
-79.4,5.1,195.5
-77.2,-6.2,187.7
-77.9,-3.7,196.0
-78.5,-2.3,198.9
-80.0,-0.4,200.8
-80.2,0.3,201.0
-78.3,6.1,209.0
-77.8,1.7,202.0
-76.9,1.2,198.4
-77.6,1.2,196.6
-78.9,-2.0,194.1
-81.6,-9.3,187.7
-82.9,-13.6,184.9
-81.6,-13.0,186.4
-83.5,-6.8,193.6
-83.0,-0.6,200.7
-81.8,1.0,202.8
-83.6,11.5,213.9
-82.7,3.6,206.3
-81.4,3.2,204.3
-81.5,1.3,201.0
-81.3,-1.5,198.5
-82.3,-4.2,196.3
-82.4,-7.4,193.9
-82.4,-11.1,191.5
-81.1,-12.5,190.5
-81.0,-7.4,197.1
-82.7,-9.7,194.7
-83.1,-6.8,197.3
-83.2,-2.4,199.5
-83.6,0.6,199.9
-80.4,0.5,200.9
-82.8,3.6,205.5
-84.5,-5.0,195.9
-86.4,-13.3,191.3
-86.5,-13.0,192.3
-86.6,-0.5,202.2
-83.5,-6.8,202.5
-85.0,-5.1,210.0
-86.7,13.5,230.5
-87.6,34.3,250.2
-87.7,26.3,241.4
-87.1,7.5,221.2
-86.2,1.4,216.8
-86.7,-15.4,198.5
-87.2,-29.5,187.4
-87.9,-29.2,187.9
-86.1,-28.1,191.0
-85.2,-29.7,193.1
-83.8,-27.9,189.6
-85.1,-34.6,186.1
-86.8,-52.4,162.6
-87.4,-48.5,164.8
-86.6,-28.7,183.8
-85.1,-37.2,174.5
-83.5,-33.4,177.5
-85.4,-47.4,163.4
-85.7,-50.4,159.6
-87.2,-49.8,161.3
-87.6,-38.4,172.2
-87.5,-36.2,175.2
-85.8,-21.4,188.7
-86.8,-17.8,190.6
-87.2,-19.6,189.8
-87.5,-13.0,196.2
-88.1,-25.5,183.3
-87.4,-28.9,179.3
-87.5,-38.7,169.0
-85.9,-46.8,160.2
-86.6,-48.1,158.7
-86.4,-50.0,159.3
-85.6,-45.5,162.2
-85.2,-43.6,164.7
-85.7,-42.4,166.6
-86.6,-42.3,168.0
-86.9,-71.1,138.8
-84.8,-39.4,169.6
-84.0,-39.7,168.8
-82.6,-25.6,180.9
-83.3,-24.2,182.1
-83.3,-25.9,179.0
-84.9,-24.3,182.9
-85.1,-26.3,181.0
-84.4,-31.6,176.1
-82.0,-26.6,180.0
-82.5,-18.9,189.2
-82.0,-17.1,189.1
-82.8,-14.7,188.9
-81.2,-8.5,198.1
-80.2,-8.6,198.4
-78.2,-8.9,196.8
-78.8,-18.2,184.6
-77.1,-26.7,179.1
-77.9,-27.6,178.3
-73.5,-15.8,188.6
-74.3,-17.8,184.9
-71.5,-14.8,185.8
-70.3,-16.5,186.5
-71.9,-18.6,183.9
-73.5,-16.6,184.7
-71.7,-14.3,184.5
-70.3,-13.6,181.6
-68.7,-11.1,184.0
-67.5,-14.3,179.9
-68.3,-14.5,179.7
-70.5,-11.6,186.8
-71.3,-13.6,183.3
-71.5,-10.2,181.8
-71.3,-8.2,186.6
-71.9,-7.3,185.6
-73.8,-6.6,187.2
-74.7,-4.6,189.0
-74.9,-4.6,188.9
-73.5,-3.7,189.3
-73.9,-3.8,189.4
-74.1,-6.7,187.6
-75.5,-6.9,186.8
-75.5,-9.3,183.6
-76.5,-11.5,183.3
-75.4,-13.2,184.0
-78.0,-10.5,187.1
-77.5,-15.6,183.9
-78.2,-18.4,182.2
-79.4,-14.8,185.3
-80.5,-15.7,185.6
-79.8,-17.2,183.3
-79.4,-18.5,180.0
-78.0,-23.7,175.6
-78.9,-23.9,179.2
-78.9,-21.8,180.9
-79.6,-18.3,183.9
-77.3,-18.9,183.3
-78.4,-13.8,189.1
-79.0,-16.2,187.1
-80.5,-20.2,183.2
-81.1,-22.5,182.2
-78.9,-18.3,184.8
-79.3,-15.0,187.6
-80.1,-17.6,183.3
-78.7,-18.3,183.9
-80.5,-19.3,183.4
-80.9,-23.3,179.3
-80.7,-25.3,176.0
-80.1,-19.1,185.0
-81.3,-16.1,187.1
-81.4,-17.1,186.3
-82.5,-18.5,182.9
-81.0,-24.8,177.9
-80.5,-20.8,179.4
-79.4,-21.4,179.5
-79.5,-30.6,170.0
-78.9,-33.6,166.1
-80.2,-33.0,165.9
-80.3,-30.1,168.3
-81.5,-29.1,167.0
-80.7,-22.4,176.5
-80.6,-15.5,184.7
-82.5,-21.9,178.4
-84.1,-24.6,174.8
-87.6,116.0,320.7
-88.9,171.0,13.3
-88.1,108.5,305.8
-87.4,24.5,217.3
-86.3,2.5,192.8
-85.7,-14.8,173.0
-86.4,-35.9,154.6
-85.3,-35.4,157.1
-86.0,-44.9,144.2
-87.0,-52.9,139.3
-86.8,-40.2,151.7
-84.9,-69.7,124.7
-85.8,-81.4,112.9
-86.0,-90.6,106.6
-87.3,-96.6,97.8
-85.5,-54.1,139.4
-84.6,-49.5,145.9
-84.6,-50.2,143.5
-85.5,-72.2,123.8
-84.4,-65.9,132.1
-84.6,-73.4,126.3
-85.0,-68.7,132.9
-85.7,-88.7,110.1
-85.0,-86.6,112.8
-86.2,-95.9,103.4
-86.7,-63.5,134.6
-86.1,-54.2,142.3
-83.3,-41.5,152.5
-83.3,-45.0,149.4
-84.2,-55.3,138.9
-84.4,-63.5,131.1
-84.2,-62.1,130.5
-83.8,-45.3,152.2
-83.9,-32.4,167.2
-85.0,-35.5,164.1
-85.5,-51.4,147.4
-84.0,-38.4,160.1
-82.1,-31.6,166.7
-81.2,-42.4,154.1
-79.8,-41.1,154.6
-79.8,-39.0,155.4
-81.5,-53.1,140.1
-81.8,-62.4,130.5
-80.5,-59.4,132.7
-80.4,-58.5,134.4
-80.4,-53.7,139.1
-81.8,-59.1,135.0
-82.5,-65.9,127.9
-83.1,-65.1,129.8
-83.8,-62.1,132.1
-82.6,-57.7,135.2
-82.0,-43.1,148.3
-82.4,-43.9,147.0
-82.0,-47.5,142.3
-82.0,-46.1,145.6
-81.4,-43.7,149.7
-83.5,-51.6,144.3
-83.5,-46.0,149.4
-82.5,-33.6,161.6
-83.6,-38.8,158.8
-84.3,-42.5,152.9
-85.3,-37.1,159.3
-82.6,-39.5,154.6
-80.1,-34.2,160.7
-80.2,-33.9,160.9
-80.5,-38.0,155.5
-81.5,-44.7,147.2
-81.2,-43.4,146.9
-81.9,-44.5,148.7
-80.9,-34.2,158.2
-81.9,-34.9,160.7
-83.5,-43.0,153.2
-83.6,-41.4,152.5
-84.5,-25.4,168.3
-85.3,-28.1,162.2
-83.0,-24.0,164.9
-82.6,-20.6,166.7
-83.2,-11.4,176.5
-83.0,-9.5,181.7
-82.8,-8.2,181.1
-82.3,-10.2,183.0
-81.5,-5.8,188.5
-82.7,1.0,199.7
-83.7,-1.1,196.3
-83.0,-3.6,192.8
-84.2,5.6,200.6
-84.3,-4.5,189.6
-81.7,-12.1,177.6
-81.9,-8.0,179.8
-82.4,-9.0,178.7
-83.1,-18.9,169.5
-82.0,-24.3,164.9
-82.4,-20.5,172.9
-82.6,-15.1,182.3
-82.9,-18.2,180.8
-85.0,-31.4,166.3
-85.4,-29.8,167.7
-84.5,-14.0,182.8
-83.7,-16.9,177.8
-83.2,-8.0,184.4
-83.6,-2.9,188.7
-84.8,-10.7,179.5
-85.4,-15.9,175.0
-84.4,-24.9,168.3
-83.5,-26.1,167.3
-84.0,-19.2,176.5
-84.0,-18.3,176.5
-84.8,-23.2,173.5
-85.8,-26.5,171.8
-85.9,-25.6,170.6
-85.1,-21.7,174.4
-83.5,-19.8,175.1
-83.0,-22.7,170.9
-83.9,-32.0,159.0
-84.6,-52.6,137.7
-83.5,-55.3,134.2
-82.4,-45.6,148.8
-83.1,-42.1,151.2
-85.5,-41.6,154.0
-86.5,-43.7,152.8
-87.4,-41.7,152.8
-87.2,-28.2,165.5
-85.8,-4.5,185.5
-84.4,-6.8,181.9
-83.6,-13.8,170.7
-83.5,-15.6,167.5
-82.9,-12.7,171.9
-81.0,-21.7,164.2
-80.8,-21.6,166.2
-79.4,-22.7,168.6
-80.4,-19.3,173.5
-80.4,-23.1,169.8
-79.7,-21.8,171.8
-80.9,-28.1,167.3
-79.2,-33.8,162.7
-78.6,-37.8,161.7
-79.2,-39.5,158.5
-81.2,-35.8,162.2
-80.2,-28.3,169.9
-80.7,-27.6,173.1
-81.4,-27.5,174.1
-82.4,-33.2,171.8
-83.9,-32.5,170.1
-83.3,-30.2,171.5
-85.3,-37.4,160.1
-84.8,-54.8,138.6
-82.0,-42.5,151.6
-81.0,-36.3,154.9
-80.4,-37.1,151.0
-81.6,-36.5,150.9
-80.3,-32.8,154.8
-79.6,-26.8,162.1
-85.6,-22.6,167.1
-84.9,-22.4,169.3
-86.7,-33.7,159.6
-86.8,-24.0,165.5
-85.5,-11.9,175.5
-84.0,-18.1,166.4
-80.6,-23.0,163.2
-78.9,-21.1,163.9
-80.0,-18.9,165.4
-81.3,-22.0,164.0
-79.8,-21.8,163.0
-78.7,-17.6,173.4
-79.1,-14.1,181.1
-80.2,-15.7,183.4
-83.8,-30.8,169.7
-84.4,-33.0,166.6
-83.9,-25.9,171.6
-80.8,-20.5,175.1
-79.5,-16.4,178.0
-78.4,-20.5,175.0
-77.8,-26.1,170.6
-79.9,-24.8,170.8
-79.0,-23.7,175.5
-78.3,-17.5,183.9
-77.7,-15.6,189.8
-78.1,-15.9,191.0
-80.6,-12.8,192.0
-79.6,-13.0,194.6
-80.3,-10.5,197.7
-77.4,-20.8,184.7
-76.7,-27.0,178.9
-75.6,-25.8,179.1
-75.8,-21.9,178.9
-79.3,-19.2,181.0
-78.3,-22.8,179.5
-77.4,-19.3,188.2
-79.5,-17.0,196.5
-82.0,-12.5,202.1
-82.6,-9.3,202.9
-82.0,-7.9,201.7
-80.9,-17.6,187.9
-78.1,-18.8,187.9
-77.6,-17.9,187.1
-76.9,-19.6,187.9
-78.5,-22.1,186.7
-78.0,-25.7,181.4
-79.9,-15.5,191.6
-80.2,-12.1,197.0
-81.6,-9.9,198.4
-80.4,-14.7,193.2
-81.0,-13.9,194.0
-83.1,4.5,208.8
-86.5,1.8,201.4
-84.7,-9.7,191.3
-79.0,-10.8,191.1
-78.6,-16.4,187.0
-82.2,-14.0,190.4
-81.9,-13.7,189.0
-79.3,-12.7,191.7
-78.2,-2.7,201.4
-78.4,4.8,210.8
-77.7,0.8,212.2
-80.8,1.0,211.7
-84.8,27.9,239.5
-85.5,16.7,228.2
-84.3,0.9,210.6
-82.9,0.1,210.9
-81.9,14.3,223.2
-82.4,14.6,226.1
-81.7,11.5,221.4
-81.5,11.2,222.3
-83.4,19.7,230.5
-83.0,10.8,222.1
-83.9,12.1,223.7
-84.5,12.2,223.4
-82.2,6.8,221.0
-84.8,6.4,218.9
-83.2,0.7,210.6
-81.8,-2.8,207.1
-80.4,-3.9,205.5
-79.9,-6.3,202.5
-80.4,-15.2,194.2
-79.6,-15.0,196.4
-79.4,-10.2,201.5
-77.7,-16.1,199.6
-78.0,-17.9,200.4
-78.5,-18.5,199.1
-78.3,-14.4,204.5
-81.6,-22.3,196.7
-78.0,-26.1,194.5
-77.1,-29.0,192.0
-80.8,-41.6,177.0
-82.0,-41.5,180.8
-82.9,-38.5,182.4
-82.1,-31.6,190.9
-80.4,-23.8,198.5
-79.8,-21.2,202.9
-80.6,-18.2,208.2
-79.6,-16.0,209.6
-78.3,-6.3,220.7
-81.6,-25.9,200.4
-77.0,-40.8,184.6
-74.2,-32.9,195.0
-76.5,-22.4,202.7
-77.5,-21.0,204.4
-79.9,-19.7,204.2
-79.8,-23.8,206.3
-79.2,-25.0,203.9
-79.5,-32.3,192.1
-74.9,-29.3,198.1
-78.0,-32.2,195.2
-78.9,-31.9,194.5
-80.8,-44.2,184.2
-76.8,-42.1,183.5
-71.5,-27.7,196.0
-73.8,-23.8,202.9
-75.6,-25.7,201.0
-77.3,-31.4,192.3
-77.9,-35.2,194.9
-78.1,-40.9,191.2
-79.5,-41.6,193.0
-79.4,-42.8,195.6
-77.7,-36.4,201.1
-80.0,-34.1,200.9
-85.8,-66.0,163.6
-77.3,-34.2,192.3
-77.0,-28.9,196.5
-76.8,-30.0,191.1
-71.9,-45.7,185.1
-69.2,-54.5,179.4
-73.3,-54.5,181.8
-76.4,-57.9,180.4
-76.0,-53.7,182.1
-77.0,-52.3,184.2
-75.1,-44.8,192.6
-77.1,-53.1,182.2
-75.2,-49.1,184.8
-72.0,-36.6,195.5
-74.1,-25.7,201.7
-77.4,-28.4,191.5
-77.3,-37.3,184.1
-77.2,-41.5,184.0
-78.6,-46.7,182.0
-80.2,-56.7,173.1
-81.8,-50.4,179.6
-81.6,-46.2,183.3
-81.8,-40.7,184.9
-81.7,-47.4,177.9
-80.5,-41.6,181.9
-77.1,-29.2,194.2
-74.5,-29.6,196.6
-75.7,-31.2,195.6
-76.7,-43.0,187.3
-77.5,-42.8,191.7
-79.5,-43.1,191.5
-79.9,-46.7,190.5
-78.1,-46.0,192.6
-77.1,-43.9,194.2
-76.4,-43.5,195.6
-78.0,-45.4,193.1
-76.3,-29.4,209.6
-77.2,-24.7,212.6
-77.6,-28.5,208.5
-78.1,-30.6,206.6
-78.3,-33.9,206.3
-78.1,-30.1,213.9
-80.4,-28.3,217.9
-79.3,-25.7,222.7
-80.5,-35.9,213.9
-79.5,-41.9,206.9
-79.0,-43.2,206.4
-78.7,-32.5,212.2
-76.4,-24.6,219.7
-76.0,-17.5,228.6
-77.6,-18.3,230.2
-78.5,-18.9,231.7
-80.4,-25.3,230.6
-85.0,-18.7,238.4
-86.2,-11.0,243.8
-83.4,-23.7,235.6
-84.7,-32.3,223.4
-84.1,-29.2,222.4
-82.4,-14.4,234.0
-76.5,-12.8,237.3
-75.4,-12.5,238.4
-76.9,-15.2,234.9
-79.4,-27.1,226.2
-78.0,-29.3,225.3
-78.1,-17.5,240.7
-79.5,-7.3,250.7
-78.8,-7.3,253.3
-80.9,-17.2,242.2
-81.2,-33.0,225.8
-82.2,-48.5,213.1
-81.7,-39.9,222.2
-78.1,-25.9,239.2
-80.0,-26.9,236.3
-78.2,-34.0,231.6
-77.7,-35.8,232.8
-78.1,-29.4,240.6
-79.5,-21.1,248.2
-77.6,-21.0,250.2
-77.7,-24.8,248.3
-79.8,-29.1,243.8
-80.5,-24.3,250.5
-80.3,-18.8,256.9
-78.1,-18.6,254.3
-75.5,-16.1,259.8
-83.1,-18.4,256.2
-83.0,-31.2,245.4
-82.7,-29.5,248.6
-80.2,-20.7,260.0
-79.8,-12.6,268.2
-80.1,-7.2,273.1
-81.5,-5.1,273.2
-79.1,-7.0,271.2
-80.4,-5.3,272.0
-78.3,-10.5,269.2
-82.2,-13.3,262.4
-82.9,-25.2,252.4
-83.7,-25.5,253.3
-85.7,-26.9,254.4
-86.3,-26.3,256.8
-84.4,-23.5,259.9
-83.3,-11.1,271.6
-82.4,-10.3,273.3
-82.2,-11.3,272.1
-78.5,-19.9,266.5
-79.8,-35.3,258.7
-79.3,-38.0,251.4
-77.9,-31.8,257.8
-79.2,-32.8,253.6
-78.9,-43.4,242.5
-76.7,-48.3,240.7
-77.5,-41.9,246.9
-78.0,-35.8,250.8
-77.6,-28.0,257.9
-78.8,-29.5,253.5
-75.9,-41.3,241.3
-74.2,-41.7,240.0
-76.9,-39.2,239.3
-76.7,-32.1,243.7
-76.9,-35.7,237.3
-78.5,-40.4,235.6
-80.3,-44.1,230.1
-79.5,-47.0,230.0
-79.0,-43.9,235.5
-79.8,-42.5,235.8
-80.1,-36.6,243.3
-80.5,-31.3,251.4
-80.8,-36.0,244.3
-81.9,-40.0,239.4
-82.6,-36.6,238.5
-76.7,-28.1,244.3
-75.0,-20.6,248.5
-78.2,-16.3,251.8
-78.8,-15.1,250.8
-79.1,-19.5,249.4
-79.3,-23.6,249.0
-77.7,-25.0,251.1
-77.3,-26.1,254.5
-79.6,-26.9,251.7
-79.0,-28.9,249.7
-78.9,-28.5,248.2
-76.7,-28.4,245.8
-74.3,-24.7,247.7
-75.0,-22.8,251.3
-79.3,-25.4,245.6
-81.2,-29.0,240.3
-81.7,-35.2,234.6
-82.0,-32.2,239.2
-82.0,-29.5,241.9
-83.4,-38.8,236.8
-85.9,-73.9,202.8
-83.2,-85.8,189.9
-83.3,-78.7,196.4
-80.5,-52.8,222.1
-78.1,-42.1,233.7
-79.3,-41.2,233.9
-80.7,-45.8,230.4
-81.9,-47.3,228.0
-82.6,-49.9,225.9
-84.7,-45.1,232.8
-86.0,-49.3,231.2
-84.1,-45.4,238.3
-84.2,-47.5,237.7
-81.8,-40.4,239.0
-80.9,-41.7,238.6
-80.1,-38.8,240.8
-81.5,-36.7,239.4
-83.0,-43.4,230.5
-83.8,-43.1,228.3
-81.4,-12.4,256.4
-80.5,-6.7,264.9
-78.7,1.1,276.8
-79.4,4.3,277.8
-79.6,20.6,290.6
-80.2,18.1,283.7
-78.6,22.9,284.6
-77.5,-0.5,255.8
-80.7,-4.3,257.9
-80.2,-7.8,260.2
-80.8,-18.8,252.7
-81.8,-20.0,252.4
-83.4,-32.9,247.0
-85.3,-28.2,249.5
-83.8,-13.3,258.6
-81.2,-12.5,256.2
-80.6,-10.5,256.0
-82.7,-23.6,243.0
-83.5,-26.3,239.7
-84.1,-23.2,242.9
-84.6,-28.4,238.4
-84.7,-42.5,224.8
-81.7,-54.4,212.1
-79.0,-48.6,217.3
-79.6,-40.9,224.4
-80.9,-37.1,227.3
-84.6,-34.9,225.5
-85.0,-30.8,228.2
-83.8,-35.0,225.6
-84.7,-27.7,233.3
-83.8,-29.6,233.8
-84.7,-37.2,225.2
-84.5,-32.2,231.6
-82.7,-17.6,241.5
-80.3,-14.8,241.1
-80.5,-12.6,241.4
-82.3,-23.3,231.9
-83.4,-26.3,234.9
-83.7,-31.0,232.6
-84.7,-24.2,245.5
-85.7,-36.5,234.2
-86.1,-51.4,219.9
-85.3,-48.4,221.1
-84.5,-49.3,219.9
-83.4,-41.3,225.6
-78.7,-29.5,237.1
-81.3,-39.7,229.0
-79.3,-38.7,229.1
-80.8,-33.6,231.8
-83.9,-42.1,229.7
-84.2,-42.5,229.5
-83.4,-43.6,229.4
-84.0,-42.2,228.3
-79.7,-32.8,236.9
-81.8,-40.9,230.3
-82.1,-47.7,223.8
-83.7,-33.3,245.8
-84.5,-38.9,244.2
-85.8,-42.1,241.7
-83.5,-35.1,243.8
-80.3,-29.8,252.2
-80.1,-25.3,257.4
-80.5,-27.9,255.5
-80.0,-34.3,253.5
-84.2,-43.5,251.1
-84.5,-50.2,246.5
-83.7,-45.1,248.4
-83.9,-37.9,254.0
-84.7,-46.1,240.3
-82.0,-31.7,245.3
-79.7,-22.2,250.3
-79.7,-24.7,237.6
-80.5,-33.6,222.1
-78.3,-40.9,213.0
-78.3,-39.3,217.3
-80.9,-34.3,223.5
-82.5,-33.7,228.2
-85.6,-30.2,232.5
-85.3,-39.3,224.1
-86.1,-62.6,200.8
-85.7,-60.9,202.2
-81.8,-31.1,233.4
-82.4,-31.1,232.1
-83.6,-43.1,220.1
-83.0,-44.8,220.0
-82.1,-46.9,222.3
-86.2,-44.2,230.2
-86.6,-52.0,224.1
-86.5,-72.8,202.6
-86.7,-98.2,176.7
-85.9,-64.5,207.3
-83.9,-41.7,229.8
-81.1,-35.5,238.7
-82.5,-44.6,229.4
-84.3,-56.4,217.5
-85.5,-48.5,222.6
-85.3,-46.6,227.2
-86.0,-42.6,234.5
-86.9,-43.9,233.5
-87.2,-46.9,230.8
-85.5,-29.7,246.7
-85.3,-21.4,256.2
-84.0,-40.8,233.4
-81.1,-39.0,236.6
-80.9,-26.3,246.9
-82.1,-25.2,245.9
-84.5,-44.1,227.7
-81.9,-46.6,224.0
-81.4,-41.9,232.4
-83.8,-25.3,249.8
-83.7,-31.3,245.5
-85.1,-53.2,225.2
-85.7,-74.2,201.0
-83.7,-50.4,224.3
-83.9,-50.3,224.5
-84.2,-80.8,193.1
-83.3,-80.8,194.5
-88.2,-92.4,185.0
-88.1,-60.6,222.2
-86.7,-48.1,235.3
-86.3,-54.1,229.3
-86.0,-87.6,195.4
-84.2,-49.4,228.6
-83.5,-37.4,239.7
-82.0,-22.9,249.6
-83.9,-32.4,237.1
-82.2,-43.0,227.6
-81.7,-43.3,230.0
-84.9,-44.8,228.8
-86.1,-50.1,227.2
-86.8,-63.9,215.3
-87.5,-80.6,195.0
-87.6,-109.0,167.4
-86.5,-78.6,195.5
-85.0,-49.7,221.0
-82.2,-34.7,236.9
-80.7,-36.1,234.7
-82.1,-43.1,228.8
-81.5,-54.0,213.8
-80.9,-51.3,222.1
-81.3,-42.6,231.9
-83.1,-34.5,240.8
-84.3,-35.5,238.9
-85.0,-49.5,224.2
-85.2,-57.1,217.1
-85.2,-57.9,214.8
-82.0,-41.2,229.0
